trial_type,arrow_1,arrow_2,corrAns,jitter,run_end_fixation,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,randomized TrialOrder,key_response.keys,key_response.corr,key_response.rt,trial_t.routineEndVal,ss_delay,iti_duration,SOA,participant,prac_or_scan,handedness,run,date,expName,psychopyVersion,frameRate,Unnamed: 26,Unnamed: 8
go,sst_images/Left_Arrow.bmp,None,1,811.0,None,0.0,27.0,27.0,27.0,,1,1.0,0.6125560090004001,go,0.25,0.8109999999999999,1.811,1.0,Scanner,R,1.0,2019_Sep_06_1045,SST,3.0.7,60.03689807657106,,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,1022.0,None,0.0,28.0,28.0,28.0,,2,0.0,0.4366744860017207,stop,0.2,1.022,2.1353255139982794,1.0,Scanner,R,1.0,2019_Sep_06_1045,SST,3.0.7,60.03689807657106,,
go,sst_images/Right_Arrow.bmp,None,2,804.0,None,0.0,29.0,29.0,29.0,,2,1.0,0.42109952400278416,go,0.2,0.804,1.804,1.0,Scanner,R,1.0,2019_Sep_06_1045,SST,3.0.7,60.03689807657106,,
go,sst_images/Right_Arrow.bmp,None,2,741.0,None,0.0,30.0,30.0,30.0,,2,1.0,0.4769763170006627,go,0.2,0.741,1.7409999999999999,1.0,Scanner,R,1.0,2019_Sep_06_1045,SST,3.0.7,60.03689807657106,,
go,sst_images/Left_Arrow.bmp,None,1,889.0,None,0.0,31.0,31.0,31.0,,1,1.0,0.374283794000803,go,0.2,0.889,1.889,1.0,Scanner,R,1.0,2019_Sep_06_1045,SST,3.0.7,60.03689807657106,,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,765.0,None,0.0,32.0,32.0,32.0,,None,1.0,,stop,0.25,0.765,1.765,1.0,Scanner,R,1.0,2019_Sep_06_1045,SST,3.0.7,60.03689807657106,,
go,sst_images/Right_Arrow.bmp,None,2,1191.0,None,0.0,33.0,33.0,33.0,,2,1.0,0.4435471479991975,go,0.25,1.1909999999999998,2.191,1.0,Scanner,R,1.0,2019_Sep_06_1045,SST,3.0.7,60.03689807657106,,
go,sst_images/Left_Arrow.bmp,None,1,1158.0,None,0.0,34.0,34.0,34.0,,1,1.0,0.3767331449998892,go,0.25,1.158,2.158,1.0,Scanner,R,1.0,2019_Sep_06_1045,SST,3.0.7,60.03689807657106,,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,847.0,None,0.0,35.0,35.0,35.0,,2,0.0,0.4087421670010372,stop,0.2,0.847,1.9882578329989629,1.0,Scanner,R,1.0,2019_Sep_06_1045,SST,3.0.7,60.03689807657106,,
go,sst_images/Left_Arrow.bmp,None,1,1121.0,None,0.0,36.0,36.0,36.0,,1,1.0,0.7103275000008579,go,0.2,1.121,2.121,1.0,Scanner,R,1.0,2019_Sep_06_1045,SST,3.0.7,60.03689807657106,,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,1008.0,None,0.0,37.0,37.0,37.0,,2,0.0,0.45459676199971005,stop,0.15000000000000002,1.008,2.05340323800029,1.0,Scanner,R,1.0,2019_Sep_06_1045,SST,3.0.7,60.03689807657106,,
go,sst_images/Right_Arrow.bmp,None,2,728.0,None,0.0,38.0,38.0,38.0,,2,1.0,0.7272391710030206,go,0.15000000000000002,0.728,1.7280000000000002,1.0,Scanner,R,1.0,2019_Sep_06_1045,SST,3.0.7,60.03689807657106,,
go,sst_images/Right_Arrow.bmp,None,2,812.0,None,0.0,39.0,39.0,39.0,,2,1.0,0.6060778690007282,go,0.15000000000000002,0.812,1.8119999999999998,1.0,Scanner,R,1.0,2019_Sep_06_1045,SST,3.0.7,60.03689807657106,,
go,sst_images/Left_Arrow.bmp,None,1,836.0,None,0.0,40.0,40.0,40.0,,1,1.0,0.6426441309995425,go,0.15000000000000002,0.836,1.836,1.0,Scanner,R,1.0,2019_Sep_06_1045,SST,3.0.7,60.03689807657106,,
go,sst_images/Left_Arrow.bmp,None,1,894.0,None,0.0,41.0,41.0,41.0,,1,1.0,0.6930307309994532,go,0.15000000000000002,0.894,1.894,1.0,Scanner,R,1.0,2019_Sep_06_1045,SST,3.0.7,60.03689807657106,,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,714.0,None,0.0,42.0,42.0,42.0,,None,1.0,,stop,0.2,0.7140000000000001,1.7139999999999995,1.0,Scanner,R,1.0,2019_Sep_06_1045,SST,3.0.7,60.03689807657106,,
go,sst_images/Right_Arrow.bmp,None,2,719.0,None,0.0,43.0,43.0,43.0,,2,1.0,0.4104622259983444,go,0.2,0.7190000000000001,1.719,1.0,Scanner,R,1.0,2019_Sep_06_1045,SST,3.0.7,60.03689807657106,,
go,sst_images/Left_Arrow.bmp,None,1,707.0,None,0.0,44.0,44.0,44.0,,1,1.0,0.5594742660032352,go,0.2,0.7070000000000001,1.707,1.0,Scanner,R,1.0,2019_Sep_06_1045,SST,3.0.7,60.03689807657106,,
go,sst_images/Left_Arrow.bmp,None,1,787.0,None,0.0,45.0,45.0,45.0,,1,1.0,0.6417960959988704,go,0.2,0.787,1.787,1.0,Scanner,R,1.0,2019_Sep_06_1045,SST,3.0.7,60.03689807657106,,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,767.0,None,0.0,46.0,46.0,46.0,,None,1.0,,stop,0.25,0.767,1.767,1.0,Scanner,R,1.0,2019_Sep_06_1045,SST,3.0.7,60.03689807657106,,
go,sst_images/Right_Arrow.bmp,None,2,783.0,None,0.0,47.0,47.0,47.0,,2,1.0,0.4595018940017326,go,0.25,0.7829999999999999,1.7830000000000001,1.0,Scanner,R,1.0,2019_Sep_06_1045,SST,3.0.7,60.03689807657106,,
go,sst_images/Right_Arrow.bmp,None,2,743.0,None,0.0,48.0,48.0,48.0,,2,1.0,0.4261475530001917,go,0.25,0.743,1.743,1.0,Scanner,R,1.0,2019_Sep_06_1045,SST,3.0.7,60.03689807657106,,
go,sst_images/Right_Arrow.bmp,None,2,752.0,None,0.0,49.0,49.0,49.0,,2,1.0,0.441848309001216,go,0.25,0.752,1.7519999999999998,1.0,Scanner,R,1.0,2019_Sep_06_1045,SST,3.0.7,60.03689807657106,,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,1219.0,None,0.0,50.0,50.0,50.0,,1,0.0,0.45737358300175396,stop,0.2,1.219,2.311626416998246,1.0,Scanner,R,1.0,2019_Sep_06_1045,SST,3.0.7,60.03689807657106,,
go,sst_images/Left_Arrow.bmp,None,1,1510.0,None,0.0,51.0,51.0,51.0,,1,1.0,0.6580755079994561,go,0.2,1.51,2.51,1.0,Scanner,R,1.0,2019_Sep_06_1045,SST,3.0.7,60.03689807657106,,
go,sst_images/Left_Arrow.bmp,None,1,1441.0,None,0.0,52.0,52.0,52.0,,1,1.0,0.7590977740001108,go,0.2,1.4409999999999998,2.441,1.0,Scanner,R,1.0,2019_Sep_06_1045,SST,3.0.7,60.03689807657106,,
go,sst_images/Left_Arrow.bmp,None,1,774.0,None,0.0,53.0,53.0,53.0,,1,1.0,0.5552344850002555,go,0.2,0.774,1.774,1.0,Scanner,R,1.0,2019_Sep_06_1045,SST,3.0.7,60.03689807657106,,
go,sst_images/Right_Arrow.bmp,None,2,1033.0,None,0.0,54.0,54.0,54.0,,2,1.0,0.9718687770000544,go,0.2,1.033,2.033,1.0,Scanner,R,1.0,2019_Sep_06_1045,SST,3.0.7,60.03689807657106,,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,868.0,None,0.0,55.0,55.0,55.0,,None,1.0,,stop,0.25,0.868,1.868,1.0,Scanner,R,1.0,2019_Sep_06_1045,SST,3.0.7,60.03689807657106,,
go,sst_images/Right_Arrow.bmp,None,2,836.0,None,0.0,56.0,56.0,56.0,,2,1.0,0.5367588310000428,go,0.25,0.836,1.836,1.0,Scanner,R,1.0,2019_Sep_06_1045,SST,3.0.7,60.03689807657106,,
go,sst_images/Left_Arrow.bmp,None,1,713.0,None,0.0,57.0,57.0,57.0,,1,1.0,0.4678163839998888,go,0.25,0.713,1.713,1.0,Scanner,R,1.0,2019_Sep_06_1045,SST,3.0.7,60.03689807657106,,
go,sst_images/Left_Arrow.bmp,None,1,707.0,None,0.0,58.0,58.0,58.0,,1,1.0,0.5240150850004284,go,0.25,0.7070000000000001,1.707,1.0,Scanner,R,1.0,2019_Sep_06_1045,SST,3.0.7,60.03689807657106,,
go,sst_images/Left_Arrow.bmp,None,1,878.0,None,0.0,59.0,59.0,59.0,,1,1.0,0.6870795750000981,go,0.25,0.878,1.878,1.0,Scanner,R,1.0,2019_Sep_06_1045,SST,3.0.7,60.03689807657106,,
go,sst_images/Right_Arrow.bmp,None,2,851.0,None,0.0,60.0,60.0,60.0,,2,1.0,0.6195282769986079,go,0.25,0.851,1.851,1.0,Scanner,R,1.0,2019_Sep_06_1045,SST,3.0.7,60.03689807657106,,
go,sst_images/Left_Arrow.bmp,None,1,1008.0,None,0.0,61.0,61.0,61.0,,1,1.0,0.7214959019984235,go,0.25,1.008,2.008,1.0,Scanner,R,1.0,2019_Sep_06_1045,SST,3.0.7,60.03689807657106,,
go,sst_images/Left_Arrow.bmp,None,1,1763.0,None,0.0,62.0,62.0,62.0,,1,1.0,0.5045170739977038,go,0.25,1.7630000000000001,2.763,1.0,Scanner,R,1.0,2019_Sep_06_1045,SST,3.0.7,60.03689807657106,,
go,sst_images/Right_Arrow.bmp,None,2,714.0,None,0.0,63.0,63.0,63.0,,2,1.0,0.5212794100007159,go,0.25,0.7140000000000001,1.714,1.0,Scanner,R,1.0,2019_Sep_06_1045,SST,3.0.7,60.03689807657106,,
go,sst_images/Right_Arrow.bmp,None,2,1009.0,None,0.0,64.0,64.0,64.0,,2,1.0,0.8509619230026146,go,0.25,1.0090000000000001,2.009,1.0,Scanner,R,1.0,2019_Sep_06_1045,SST,3.0.7,60.03689807657106,,
go,sst_images/Left_Arrow.bmp,None,1,1274.0,None,0.0,65.0,65.0,65.0,,1,1.0,0.5203632229968207,go,0.25,1.274,2.274,1.0,Scanner,R,1.0,2019_Sep_06_1045,SST,3.0.7,60.03689807657106,,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,787.0,None,0.0,66.0,66.0,66.0,,2,0.0,0.5040770800005703,stop,0.2,0.787,1.8329229199994297,1.0,Scanner,R,1.0,2019_Sep_06_1045,SST,3.0.7,60.03689807657106,,
go,sst_images/Right_Arrow.bmp,None,2,1357.0,None,0.0,67.0,67.0,67.0,,2,1.0,0.4729911430003994,go,0.2,1.357,2.3569999999999998,1.0,Scanner,R,1.0,2019_Sep_06_1045,SST,3.0.7,60.03689807657106,,
go,sst_images/Left_Arrow.bmp,None,1,707.0,None,0.0,68.0,68.0,68.0,,1,1.0,0.5366827780017047,go,0.2,0.7070000000000001,1.707,1.0,Scanner,R,1.0,2019_Sep_06_1045,SST,3.0.7,60.03689807657106,,
go,sst_images/Right_Arrow.bmp,None,2,735.0,None,0.0,69.0,69.0,69.0,,2,1.0,0.9566046869986168,go,0.2,0.735,1.735,1.0,Scanner,R,1.0,2019_Sep_06_1045,SST,3.0.7,60.03689807657106,,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,707.0,None,0.0,70.0,70.0,70.0,,None,1.0,,stop,0.25,0.7070000000000001,1.707,1.0,Scanner,R,1.0,2019_Sep_06_1045,SST,3.0.7,60.03689807657106,,
go,sst_images/Right_Arrow.bmp,None,2,796.0,None,0.0,71.0,71.0,71.0,,2,1.0,0.4888762640002824,go,0.25,0.7959999999999999,1.796,1.0,Scanner,R,1.0,2019_Sep_06_1045,SST,3.0.7,60.03689807657106,,
go,sst_images/Left_Arrow.bmp,None,1,798.0,None,0.0,72.0,72.0,72.0,,1,1.0,0.5396242799979518,go,0.25,0.7979999999999999,1.798,1.0,Scanner,R,1.0,2019_Sep_06_1045,SST,3.0.7,60.03689807657106,,
go,sst_images/Right_Arrow.bmp,None,2,705.0,None,0.0,73.0,73.0,73.0,,2,1.0,0.7061220270006743,go,0.25,0.705,1.705,1.0,Scanner,R,1.0,2019_Sep_06_1045,SST,3.0.7,60.03689807657106,,
go,sst_images/Left_Arrow.bmp,None,1,802.0,None,0.0,74.0,74.0,74.0,,1,1.0,0.7056207429995993,go,0.25,0.802,1.8019999999999998,1.0,Scanner,R,1.0,2019_Sep_06_1045,SST,3.0.7,60.03689807657106,,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,1871.0,None,0.0,75.0,75.0,75.0,,2,0.0,0.4557024210007512,stop,0.2,1.871,2.9652975789992486,1.0,Scanner,R,1.0,2019_Sep_06_1045,SST,3.0.7,60.03689807657106,,
go,sst_images/Right_Arrow.bmp,None,2,912.0,None,0.0,76.0,76.0,76.0,,2,1.0,0.7689276089986379,go,0.2,0.912,1.912,1.0,Scanner,R,1.0,2019_Sep_06_1045,SST,3.0.7,60.03689807657106,,
go,sst_images/Left_Arrow.bmp,None,1,752.0,None,0.0,77.0,77.0,77.0,,1,1.0,0.4044017230007739,go,0.2,0.752,1.7519999999999998,1.0,Scanner,R,1.0,2019_Sep_06_1045,SST,3.0.7,60.03689807657106,,
go,sst_images/Right_Arrow.bmp,None,2,868.0,None,0.0,78.0,78.0,78.0,,2,1.0,0.7059348709990445,go,0.2,0.868,1.868,1.0,Scanner,R,1.0,2019_Sep_06_1045,SST,3.0.7,60.03689807657106,,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,719.0,None,0.0,79.0,79.0,79.0,,None,1.0,,stop,0.25,0.7190000000000001,1.719,1.0,Scanner,R,1.0,2019_Sep_06_1045,SST,3.0.7,60.03689807657106,,
go,sst_images/Right_Arrow.bmp,None,2,789.0,None,0.0,80.0,80.0,80.0,,2,1.0,0.7377454990019032,go,0.25,0.789,1.789,1.0,Scanner,R,1.0,2019_Sep_06_1045,SST,3.0.7,60.03689807657106,,
go,sst_images/Left_Arrow.bmp,None,1,745.0,None,0.0,81.0,81.0,81.0,,1,1.0,0.5726091020005697,go,0.25,0.745,1.745,1.0,Scanner,R,1.0,2019_Sep_06_1045,SST,3.0.7,60.03689807657106,,
go,sst_images/Left_Arrow.bmp,None,1,796.0,None,0.0,82.0,82.0,82.0,,1,1.0,0.8218748850013071,go,0.25,0.7959999999999999,1.796,1.0,Scanner,R,1.0,2019_Sep_06_1045,SST,3.0.7,60.03689807657106,,
go,sst_images/Right_Arrow.bmp,None,2,1025.0,None,0.0,83.0,83.0,83.0,,2,1.0,0.5364359820014215,go,0.25,1.025,2.025,1.0,Scanner,R,1.0,2019_Sep_06_1045,SST,3.0.7,60.03689807657106,,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,737.0,None,0.0,84.0,84.0,84.0,,None,1.0,,stop,0.3,0.737,1.737,1.0,Scanner,R,1.0,2019_Sep_06_1045,SST,3.0.7,60.03689807657106,,
go,sst_images/Right_Arrow.bmp,None,2,915.0,None,0.0,85.0,85.0,85.0,,2,1.0,0.5028445809984987,go,0.3,0.915,1.915,1.0,Scanner,R,1.0,2019_Sep_06_1045,SST,3.0.7,60.03689807657106,,
go,sst_images/Right_Arrow.bmp,None,2,882.0,None,0.0,86.0,86.0,86.0,,2,1.0,0.6709801299984974,go,0.3,0.882,1.882,1.0,Scanner,R,1.0,2019_Sep_06_1045,SST,3.0.7,60.03689807657106,,
go,sst_images/Left_Arrow.bmp,None,1,704.0,None,0.0,87.0,87.0,87.0,,1,1.0,0.6870226760001971,go,0.3,0.7040000000000001,1.704,1.0,Scanner,R,1.0,2019_Sep_06_1045,SST,3.0.7,60.03689807657106,,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,707.0,None,0.0,88.0,88.0,88.0,,None,1.0,,stop,0.35,0.7070000000000001,1.7069999999999999,1.0,Scanner,R,1.0,2019_Sep_06_1045,SST,3.0.7,60.03689807657106,,
go,sst_images/Left_Arrow.bmp,None,1,1357.0,None,0.0,89.0,89.0,89.0,,1,1.0,0.8213097219995689,go,0.35,1.357,2.3569999999999998,1.0,Scanner,R,1.0,2019_Sep_06_1045,SST,3.0.7,60.03689807657106,,
go,sst_images/Right_Arrow.bmp,None,2,740.0,None,0.0,90.0,90.0,90.0,,2,1.0,0.5207454429983045,go,0.35,0.74,1.74,1.0,Scanner,R,1.0,2019_Sep_06_1045,SST,3.0.7,60.03689807657106,,
go,sst_images/Left_Arrow.bmp,None,1,1198.0,None,0.0,91.0,91.0,91.0,,1,1.0,0.7381322389992421,go,0.35,1.198,2.198,1.0,Scanner,R,1.0,2019_Sep_06_1045,SST,3.0.7,60.03689807657106,,
go,sst_images/Right_Arrow.bmp,None,2,1899.0,None,0.0,92.0,92.0,92.0,,2,1.0,0.5047349870001199,go,0.35,1.899,2.8989999999999996,1.0,Scanner,R,1.0,2019_Sep_06_1045,SST,3.0.7,60.03689807657106,,
go,sst_images/Left_Arrow.bmp,None,1,1871.0,None,0.0,93.0,93.0,93.0,,1,1.0,0.537310747000447,go,0.35,1.871,2.8710000000000004,1.0,Scanner,R,1.0,2019_Sep_06_1045,SST,3.0.7,60.03689807657106,,
go,sst_images/Right_Arrow.bmp,None,2,1095.0,None,0.0,94.0,94.0,94.0,,2,1.0,0.4706974779983284,go,0.35,1.095,2.095,1.0,Scanner,R,1.0,2019_Sep_06_1045,SST,3.0.7,60.03689807657106,,
go,sst_images/Left_Arrow.bmp,None,1,790.0,None,0.0,95.0,95.0,95.0,,1,1.0,0.4544650209973042,go,0.35,0.79,1.79,1.0,Scanner,R,1.0,2019_Sep_06_1045,SST,3.0.7,60.03689807657106,,
go,sst_images/Left_Arrow.bmp,None,1,1633.0,None,0.0,96.0,96.0,96.0,,1,1.0,0.6541355970002769,go,0.35,1.633,2.633,1.0,Scanner,R,1.0,2019_Sep_06_1045,SST,3.0.7,60.03689807657106,,
go,sst_images/Left_Arrow.bmp,None,1,791.0,None,0.0,97.0,97.0,97.0,,1,1.0,0.7854821290020482,go,0.35,0.7909999999999999,1.791,1.0,Scanner,R,1.0,2019_Sep_06_1045,SST,3.0.7,60.03689807657106,,
go,sst_images/Right_Arrow.bmp,None,2,750.0,None,0.0,98.0,98.0,98.0,,2,1.0,0.5552403420006158,go,0.35,0.75,1.75,1.0,Scanner,R,1.0,2019_Sep_06_1045,SST,3.0.7,60.03689807657106,,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,893.0,None,0.0,99.0,99.0,99.0,,2,0.0,0.5073715170001378,stop,0.3,0.893,2.035628482999862,1.0,Scanner,R,1.0,2019_Sep_06_1045,SST,3.0.7,60.03689807657106,,
go,sst_images/Left_Arrow.bmp,None,1,748.0,None,0.0,100.0,100.0,100.0,,1,1.0,0.5197604400018463,go,0.3,0.748,1.7480000000000002,1.0,Scanner,R,1.0,2019_Sep_06_1045,SST,3.0.7,60.03689807657106,,
go,sst_images/Right_Arrow.bmp,None,2,1219.0,None,0.0,101.0,101.0,101.0,,2,1.0,0.7054311730025802,go,0.3,1.219,2.2190000000000003,1.0,Scanner,R,1.0,2019_Sep_06_1045,SST,3.0.7,60.03689807657106,,
go,sst_images/Right_Arrow.bmp,None,2,938.0,None,0.0,102.0,102.0,102.0,,None,0.0,,go,0.3,0.938,1.9380000000000002,1.0,Scanner,R,1.0,2019_Sep_06_1045,SST,3.0.7,60.03689807657106,,
go,sst_images/Left_Arrow.bmp,None,1,706.0,None,0.0,103.0,103.0,103.0,,1,1.0,0.6542666040004406,go,0.3,0.706,1.706,1.0,Scanner,R,1.0,2019_Sep_06_1045,SST,3.0.7,60.03689807657106,,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,740.0,None,0.0,104.0,104.0,104.0,,1,0.0,0.5708664759986277,stop,0.25,0.74,1.7691335240013724,1.0,Scanner,R,1.0,2019_Sep_06_1045,SST,3.0.7,60.03689807657106,,
go,sst_images/Right_Arrow.bmp,None,2,1313.0,None,0.0,105.0,105.0,105.0,,2,1.0,0.8185781380016124,go,0.25,1.3130000000000002,2.313,1.0,Scanner,R,1.0,2019_Sep_06_1045,SST,3.0.7,60.03689807657106,,
go,sst_images/Right_Arrow.bmp,None,2,869.0,None,0.0,106.0,106.0,106.0,,2,1.0,0.8039844459999586,go,0.25,0.8690000000000001,1.869,1.0,Scanner,R,1.0,2019_Sep_06_1045,SST,3.0.7,60.03689807657106,,
