trial_type,arrow_1,arrow_2,corrAns,jitter,run_end_fixation,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_response.keys,key_response.corr,trial_t.routineEndVal,ss_delay,iti_duration,SOA,key_response.rt,participant,prac_or_scan,handedness,run,date,expName,psychopyVersion,frameRate,
go,sst_images/Left_Arrow.BMP,None,1,760,None,0,10,10,10,1,1,go,0.1,0.76,1.76,0.47111287096049637,016,Practice,R,2,2019_Sep_03_0925,SST,3.0.7,59.92082709650171,
stop,sst_images/Left_Arrow.BMP,sst_images/Stop_Arrow.BMP,none,880,None,0,11,11,11,None,1,stop,0.15000000000000002,0.88,1.8800000000000001,,016,Practice,R,2,2019_Sep_03_0925,SST,3.0.7,59.92082709650171,
go,sst_images/Right_Arrow.BMP,None,2,730,None,0,12,12,12,2,1,go,0.15000000000000002,0.73,1.73,0.504129211010877,016,Practice,R,2,2019_Sep_03_0925,SST,3.0.7,59.92082709650171,
go,sst_images/Left_Arrow.BMP,None,1,910,None,0,13,13,13,1,1,go,0.15000000000000002,0.91,1.9100000000000001,0.387540647003334,016,Practice,R,2,2019_Sep_03_0925,SST,3.0.7,59.92082709650171,
go,sst_images/Left_Arrow.BMP,None,1,955,None,0,14,14,14,1,1,go,0.15000000000000002,0.955,1.955,0.6028550890041515,016,Practice,R,2,2019_Sep_03_0925,SST,3.0.7,59.92082709650171,
go,sst_images/Left_Arrow.BMP,None,1,1045,None,0,15,15,15,1,1,go,0.15000000000000002,1.045,2.045,0.5195457119843923,016,Practice,R,2,2019_Sep_03_0925,SST,3.0.7,59.92082709650171,
go,sst_images/Right_Arrow.BMP,None,2,1045,None,0,16,16,16,2,1,go,0.15000000000000002,1.045,2.045,0.5705192900495604,016,Practice,R,2,2019_Sep_03_0925,SST,3.0.7,59.92082709650171,
go,sst_images/Left_Arrow.BMP,None,1,985,None,0,17,17,17,1,1,go,0.15000000000000002,0.985,1.9849999999999999,0.5205724179977551,016,Practice,R,2,2019_Sep_03_0925,SST,3.0.7,59.92082709650171,
stop,sst_images/Left_Arrow.BMP,sst_images/Stop_Arrow.BMP,none,760,None,0,18,18,18,None,1,stop,0.2,0.76,1.76,,016,Practice,R,2,2019_Sep_03_0925,SST,3.0.7,59.92082709650171,
go,sst_images/Left_Arrow.BMP,None,1,775,None,0,19,19,19,1,1,go,0.2,0.775,1.775,0.5355868350015953,016,Practice,R,2,2019_Sep_03_0925,SST,3.0.7,59.92082709650171,
go,sst_images/Right_Arrow.BMP,None,2,1015,None,0,20,20,20,2,1,go,0.2,1.015,2.0149999999999997,0.48595134197967127,016,Practice,R,2,2019_Sep_03_0925,SST,3.0.7,59.92082709650171,
go,sst_images/Left_Arrow.BMP,None,1,760,None,0,21,21,21,1,1,go,0.2,0.76,1.76,0.48530183400725946,016,Practice,R,2,2019_Sep_03_0925,SST,3.0.7,59.92082709650171,
stop,sst_images/Right_Arrow.BMP,sst_images/Stop_Arrow.BMP,none,985,None,0,22,22,22,2,0,stop,0.15000000000000002,0.985,2.0162778459629043,0.4687221540370956,016,Practice,R,2,2019_Sep_03_0925,SST,3.0.7,59.92082709650171,
go,sst_images/Right_Arrow.BMP,None,2,715,None,0,23,23,23,2,1,go,0.15000000000000002,0.715,1.7149999999999999,0.5049257900100201,016,Practice,R,2,2019_Sep_03_0925,SST,3.0.7,59.92082709650171,
go,sst_images/Left_Arrow.BMP,None,1,745,3264.0,0,24,24,24,1,1,go,0.15000000000000002,0.745,1.745,0.5029733609990217,016,Practice,R,2,2019_Sep_03_0925,SST,3.0.7,59.92082709650171,
