Condition,FixationDur,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,TrialOrder,cueImage.started,cueImage.stopped,FixationDur,fixation.started,fixation.stopped,fixationResp.keys,fixationResp.started,fixationResp.stopped,feedbackDur,Trial counter,Target.started,Target.stopped,probeResp.keys,probeResp.corr,probeResp.started,probeResp.stopped,msg,TrackEarnings,TrialType,NonNeutralTrialsNum,probeDur,percentacc_total,meanrt,UserAcc,Acc,AdjTrial,AdjTrialInc,AdjRTmsg,probeResp.rt,participant,prac_or_scan,run,date,expName,psychopyVersion,frameRate,
SmallPun,1500,0,10,10,10,,109.43038874199556,None,1500,111.44749031199899,None,None,111.44749031199899,None,1.5,11,112.95052277999639,None,1,1,112.95052277999639,None,You did not lose $0.20!,-14.8,5,9,0.5,36.36363636363637,0.33323971899881144,[],50.0,9,3,Adjusting RT...,0.3563870130019495,039,Scanner,1,2019_Aug_22_0941,MID,3.1.5,23.995840081612837,
LgReward,3500,0,11,11,11,,114.93074066199188,None,3500,116.94824165999307,None,None,116.94824165999307,None,1.5,12,120.46538755898655,None,1,1,120.46538755898655,None,You won $5.00!,-9.8,1,10,0.5,41.66666666666667,0.3281205535982735,[1],50.0,9,3,,0.30764389199612197,039,Scanner,1,2019_Aug_22_0941,MID,3.1.5,23.995840081612837,
LgPun,1500,0,12,12,12,,122.42992973799119,None,1500,124.44907672399131,None,None,124.44907672399131,None,1.5,13,125.94929948898789,None,1,1,125.94929948898789,None,You did not lose $5.00!,-9.8,4,11,0.5,46.15384615384615,0.33788894033204997,"[1, 1]",50.0,9,3,,0.3867308740009321,039,Scanner,1,2019_Aug_22_0941,MID,3.1.5,23.995840081612837,
SmallPun,2000,0,13,13,13,,127.93122446699999,None,2000,129.94968409498688,None,None,129.94968409498688,None,1.5,14,131.94974681199528,None,1,1,131.94974681199528,None,You did not lose $0.20!,-9.8,5,12,0.45,50.0,0.3368019575698002,[],100.0,12,3,Adjusting RT...,0.33028006099630147,039,Scanner,1,2019_Aug_22_0941,MID,3.1.5,23.995840081612837,
LgReward,1500,0,14,14,14,,133.93081949299085,None,1500,135.95063547499012,None,None,135.95063547499012,None,1.55,15,137.46661625499837,None,1,1,137.46661625499837,None,You won $5.00!,-4.800000000000001,1,13,0.45,53.333333333333336,0.3367547124980774,[1],100.0,12,3,,0.3364239969960181,039,Scanner,1,2019_Aug_22_0941,MID,3.1.5,23.995840081612837,
LgReward,1500,0,15,15,15,,139.4309450469882,None,1500,141.45134522899752,None,None,141.45134522899752,None,1.55,16,142.96728740999242,None,1,1,142.96728740999242,None,You won $5.00!,0.1999999999999993,1,14,0.45,56.25,0.33429557588856873,"[1, 1]",100.0,12,3,,0.3146224830124993,039,Scanner,1,2019_Aug_22_0941,MID,3.1.5,23.995840081612837,
SmallReward,2000,0,16,16,16,,144.93216002399276,None,2000,146.95161189998908,None,None,146.95161189998908,None,1.55,17,148.96819311298896,None,None,0,148.96819311298896,None,You did not win $0.20!,0.1999999999999993,2,15,0.42000000000000004,52.94117647058824,0.33429557588856873,[],83.33333333333333,15,3,Adjusting RT...,,039,Scanner,1,2019_Aug_22_0941,MID,3.1.5,23.995840081612837,
LgReward,2500,0,17,17,17,,150.93112529598875,None,2500,152.9521806709963,None,None,152.9521806709963,None,1.58,18,155.46045634199982,None,None,0,155.46045634199982,None,You did not win $5.00!,0.1999999999999993,1,16,0.42000000000000004,50.0,0.33429557588856873,[0],83.33333333333333,15,3,,,039,Scanner,1,2019_Aug_22_0941,MID,3.1.5,23.995840081612837,
LgReward,2000,0,18,18,18,,157.43312127499667,None,2000,159.43894327699672,None,None,159.43894327699672,None,1.58,19,161.46970082999906,None,None,0,161.46970082999906,None,You did not win $5.00!,0.1999999999999993,1,17,0.42000000000000004,47.368421052631575,0.33429557588856873,"[0, 0]",83.33333333333333,15,3,,,039,Scanner,1,2019_Aug_22_0941,MID,3.1.5,23.995840081612837,
SmallPun,1500,0,19,19,19,,163.43281845399179,None,1500,165.4545918629883,None,None,165.4545918629883,None,1.58,20,166.95387071599544,None,None,0,166.95387071599544,None,You lost $0.20!,-7.216449660063518e-16,5,18,0.46,45.0,0.33429557588856873,[],33.33333333333333,18,3,Adjusting RT...,,039,Scanner,1,2019_Aug_22_0941,MID,3.1.5,23.995840081612837,
SmallReward,3000,0,20,20,20,,168.93326553699444,None,3000,170.93985522199364,None,None,170.93985522199364,None,1.54,21,173.97117548699316,None,1,1,173.97117548699316,None,You won $0.20!,0.1999999999999993,2,19,0.46,47.61904761904761,0.3316418254995369,[1],33.33333333333333,18,3,,0.30775807199825067,039,Scanner,1,2019_Aug_22_0941,MID,3.1.5,23.995840081612837,
Triangle,4000,0,21,21,21,,175.93354464399454,None,4000,177.942365031995,None,None,177.942365031995,None,1.54,22,181.95703809699626,None,1,1,181.95703809699626,None,You did not win or lose anything!,0.1999999999999993,3,19,0.46,50.0,0.33175007636336057,[1],33.33333333333333,18,3,,0.3328325850015972,039,Scanner,1,2019_Aug_22_0941,MID,3.1.5,23.995840081612837,
LgPun,2500,0,22,22,22,,183.93374669199693,None,2500,185.94149681099225,None,None,185.94149681099225,None,1.54,23,188.45746204299212,None,1,1,188.45746204299212,None,You did not lose $5.00!,0.1999999999999993,4,20,0.46,52.17391304347826,0.33256783216711483,"[1, 1]",33.33333333333333,18,3,,0.3415631460084114,039,Scanner,1,2019_Aug_22_0941,MID,3.1.5,23.995840081612837,
LgPun,2000,0,23,23,23,,190.43408487799752,None,2000,192.4402436699893,None,None,192.4402436699893,None,1.54,24,194.45774361799704,None,1,1,194.45774361799704,None,You did not lose $5.00!,0.1999999999999993,4,21,0.48000000000000004,54.166666666666664,0.3336916607692659,[],50.0,21,3,Adjusting RT...,0.34717760399507824,039,Scanner,1,2019_Aug_22_0941,MID,3.1.5,23.995840081612837,
Triangle,1500,0,24,24,24,,196.43398741098645,None,1500,198.44250701098645,None,None,198.44250701098645,None,1.52,25,199.95854775198677,None,1,1,199.95854775198677,None,You did not win or lose anything!,0.1999999999999993,3,21,0.48000000000000004,56.00000000000001,0.3348187995714917,[],50.0,21,3,,0.34947160400042776,039,Scanner,1,2019_Aug_22_0941,MID,3.1.5,23.995840081612837,
LgPun,3000,0,25,25,25,,201.8932212019863,None,3000,203.90982500599057,None,None,203.90982500599057,None,1.52,26,206.91211535398907,None,1,1,206.91211535398907,None,You did not lose $5.00!,0.1999999999999993,4,22,0.48000000000000004,57.692307692307686,0.3319590268006626,[1],50.0,21,3,,0.2919222080090549,039,Scanner,1,2019_Aug_22_0941,MID,3.1.5,23.995840081612837,
SmallPun,4000,0,26,26,26,,208.85163755399117,None,4000,210.86096419898968,None,None,210.86096419898968,None,1.52,27,214.87685070899897,None,1,1,214.87685070899897,None,You did not lose $0.20!,0.1999999999999993,5,23,0.48000000000000004,59.25925925925925,0.32909131437554606,"[1, 1]",50.0,21,3,,0.28607562799879815,039,Scanner,1,2019_Aug_22_0941,MID,3.1.5,23.995840081612837,
Triangle,2000,0,27,27,27,,216.8100991859974,None,2000,218.8283145519963,None,None,218.8283145519963,None,1.52,28,220.8279853779968,None,1,1,220.8279853779968,None,You did not win or lose anything!,0.1999999999999993,3,23,0.48000000000000004,60.71428571428571,0.3297354295894312,"[1, 1]",50.0,21,3,,0.34004127301159315,039,Scanner,1,2019_Aug_22_0941,MID,3.1.5,23.995840081612837,
SmallPun,1500,0,28,28,28,,222.7687329039909,None,1500,224.77925181899627,None,None,224.77925181899627,None,1.52,29,226.2866151950002,None,1,1,226.2866151950002,None,You did not lose $0.20!,0.1999999999999993,5,24,0.43000000000000005,62.06896551724138,0.33126666761220097,[],100.0,24,3,Adjusting RT...,0.3572977139992872,039,Scanner,1,2019_Aug_22_0941,MID,3.1.5,23.995840081612837,
SmallPun,2000,0,29,29,29,,228.22749543198734,None,2000,230.2456205359922,None,None,230.2456205359922,None,1.5699999999999998,30,232.24588370899437,None,1,1,232.24588370899437,None,You did not lose $0.20!,0.1999999999999993,5,25,0.43000000000000005,63.33333333333333,0.32936553368544036,[1],100.0,24,3,,0.2951451230037492,039,Scanner,1,2019_Aug_22_0941,MID,3.1.5,23.995840081612837,
LgReward,1500,0,30,30,30,,234.18626461298845,None,1500,236.19656782998936,None,None,236.19656782998936,None,1.5699999999999998,31,237.71625872599543,None,None,0,237.71625872599543,None,You did not win $5.00!,0.1999999999999993,1,26,0.43000000000000005,61.29032258064516,0.32936553368544036,"[1, 0]",100.0,24,3,,,039,Scanner,1,2019_Aug_22_0941,MID,3.1.5,23.995840081612837,
SmallReward,2500,0,31,31,31,,239.64683075799257,None,2500,241.66372400699765,None,None,241.66372400699765,None,1.5699999999999998,32,244.1806913779874,None,None,0,244.1806913779874,None,You did not win $0.20!,0.1999999999999993,2,27,0.41000000000000003,59.375,0.32936553368544036,[],66.66666666666666,27,3,Adjusting RT...,,039,Scanner,1,2019_Aug_22_0941,MID,3.1.5,23.995840081612837,
Triangle,1500,0,32,32,32,,246.10330735899333,None,1500,248.11509815999307,None,None,248.11509815999307,None,1.5899999999999999,33,249.6209552999935,None,None,0,249.6209552999935,None,You did not win or lose anything!,0.1999999999999993,3,27,0.41000000000000003,57.57575757575758,0.32936553368544036,[],66.66666666666666,27,3,,,039,Scanner,1,2019_Aug_22_0941,MID,3.1.5,23.995840081612837,
SmallReward,1500,0,33,33,33,,251.60378415799642,None,1500,253.6092894399917,None,None,253.6092894399917,None,1.5899999999999999,34,255.13321657999768,None,None,0,255.13321657999768,None,You did not win $0.20!,0.1999999999999993,2,28,0.41000000000000003,55.88235294117647,0.32936553368544036,[0],66.66666666666666,27,3,,,039,Scanner,1,2019_Aug_22_0941,MID,3.1.5,23.995840081612837,
LgReward,2000,0,34,34,34,,257.10487218698836,None,2000,259.10941013199044,None,None,259.10941013199044,None,1.5899999999999999,35,261.1371609669877,None,None,0,261.1371609669877,None,You did not win $5.00!,0.1999999999999993,1,29,0.41000000000000003,54.285714285714285,0.32936553368544036,"[0, 0]",66.66666666666666,27,3,,,039,Scanner,1,2019_Aug_22_0941,MID,3.1.5,23.995840081612837,
Triangle,1500,0,35,35,35,,263.10460356499243,None,1500,265.1172112279892,None,None,265.1172112279892,None,1.5899999999999999,36,266.626070059996,None,None,0,266.626070059996,None,You did not win or lose anything!,0.1999999999999993,3,29,0.41000000000000003,52.77777777777778,0.32936553368544036,"[0, 0]",66.66666666666666,27,3,,,039,Scanner,1,2019_Aug_22_0941,MID,3.1.5,23.995840081612837,
LgPun,4000,0,36,36,36,,268.6042903630005,None,4000,270.6186202849931,None,None,270.6186202849931,None,1.5899999999999999,37,274.622890514991,None,None,0,274.622890514991,None,You lost $5.00!,-4.800000000000001,4,30,0.46,51.35135135135135,0.32936553368544036,[],16.666666666666664,30,3,Adjusting RT...,,039,Scanner,1,2019_Aug_22_0941,MID,3.1.5,23.995840081612837,
Triangle,1500,0,37,37,37,,276.60443845299596,None,1500,278.619031780996,None,None,278.619031780996,None,1.54,38,280.1236954229971,None,None,0,280.1236954229971,None,You did not win or lose anything!,-4.800000000000001,3,30,0.46,50.0,0.32936553368544036,[],16.666666666666664,30,3,,,039,Scanner,1,2019_Aug_22_0941,MID,3.1.5,23.995840081612837,
Triangle,3000,0,38,38,38,,282.104346246997,None,3000,284.1202833349962,None,None,284.1202833349962,None,1.54,39,287.1244887189969,None,None,0,287.1244887189969,None,You did not win or lose anything!,-4.800000000000001,3,30,0.46,48.717948717948715,0.32936553368544036,[],16.666666666666664,30,3,,,039,Scanner,1,2019_Aug_22_0941,MID,3.1.5,23.995840081612837,
SmallPun,1500,0,39,39,39,,289.1044120489969,None,1500,291.1207638729975,None,None,291.1207638729975,None,1.54,40,292.6228224279912,None,1,1,292.6228224279912,None,You did not lose $0.20!,-4.800000000000001,5,31,0.46,50.0,0.32900713240160256,[1],16.666666666666664,30,3,,0.32219750800868496,039,Scanner,1,2019_Aug_22_0941,MID,3.1.5,23.995840081612837,
LgReward,3000,0,40,40,40,,294.60524403699674,None,3000,296.61056278699834,None,None,296.61056278699834,None,1.54,41,299.6384707289981,None,1,1,299.6384707289981,None,You won $5.00!,0.1999999999999993,1,32,0.46,51.21951219512195,0.32741142990597016,"[1, 1]",16.666666666666664,30,3,,0.2954973799933214,039,Scanner,1,2019_Aug_22_0941,MID,3.1.5,23.995840081612837,
LgPun,3500,0,41,41,41,,301.60590519999096,None,3500,303.6224691679963,None,None,303.6224691679963,None,1.54,42,307.1230677829881,None,1,1,307.1230677829881,None,You did not lose $5.00!,0.1999999999999993,4,33,0.48000000000000004,52.38095238095239,0.3271182899552514,[],50.0,33,3,Adjusting RT...,0.3209623509901576,039,Scanner,1,2019_Aug_22_0941,MID,3.1.5,23.995840081612837,
Triangle,2500,0,42,42,42,,309.10610894799174,None,2500,311.1228518989956,None,None,311.1228518989956,None,1.52,43,313.6239500699885,None,1,1,313.6239500699885,None,You did not win or lose anything!,0.1999999999999993,3,33,0.48000000000000004,53.48837209302325,0.32729024865282397,[],50.0,33,3,,0.33107333999942057,039,Scanner,1,2019_Aug_22_0941,MID,3.1.5,23.995840081612837,
SmallReward,1500,0,43,43,43,,315.56464387799497,None,1500,317.57470131599985,None,None,317.57470131599985,None,1.52,44,319.0947971469868,None,1,1,319.0947971469868,None,You won $0.20!,0.3999999999999993,2,34,0.48000000000000004,54.54545454545454,0.32578770941715146,[1],50.0,33,3,,0.2912293069966836,039,Scanner,1,2019_Aug_22_0941,MID,3.1.5,23.995840081612837,
LgPun,1500,0,44,44,44,,321.0224973709992,None,1500,323.04135256299924,None,None,323.04135256299924,None,1.52,45,324.54158825399645,None,1,1,324.54158825399645,None,You did not lose $5.00!,0.3999999999999993,4,35,0.48000000000000004,55.55555555555556,0.3258522572804941,"[1, 1]",50.0,33,3,,0.32740140600071754,039,Scanner,1,2019_Aug_22_0941,MID,3.1.5,23.995840081612837,
SmallReward,4000,0,45,45,45,,326.48090171199874,None,4000,328.49215943799936,None,None,328.49215943799936,None,1.52,46,332.5106048969901,None,1,1,332.5106048969901,None,You won $0.20!,0.5999999999999993,2,36,0.43000000000000005,56.52173913043478,0.3256048815388707,[],100.0,36,3,Adjusting RT...,0.31942048799828626,039,Scanner,1,2019_Aug_22_0941,MID,3.1.5,23.995840081612837,
SmallPun,3500,0,46,46,46,,334.4411051609932,None,3500,336.4596613039903,None,None,336.4596613039903,None,1.5699999999999998,47,339.96016652398976,None,None,0,339.96016652398976,None,You lost $0.20!,0.3999999999999993,5,37,0.43000000000000005,55.319148936170215,0.3256048815388707,[0],100.0,36,3,,,039,Scanner,1,2019_Aug_22_0941,MID,3.1.5,23.995840081612837,
SmallPun,3000,0,47,47,47,,341.8993380519969,None,3000,343.9113630219945,None,None,343.9113630219945,None,1.5699999999999998,48,346.9174443739903,None,1,1,346.9174443739903,None,You did not lose $0.20!,0.3999999999999993,5,38,0.43000000000000005,56.25,0.32430776818579976,"[0, 1]",100.0,36,3,,0.29058282100595534,039,Scanner,1,2019_Aug_22_0941,MID,3.1.5,23.995840081612837,
LgReward,1500,0,48,48,48,,348.85793870799534,None,1500,350.8660996809922,None,None,350.8660996809922,None,1.5699999999999998,49,352.3857290499873,None,None,0,352.3857290499873,None,You did not win $5.00!,0.3999999999999993,1,39,0.41000000000000003,55.10204081632652,0.32430776818579976,[],66.66666666666666,39,3,Adjusting RT...,,039,Scanner,1,2019_Aug_22_0941,MID,3.1.5,23.995840081612837,
SmallReward,2000,0,49,49,49,,354.31875922299514,None,2000,356.32952561999264,None,None,356.32952561999264,None,1.5899999999999999,50,358.3469382629992,None,1,1,358.3469382629992,None,You won $0.20!,0.5999999999999993,2,40,0.41000000000000003,56.00000000000001,0.32354990014365675,[1],66.66666666666666,39,3,,0.30308746300579514,039,Scanner,1,2019_Aug_22_0941,MID,3.1.5,23.995840081612837,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,039,Scanner,1,2019_Aug_22_0941,MID,3.1.5,23.995840081612837,
