Condition,FixationDur,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,TrialOrder,cueImage.started,cueImage.stopped,FixationDur,fixation.started,fixation.stopped,fixationResp.keys,fixationResp.started,fixationResp.stopped,feedbackDur,Trial counter,Target.started,Target.stopped,probeResp.keys,probeResp.corr,probeResp.started,probeResp.stopped,msg,TrackEarnings,TrialType,NonNeutralTrialsNum,probeDur,percentacc_total,meanrt,UserAcc,Acc,AdjTrial,AdjTrialInc,feedback_resp.keys,feedback_resp.rt,OverallRT,AdjRTmsg,probeResp.rt,fixationResp.rt,participant,prac_or_scan,run,date,expName,psychopyVersion,frameRate,
Triangle,3500,0,10,10,10,,87.02709485500236,None,3500,89.06011350599874,None,None,89.06011350599874,None,1.6400000000000001,11,92.59382871400157,None,1,1,92.59382871400157,None,You did not win or lose anything!,-9.600000000000001,3,7,0.35999999999999993,45.45454545454545,0.206286854002974,[1],33.33333333333333,6,3,None,,0.28045442298753187,,0.28045442298753187,,014,Scanner,1,2019_Sep_08_1506,MID,3.1.5,60.100158593492104,
SmallReward,4000,0,11,11,11,,94.64332974900026,None,4000,96.67781645299692,None,None,96.67781645299692,None,1.6400000000000001,12,100.72800504601037,None,1,1,100.72800504601037,None,You won $0.20!,-9.400000000000002,2,8,0.35999999999999993,50.0,0.21177296766836662,"[1, 1]",33.33333333333333,6,3,None,,0.23920353599532973,,0.23920353599532973,,014,Scanner,1,2019_Sep_08_1506,MID,3.1.5,60.100158593492104,
SmallPun,4000,0,12,12,12,,102.76150355199934,None,4000,104.79456977700465,None,None,104.79456977700465,None,1.6400000000000001,13,108.82845654900302,None,1,1,108.82845654900302,None,You did not lose $0.20!,-9.400000000000002,5,9,0.32999999999999996,53.84615384615385,0.21462881314385282,[],83.33333333333333,9,3,None,,0.2317638859967701,Adjusting RT...,0.2317638859967701,,014,Scanner,1,2019_Sep_08_1506,MID,3.1.5,60.100158593492104,
SmallReward,1500,0,13,13,13,,110.89544105999812,None,1500,112.9283609240083,None,None,112.9283609240083,None,1.67,14,114.47883592901053,None,None,0,114.47883592901053,None,You did not win $0.20!,-9.400000000000002,2,10,0.32999999999999996,50.0,0.21462881314385282,[0],83.33333333333333,9,3,1,0.08053516199288424,0.4105351619928842,,,,014,Scanner,1,2019_Sep_08_1506,MID,3.1.5,60.100158593492104,
Triangle,1500,0,14,14,14,,116.5120012670086,None,1500,118.54559257799701,None,None,118.54559257799701,None,1.67,15,120.0790338020015,None,1,1,120.0790338020015,None,You did not win or lose anything!,-9.400000000000002,3,10,0.32999999999999996,53.333333333333336,0.2245877771274536,[0],83.33333333333333,9,3,None,,0.2943005250126589,,0.2943005250126589,,014,Scanner,1,2019_Sep_08_1506,MID,3.1.5,60.100158593492104,
LgPun,1500,0,15,15,15,,122.12841045300593,None,1500,124.16298974200618,None,None,124.16298974200618,None,1.67,16,125.69634136901004,None,1,1,125.69634136901004,None,You did not lose $5.00!,-9.400000000000002,4,11,0.32999999999999996,56.25,0.23285375555699123,"[0, 1]",83.33333333333333,9,3,None,,0.29898158299329225,,0.29898158299329225,,014,Scanner,1,2019_Sep_08_1506,MID,3.1.5,60.100158593492104,
SmallPun,2000,0,16,16,16,,127.74592269799905,None,2000,129.78024073199776,None,None,129.78024073199776,None,1.67,17,131.81344855100906,None,1,1,131.81344855100906,None,You did not lose $0.20!,-9.400000000000002,5,12,0.29999999999999993,58.82352941176471,0.23655632820155006,[],83.33333333333333,12,3,None,,0.2698794820025796,Adjusting RT...,0.2698794820025796,,014,Scanner,1,2019_Sep_08_1506,MID,3.1.5,60.100158593492104,
SmallReward,3000,0,17,17,17,,133.84672026900807,None,3000,135.88028550500167,None,None,135.88028550500167,None,1.7000000000000002,18,138.93034495400207,None,1,1,138.93034495400207,None,You won $0.20!,-9.200000000000003,2,13,0.29999999999999993,61.111111111111114,0.2393182358196513,[1],83.33333333333333,12,3,None,,0.26693731200066395,,0.26693731200066395,,014,Scanner,1,2019_Sep_08_1506,MID,3.1.5,60.100158593492104,
LgPun,3500,0,18,18,18,,140.96400338900276,None,3500,142.99708729900885,None,None,142.99708729900885,None,1.7000000000000002,19,146.5309407980094,None,1,1,146.5309407980094,None,You did not lose $5.00!,-9.200000000000003,4,14,0.29999999999999993,63.1578947368421,0.24065734733449062,"[1, 1]",83.33333333333333,12,3,None,,0.25538757399772294,,0.25538757399772294,,014,Scanner,1,2019_Sep_08_1506,MID,3.1.5,60.100158593492104,
Triangle,1500,0,19,19,19,,148.56328682899766,None,1500,150.598246723006,None,None,150.598246723006,None,1.7000000000000002,20,152.13124524100567,None,None,0,152.13124524100567,None,You did not win or lose anything!,-9.200000000000003,3,14,0.29999999999999993,60.0,0.24065734733449062,"[1, 1]",83.33333333333333,12,3,1,0.17823155299993232,0.47823155299993225,,,,014,Scanner,1,2019_Sep_08_1506,MID,3.1.5,60.100158593492104,
LgPun,1500,0,20,20,20,,154.16472412701114,None,1500,156.19866320899746,None,None,156.19866320899746,None,1.7000000000000002,21,157.7312206159986,None,None,0,157.7312206159986,None,You lost $5.00!,-14.200000000000003,4,15,0.2799999999999999,57.14285714285714,0.24065734733449062,[],66.66666666666666,15,3,1,0.11407067900290713,0.39407067900290704,Adjusting RT...,,,014,Scanner,1,2019_Sep_08_1506,MID,3.1.5,60.100158593492104,
SmallPun,3500,0,21,21,21,,159.7650595820014,None,3500,161.7987452360103,None,None,161.7987452360103,None,1.7200000000000002,22,165.33153283900174,None,1,1,165.33153283900174,None,You did not lose $0.20!,-14.200000000000003,5,16,0.2799999999999999,59.09090909090909,0.24127516246293312,[1],66.66666666666666,15,3,None,,0.24868894400424324,,0.24868894400424324,,014,Scanner,1,2019_Sep_08_1506,MID,3.1.5,60.100158593492104,
SmallReward,1500,0,22,22,22,,167.38931016800052,None,1500,169.43273753400717,None,None,169.43273753400717,None,1.7200000000000002,23,170.9720429900044,None,None,0,170.9720429900044,None,You did not win $0.20!,-14.200000000000003,2,17,0.2799999999999999,56.52173913043478,0.24127516246293312,"[1, 0]",66.66666666666666,15,3,1,0.010530084007768892,0.2905300840077688,,,,014,Scanner,1,2019_Sep_08_1506,MID,3.1.5,60.100158593492104,
SmallPun,2500,0,23,23,23,,173.03214220399968,None,2500,175.06614010900375,None,None,175.06614010900375,None,1.7200000000000002,24,177.59928644800675,None,None,0,177.59928644800675,None,You lost $0.20!,-14.400000000000002,5,18,0.29999999999999993,54.166666666666664,0.24127516246293312,[],49.99999999999999,18,3,1,0.011494461999973282,0.3114944619999732,Adjusting RT...,,,014,Scanner,1,2019_Sep_08_1506,MID,3.1.5,60.100158593492104,
SmallPun,1500,0,24,24,24,,179.65023144400038,None,1500,181.67336750900722,None,None,181.67336750900722,None,1.7000000000000002,25,183.21635005201097,None,None,0,183.21635005201097,None,You lost $0.20!,-14.600000000000001,5,19,0.29999999999999993,52.0,0.24127516246293312,[0],49.99999999999999,18,3,1,-0.002170122999814339,0.2978298770001856,,,,014,Scanner,1,2019_Sep_08_1506,MID,3.1.5,60.100158593492104,
LgPun,2500,0,25,25,25,,185.2501097630011,None,2500,187.27391122600238,None,None,187.27391122600238,None,1.7000000000000002,26,189.8171360139968,None,None,0,189.8171360139968,None,You lost $5.00!,-19.6,4,20,0.29999999999999993,50.0,0.24127516246293312,"[0, 0]",49.99999999999999,18,3,1,-0.002950726993731223,0.2970492730062687,,,,014,Scanner,1,2019_Sep_08_1506,MID,3.1.5,60.100158593492104,
SmallReward,1500,0,26,26,26,,191.86750313000812,None,1500,193.8914849920111,None,None,193.8914849920111,None,1.7000000000000002,27,195.44110619300045,None,None,0,195.44110619300045,None,You did not win $0.20!,-19.6,2,21,0.3499999999999999,48.148148148148145,0.24127516246293312,[],16.666666666666664,21,3,None,,0.2970492730062687,Adjusting RT...,,,014,Scanner,1,2019_Sep_08_1506,MID,3.1.5,60.100158593492104,
LgReward,1500,0,27,27,27,,197.49239041699911,None,1500,199.52528516900202,None,None,199.52528516900202,None,1.6500000000000001,28,201.07694959800574,None,1,1,201.07694959800574,None,You won $5.00!,-14.600000000000001,1,22,0.3499999999999999,50.0,0.24342722442919953,[1],16.666666666666664,21,3,None,,0.2714040299906628,,0.2714040299906628,,014,Scanner,1,2019_Sep_08_1506,MID,3.1.5,60.100158593492104,
LgReward,2500,0,28,28,28,,203.1259753260092,None,2500,205.1587884150067,None,None,205.1587884150067,None,1.6500000000000001,29,207.71825297099713,None,1,1,207.71825297099713,None,You won $5.00!,-9.600000000000001,1,23,0.3499999999999999,51.724137931034484,0.24447202066755078,"[1, 1]",16.666666666666664,21,3,None,,0.2590991680044681,,0.2590991680044681,,014,Scanner,1,2019_Sep_08_1506,MID,3.1.5,60.100158593492104,
SmallPun,2000,0,29,29,29,,209.75171619199682,None,2000,211.77718356900732,None,None,211.77718356900732,None,1.6500000000000001,30,213.81857616599882,None,None,0,213.81857616599882,None,You lost $0.20!,-9.8,5,24,0.3899999999999999,50.0,0.24447202066755078,[],33.33333333333333,24,3,1,0.004351779003627598,0.3943517790036275,Adjusting RT...,,,014,Scanner,1,2019_Sep_08_1506,MID,3.1.5,60.100158593492104,
SmallReward,1500,0,30,30,30,,215.8615522330074,None,1500,217.89465912000742,None,None,217.89465912000742,None,1.61,31,219.44424111300032,None,1,1,219.44424111300032,None,You won $0.20!,-9.600000000000001,2,25,0.3899999999999999,51.61290322580645,0.2463785290638043,[1],33.33333333333333,24,3,None,,0.2749761550076073,,0.2749761550076073,,014,Scanner,1,2019_Sep_08_1506,MID,3.1.5,60.100158593492104,
SmallPun,1500,0,31,31,31,,221.48591137499898,None,1500,223.5120124110108,None,None,223.5120124110108,None,1.61,32,225.05268425001123,None,1,1,225.05268425001123,None,You did not lose $0.20!,-9.600000000000001,5,26,0.3899999999999999,53.125,0.2483398589418571,"[1, 1]",33.33333333333333,24,3,None,,0.2797211369907018,,0.2797211369907018,,014,Scanner,1,2019_Sep_08_1506,MID,3.1.5,60.100158593492104,
Triangle,2500,0,32,32,32,,227.08605408100993,None,2500,229.11272400400776,None,None,229.11272400400776,None,1.61,33,231.65308827901026,None,1,1,231.65308827901026,None,You did not win or lose anything!,-9.600000000000001,3,26,0.3899999999999999,54.54545454545454,0.24966782050048802,"[1, 1]",33.33333333333333,24,3,None,,0.27224316699721385,,0.27224316699721385,,014,Scanner,1,2019_Sep_08_1506,MID,3.1.5,60.100158593492104,
LgReward,1500,0,33,33,33,,233.69671361699875,None,1500,235.72948226700828,None,None,235.72948226700828,None,1.61,34,237.28690060600638,None,1,1,237.28690060600638,None,You won $5.00!,-4.600000000000001,1,27,0.3599999999999999,55.88235294117647,0.2529196771057813,[],83.33333333333333,27,3,None,,0.31145309600105975,Adjusting RT...,0.31145309600105975,,014,Scanner,1,2019_Sep_08_1506,MID,3.1.5,60.100158593492104,
LgPun,2000,0,34,34,34,,239.3199968590052,None,2000,241.34750519201043,None,1,241.34750519201043,None,1.6400000000000001,35,243.38202930999978,None,1,1,243.38202930999978,None,You did not lose $5.00!,-4.600000000000001,4,28,0.3599999999999999,57.14285714285714,0.2555839191503765,[1],83.33333333333333,27,3,None,,0.3062045179976849,,0.3062045179976849,0.4557175520021701,014,Scanner,1,2019_Sep_08_1506,MID,3.1.5,60.100158593492104,
LgReward,3500,0,35,35,35,,245.44826703700528,None,3500,247.48194751700794,None,None,247.48194751700794,None,1.6400000000000001,36,251.0322287510062,None,1,1,251.0322287510062,None,You won $5.00!,0.3999999999999986,1,29,0.3599999999999999,58.333333333333336,0.25575194209523033,"[1, 1]",83.33333333333333,27,3,None,,0.2591124009923078,,0.2591124009923078,,014,Scanner,1,2019_Sep_08_1506,MID,3.1.5,60.100158593492104,
LgPun,3000,0,36,36,36,,253.07117327000014,None,3000,255.09932105900953,None,None,255.09932105900953,None,1.6400000000000001,37,258.13277514401125,None,1,1,258.13277514401125,None,You did not lose $5.00!,0.3999999999999986,4,30,0.3099999999999999,59.45945945945946,0.25414763340879953,[],100.0,30,3,None,,0.2204571509937523,Adjusting RT...,0.2204571509937523,,014,Scanner,1,2019_Sep_08_1506,MID,3.1.5,60.100158593492104,
SmallReward,2000,0,37,37,37,,260.20015900699946,None,2000,262.2342148239986,None,None,262.2342148239986,None,1.6900000000000002,38,264.283792496004,None,1,1,264.283792496004,None,You won $0.20!,0.5999999999999985,2,31,0.3099999999999999,60.526315789473685,0.25490538495638326,[1],100.0,30,3,None,,0.27157591900322586,,0.27157591900322586,,014,Scanner,1,2019_Sep_08_1506,MID,3.1.5,60.100158593492104,
SmallPun,1500,0,38,38,38,,266.3213818180084,None,1500,268.35169147299894,None,None,268.35169147299894,None,1.6900000000000002,39,269.88464608100185,None,None,0,269.88464608100185,None,You lost $0.20!,0.3999999999999985,5,32,0.3099999999999999,58.97435897435898,0.25490538495638326,"[1, 0]",100.0,30,3,1,0.004959966987371445,0.31495996698737133,,,,014,Scanner,1,2019_Sep_08_1506,MID,3.1.5,60.100158593492104,
LgReward,4000,0,39,39,39,,271.93506137799704,None,4000,273.9682242359995,None,None,273.9682242359995,None,1.6900000000000002,40,278.0184250279999,None,1,1,278.0184250279999,None,You won $5.00!,5.399999999999999,1,33,0.2799999999999999,60.0,0.25444786845825246,[],83.33333333333333,33,3,None,,0.24392498900124338,Adjusting RT...,0.24392498900124338,,014,Scanner,1,2019_Sep_08_1506,MID,3.1.5,60.100158593492104,
Triangle,1500,0,40,40,40,,280.0687384220073,None,1500,282.10302814999886,None,None,282.10302814999886,None,1.7200000000000002,41,283.63604707100603,None,None,0,283.63604707100603,None,You did not win or lose anything!,5.399999999999999,3,33,0.2799999999999999,58.536585365853654,0.25444786845825246,[],83.33333333333333,33,3,1,0.019497578003210947,0.29949757800321086,,,,014,Scanner,1,2019_Sep_08_1506,MID,3.1.5,60.100158593492104,
LgReward,2000,0,41,41,41,,285.7035258469987,None,2000,287.7206905310013,None,None,287.7206905310013,None,1.7200000000000002,42,289.7701742400095,None,None,0,289.7701742400095,None,You did not win $5.00!,5.399999999999999,1,34,0.2799999999999999,57.14285714285714,0.25444786845825246,[0],83.33333333333333,33,3,1,0.014239505006116815,0.29423950500611673,,,,014,Scanner,1,2019_Sep_08_1506,MID,3.1.5,60.100158593492104,
SmallPun,3000,0,42,42,42,,291.80663986800937,None,3000,293.83750683000835,None,None,293.83750683000835,None,1.7200000000000002,43,296.87064719499904,None,None,0,296.87064719499904,None,You lost $0.20!,5.199999999999998,5,35,0.2799999999999999,55.81395348837209,0.25444786845825246,"[0, 0]",83.33333333333333,33,3,1,0.13269068200315814,0.41269068200315806,,,,014,Scanner,1,2019_Sep_08_1506,MID,3.1.5,60.100158593492104,
Triangle,1500,0,43,43,43,,298.90745667200827,None,1500,300.9391110740107,None,None,300.9391110740107,None,1.7200000000000002,44,302.47181723700487,None,None,0,302.47181723700487,None,You did not win or lose anything!,5.199999999999998,3,35,0.2799999999999999,54.54545454545454,0.25444786845825246,"[0, 0]",83.33333333333333,33,3,1,0.01376600500952918,0.2937660050095291,,,,014,Scanner,1,2019_Sep_08_1506,MID,3.1.5,60.100158593492104,
SmallPun,1500,0,44,44,44,,304.52468247999786,None,1500,306.5561373899982,None,None,306.5561373899982,None,1.7200000000000002,45,308.08891637400666,None,None,0,308.08891637400666,None,You lost $0.20!,4.999999999999998,5,36,0.3199999999999999,53.333333333333336,0.25444786845825246,[],33.33333333333333,36,3,1,-0.0013549519935622811,0.3186450480064376,Adjusting RT...,,,014,Scanner,1,2019_Sep_08_1506,MID,3.1.5,60.100158593492104,
LgPun,4000,0,45,45,45,,310.14141991900397,None,4000,312.1738441930065,None,None,312.1738441930065,None,1.6800000000000002,46,316.20702176600753,None,1,1,316.20702176600753,None,You did not lose $5.00!,4.999999999999998,4,37,0.3199999999999999,54.347826086956516,0.2553624193998985,[1],33.33333333333333,36,3,None,,0.27731164199940395,,0.27731164199940395,,014,Scanner,1,2019_Sep_08_1506,MID,3.1.5,60.100158593492104,
Triangle,2000,0,46,46,46,,318.24160852099885,None,2000,320.2745218839991,None,None,320.2745218839991,None,1.6800000000000002,47,322.307673850999,None,None,0,322.307673850999,None,You did not win or lose anything!,4.999999999999998,3,37,0.3199999999999999,53.191489361702125,0.2553624193998985,[1],33.33333333333333,36,3,1,0.011711116007063538,0.33171111600706343,,,,014,Scanner,1,2019_Sep_08_1506,MID,3.1.5,60.100158593492104,
LgReward,3000,0,47,47,47,,324.3579944390076,None,3000,326.39240929500374,None,None,326.39240929500374,None,1.6800000000000002,48,329.44250851799734,None,1,1,329.44250851799734,None,You won $5.00!,9.999999999999998,1,38,0.3199999999999999,54.166666666666664,0.2551499874232552,"[1, 1]",33.33333333333333,36,3,None,,0.2498391880071722,,0.2498391880071722,,014,Scanner,1,2019_Sep_08_1506,MID,3.1.5,60.100158593492104,
LgReward,1500,0,48,48,48,,331.4927744209999,None,1500,333.52688814600697,None,None,333.52688814600697,None,1.6800000000000002,49,335.07603226399806,None,None,0,335.07603226399806,None,You did not win $5.00!,9.999999999999998,1,39,0.3599999999999999,53.06122448979592,0.2551499874232552,[],33.33333333333333,39,3,1,0.06792563199996948,0.42792563199996936,Adjusting RT...,,,014,Scanner,1,2019_Sep_08_1506,MID,3.1.5,60.100158593492104,
SmallReward,3500,0,49,49,49,,337.12650516300346,None,3500,339.1603907789977,None,None,339.1603907789977,None,1.6400000000000001,50,342.710326379005,None,None,0,342.710326379005,None,You did not win $0.20!,9.999999999999998,2,40,0.3599999999999999,52.0,0.2551499874232552,[0],33.33333333333333,39,3,1,0.021199907001573592,0.38119990700157347,,,,014,Scanner,1,2019_Sep_08_1506,MID,3.1.5,60.100158593492104,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,014,Scanner,1,2019_Sep_08_1506,MID,3.1.5,60.100158593492104,
