Condition,FixationDur,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,TrialOrder,cueImage.started,cueImage.stopped,FixationDur,fixation.started,fixation.stopped,fixationResp.keys,fixationResp.started,fixationResp.stopped,feedbackDur,Trial counter,Target.started,Target.stopped,probeResp.keys,probeResp.corr,probeResp.started,probeResp.stopped,msg,TrackEarnings,TrialType,NonNeutralTrialsNum,probeDur,percentacc_total,meanrt,UserAcc,Acc,AdjTrial,AdjTrialInc,feedback_resp.keys,OverallRT,probeResp.rt,AdjRTmsg,feedback_resp.rt,fixationResp.rt,participant,prac_or_scan,run,date,expName,psychopyVersion,frameRate,
SmallPun,3000,0,10,10,10,,99.25720287300646,None,3000,101.29079580400139,None,None,101.29079580400139,None,1.6600000000000001,11,104.32405495498097,None,1,1,104.32405495498097,None,You did not lose $0.20!,0.20000000000000018,5,8,0.33999999999999997,81.81818181818183,0.29046000088177,"[1, 1]",66.66666666666666,6,3,None,0.26846809301059693,0.26846809301059693,,,,020,Scanner,1,2019_Sep_02_1107,MID,3.1.5,60.02917405831147,
SmallReward,2000,0,11,11,11,,106.38012167700799,None,2000,108.42474310199032,None,None,108.42474310199032,None,1.6600000000000001,12,110.47499988198979,None,None,0,110.47499988198979,None,You did not win $0.20!,0.20000000000000018,2,9,0.31999999999999995,75.0,0.29046000088177,[],66.66666666666666,9,3,None,0.26846809301059693,,Adjusting RT...,,,020,Scanner,1,2019_Sep_02_1107,MID,3.1.5,60.02917405831147,
Triangle,4000,0,12,12,12,,112.50738738599466,None,4000,114.54232707200572,None,None,114.54232707200572,None,1.6800000000000002,13,118.57664887799183,None,None,0,118.57664887799183,None,You did not win or lose anything!,0.20000000000000018,3,9,0.31999999999999995,69.23076923076923,0.29046000088177,[],66.66666666666666,9,3,1,0.336473727999255,,,0.01647372799925506,,020,Scanner,1,2019_Sep_02_1107,MID,3.1.5,60.02917405831147,
LgReward,2000,0,13,13,13,,120.62510099000065,None,2000,122.6484889970161,None,None,122.6484889970161,None,1.6800000000000002,14,124.69967777101556,None,1,1,124.69967777101556,None,You won $5.00!,5.2,1,10,0.31999999999999995,71.42857142857143,0.2877115184965078,[1],66.66666666666666,9,3,None,0.26297517702914774,0.26297517702914774,,,,020,Scanner,1,2019_Sep_02_1107,MID,3.1.5,60.02917405831147,
LgReward,3000,0,14,14,14,,126.75110339099774,None,3000,128.78206408099504,None,None,128.78206408099504,None,1.6800000000000002,15,131.83326074201614,None,1,1,131.83326074201614,None,You won $5.00!,10.2,1,11,0.31999999999999995,73.33333333333333,0.2863180412730964,"[1, 1]",66.66666666666666,9,3,None,0.2723832690389827,0.2723832690389827,,,,020,Scanner,1,2019_Sep_02_1107,MID,3.1.5,60.02917405831147,
SmallPun,1500,0,15,15,15,,133.8758665189962,None,1500,135.90089365898166,None,None,135.90089365898166,None,1.6800000000000002,16,137.44300365797244,None,None,0,137.44300365797244,None,You lost $0.20!,10.0,5,12,0.29999999999999993,68.75,0.2863180412730964,[],66.66666666666666,12,3,None,0.2723832690389827,,Adjusting RT...,,,020,Scanner,1,2019_Sep_02_1107,MID,3.1.5,60.02917405831147,
SmallReward,1500,0,16,16,16,,139.4933643459808,None,1500,141.51754570001503,None,None,141.51754570001503,None,1.7000000000000002,17,143.07625529100187,None,None,0,143.07625529100187,None,You did not win $0.20!,10.0,2,13,0.29999999999999993,64.70588235294117,0.2863180412730964,[0],66.66666666666666,12,3,1,0.483114512998145,,,0.18311451299814507,,020,Scanner,1,2019_Sep_02_1107,MID,3.1.5,60.02917405831147,
LgReward,1500,0,17,17,17,,145.12649083096767,None,1500,147.1517619260121,None,None,147.1517619260121,None,1.7000000000000002,18,148.70213798701297,None,1,1,148.70213798701297,None,You won $5.00!,15.0,1,14,0.29999999999999993,66.66666666666666,0.28341804108640645,"[0, 1]",66.66666666666666,12,3,None,0.2515180390328169,0.2515180390328169,,,,020,Scanner,1,2019_Sep_02_1107,MID,3.1.5,60.02917405831147,
SmallPun,2000,0,18,18,18,,150.7439629069995,None,2000,152.77725031599402,None,None,152.77725031599402,None,1.7000000000000002,19,154.8100131310057,None,1,1,154.8100131310057,None,You did not lose $0.20!,15.0,5,15,0.2799999999999999,68.42105263157895,0.2800471974635282,[],66.66666666666666,15,3,None,0.239597073988989,0.239597073988989,Adjusting RT...,,,020,Scanner,1,2019_Sep_02_1107,MID,3.1.5,60.02917405831147,
SmallReward,1500,0,19,19,19,,156.8606913429685,None,1500,158.8863625919912,None,None,158.8863625919912,None,1.7200000000000002,20,160.43609894398833,None,None,0,160.43609894398833,None,You did not win $0.20!,15.0,2,16,0.2799999999999999,65.0,0.2800471974635282,[0],66.66666666666666,15,3,1,0.2846361730201169,,,0.004636173020116985,,020,Scanner,1,2019_Sep_02_1107,MID,3.1.5,60.02917405831147,
LgPun,1500,0,20,20,20,,162.49454853998031,None,1500,164.52088131097844,None,None,164.52088131097844,None,1.7200000000000002,21,166.06093050696654,None,1,1,166.06093050696654,None,You did not lose $5.00!,15.0,4,17,0.2799999999999999,66.66666666666666,0.27630958164393504,"[0, 1]",66.66666666666666,15,3,None,0.22772057598922402,0.22772057598922402,,,,020,Scanner,1,2019_Sep_02_1107,MID,3.1.5,60.02917405831147,
LgReward,3500,0,21,21,21,,168.12217241397593,None,3500,170.15489271999104,None,None,170.15489271999104,None,1.7200000000000002,22,173.70499057101551,None,1,1,173.70499057101551,None,You won $5.00!,20.0,1,18,0.2599999999999999,68.18181818181817,0.27279021226568145,[],66.66666666666666,18,3,None,0.22351904097013175,0.22351904097013175,Adjusting RT...,,,020,Scanner,1,2019_Sep_02_1107,MID,3.1.5,60.02917405831147,
LgPun,3500,0,22,22,22,,175.74557733896654,None,3500,177.7722218990093,None,None,177.7722218990093,None,1.7400000000000002,23,181.3075032819761,None,1,1,181.3075032819761,None,You did not lose $5.00!,20.0,4,19,0.2599999999999999,69.56521739130434,0.27043540775048314,[1],66.66666666666666,18,3,None,0.23511334002250805,0.23511334002250805,,,,020,Scanner,1,2019_Sep_02_1107,MID,3.1.5,60.02917405831147,
LgReward,1500,0,23,23,23,,183.37358605698682,None,1500,185.40661202999763,None,None,185.40661202999763,None,1.7400000000000002,24,186.9571794049698,None,None,0,186.9571794049698,None,You did not win $5.00!,20.0,1,20,0.2599999999999999,66.66666666666666,0.27043540775048314,"[1, 0]",66.66666666666666,18,3,1,0.25042195500805964,,,-0.00957804499194026,,020,Scanner,1,2019_Sep_02_1107,MID,3.1.5,60.02917405831147,
Triangle,2000,0,24,24,24,,188.99615729396464,None,2000,191.02445586799877,None,None,191.02445586799877,None,1.7400000000000002,25,193.05897777399514,None,None,0,193.05897777399514,None,You did not win or lose anything!,20.0,3,20,0.2599999999999999,64.0,0.27043540775048314,"[1, 0]",66.66666666666666,18,3,None,0.25042195500805964,,,,,020,Scanner,1,2019_Sep_02_1107,MID,3.1.5,60.02917405831147,
Triangle,2500,0,25,25,25,,195.11322507396108,None,2500,197.1411607589689,None,None,197.1411607589689,None,1.7400000000000002,26,199.67578516097274,None,None,0,199.67578516097274,None,You did not win or lose anything!,20.0,3,20,0.2599999999999999,61.53846153846154,0.27043540775048314,"[1, 0]",66.66666666666666,18,3,None,0.25042195500805964,,,,,020,Scanner,1,2019_Sep_02_1107,MID,3.1.5,60.02917405831147,
SmallPun,2500,0,26,26,26,,201.7140106119914,None,2500,203.7422136759851,None,None,203.7422136759851,None,1.7400000000000002,27,206.27648454596056,None,1,1,206.27648454596056,None,You did not lose $0.20!,20.0,5,21,0.2399999999999999,62.96296296296296,0.26318193287999536,[],66.66666666666666,21,3,None,0.14712633495219052,0.14712633495219052,Adjusting RT...,,,020,Scanner,1,2019_Sep_02_1107,MID,3.1.5,60.02917405831147,
SmallReward,1500,0,27,27,27,,208.34382857498713,None,1500,210.37643286096863,None,None,210.37643286096863,None,1.76,28,211.92695093801012,None,None,0,211.92695093801012,None,You did not win $0.20!,20.0,2,22,0.2399999999999999,60.71428571428571,0.26318193287999536,[0],66.66666666666666,21,3,1,0.3541836040187626,,,0.11418360401876271,,020,Scanner,1,2019_Sep_02_1107,MID,3.1.5,60.02917405831147,
LgPun,3000,0,28,28,28,,213.96444109699223,None,3000,215.99397729098564,None,None,215.99397729098564,None,1.76,29,219.0276799320127,None,None,0,219.0276799320127,None,You lost $5.00!,15.0,4,23,0.2399999999999999,58.620689655172406,0.26318193287999536,"[0, 0]",66.66666666666666,21,3,1,0.22971166595583772,,,-0.010288334044162184,,020,Scanner,1,2019_Sep_02_1107,MID,3.1.5,60.02917405831147,
LgReward,2000,0,29,29,29,,221.09455011296086,None,2000,223.12861284200335,None,None,223.12861284200335,None,1.76,30,225.1782196930144,None,None,0,225.1782196930144,None,You did not win $5.00!,15.0,1,24,0.2799999999999999,56.666666666666664,0.26318193287999536,[],33.33333333333333,24,3,None,0.22971166595583772,,Adjusting RT...,,,020,Scanner,1,2019_Sep_02_1107,MID,3.1.5,60.02917405831147,
SmallReward,1500,0,30,30,30,,227.24546585796634,None,1500,229.2632698880043,None,None,229.2632698880043,None,1.7200000000000002,31,230.81664142000955,None,1,1,230.81664142000955,None,You won $0.20!,15.2,2,25,0.2799999999999999,58.06451612903226,0.26189502433084677,[1],33.33333333333333,24,3,None,0.24001757899532095,0.24001757899532095,,,,020,Scanner,1,2019_Sep_02_1107,MID,3.1.5,60.02917405831147,
LgReward,4000,0,31,31,31,,232.8621320480015,None,4000,234.89688141597435,None,None,234.89688141597435,None,1.7200000000000002,32,238.92968066799222,None,1,1,238.92968066799222,None,You won $5.00!,20.2,1,26,0.2799999999999999,59.375,0.2611099863669982,"[1, 1]",33.33333333333333,24,3,None,0.2469793030177243,0.2469793030177243,,,,020,Scanner,1,2019_Sep_02_1107,MID,3.1.5,60.02917405831147,
LgPun,1500,0,32,32,32,,240.96692036197055,None,1500,242.99765217798995,None,None,242.99765217798995,None,1.7200000000000002,33,244.53031212597853,None,None,0,244.53031212597853,None,You lost $5.00!,15.2,4,27,0.3199999999999999,57.57575757575758,0.2611099863669982,[],33.33333333333333,27,3,1,0.3214121670392341,,Adjusting RT...,0.0014121670392341912,,020,Scanner,1,2019_Sep_02_1107,MID,3.1.5,60.02917405831147,
LgPun,4000,0,33,33,33,,246.56690237799194,None,4000,248.59833110199543,None,1,248.59833110199543,None,1.6800000000000002,34,252.63206404697848,None,None,0,252.63206404697848,None,You lost $5.00!,10.2,4,28,0.3199999999999999,55.88235294117647,0.2611099863669982,[0],33.33333333333333,27,3,1,0.41350476996041824,,,0.09350476996041834,3.948250194953289,020,Scanner,1,2019_Sep_02_1107,MID,3.1.5,60.02917405831147,
SmallPun,1500,0,34,34,34,,254.6673965129885,None,1500,256.69996745401295,None,None,256.69996745401295,None,1.6800000000000002,35,258.23290914698737,None,None,0,258.23290914698737,None,You lost $0.20!,10.0,5,29,0.3199999999999999,54.285714285714285,0.2611099863669982,"[0, 0]",33.33333333333333,27,3,1,0.3138498699921182,,,-0.006150130007881671,,020,Scanner,1,2019_Sep_02_1107,MID,3.1.5,60.02917405831147,
LgPun,2000,0,35,35,35,,260.2676620139973,None,2000,262.30041187396273,None,None,262.30041187396273,None,1.6800000000000002,36,264.3332611370133,None,1,1,264.3332611370133,None,You did not lose $5.00!,10.0,4,30,0.3399999999999999,55.55555555555556,0.2585228573472705,[],49.99999999999999,30,3,None,0.20936740597244352,0.20936740597244352,Adjusting RT...,,,020,Scanner,1,2019_Sep_02_1107,MID,3.1.5,60.02917405831147,
Triangle,3000,0,36,36,36,,266.3671052099671,None,3000,268.4008933189907,None,None,268.4008933189907,None,1.6600000000000001,37,271.4343683589832,None,1,1,271.4343683589832,None,You did not win or lose anything!,10.0,3,30,0.3399999999999999,56.75675675675676,0.2580358439978833,[],49.99999999999999,30,3,None,0.24829557701013982,0.24829557701013982,,,,020,Scanner,1,2019_Sep_02_1107,MID,3.1.5,60.02917405831147,
Triangle,1500,0,37,37,37,,273.46857171400916,None,1500,275.501544669969,None,None,275.501544669969,None,1.6600000000000001,38,277.0352175029693,None,None,0,277.0352175029693,None,You did not win or lose anything!,10.0,3,30,0.3399999999999999,55.26315789473685,0.2580358439978833,[],49.99999999999999,30,3,1,0.33363774596713475,,,-0.006362254032865167,,020,Scanner,1,2019_Sep_02_1107,MID,3.1.5,60.02917405831147,
SmallReward,2500,0,38,38,38,,279.10202541499166,None,2500,281.136142325995,None,None,281.136142325995,None,1.6600000000000001,39,283.68628045200603,None,None,0,283.68628045200603,None,You did not win $0.20!,10.0,2,31,0.3399999999999999,53.84615384615385,0.2580358439978833,[0],49.99999999999999,30,3,None,0.33363774596713475,,,,,020,Scanner,1,2019_Sep_02_1107,MID,3.1.5,60.02917405831147,
Triangle,1500,0,39,39,39,,285.7193938900018,None,1500,287.7534717579838,None,None,287.7534717579838,None,1.6600000000000001,40,289.2863614789676,None,1,1,289.2863614789676,None,You did not win or lose anything!,10.0,3,31,0.3399999999999999,55.00000000000001,0.2588642048596574,[0],49.99999999999999,30,3,None,0.2762597829569131,0.2762597829569131,,,,020,Scanner,1,2019_Sep_02_1107,MID,3.1.5,60.02917405831147,
Triangle,3500,0,40,40,40,,291.3197899259976,None,3500,293.3531594449887,None,None,293.3531594449887,None,1.6600000000000001,41,296.8858449959662,None,None,0,296.8858449959662,None,You did not win or lose anything!,10.0,3,31,0.3399999999999999,53.65853658536586,0.2588642048596574,[0],49.99999999999999,30,3,1,0.38645537200849495,,,0.04645537200849503,,020,Scanner,1,2019_Sep_02_1107,MID,3.1.5,60.02917405831147,
LgPun,1500,0,41,41,41,,298.92017250700155,None,1500,300.9536279430031,None,None,300.9536279430031,None,1.6600000000000001,42,302.4868502219906,None,None,0,302.4868502219906,None,You lost $5.00!,5.0,4,32,0.3399999999999999,52.38095238095239,0.2588642048596574,"[0, 0]",49.99999999999999,30,3,1,0.34206348404753945,,,0.002063484047539532,,020,Scanner,1,2019_Sep_02_1107,MID,3.1.5,60.02917405831147,
SmallPun,3500,0,42,42,42,,304.52076228300575,None,3500,306.55413909297204,None,None,306.55413909297204,None,1.6600000000000001,43,310.08702991501195,None,1,1,310.08702991501195,None,You did not lose $0.20!,5.0,5,33,0.3799999999999999,53.48837209302325,0.2597660313451501,[],33.33333333333333,33,3,None,0.2796062140259892,0.2796062140259892,Adjusting RT...,,,020,Scanner,1,2019_Sep_02_1107,MID,3.1.5,60.02917405831147,
LgReward,1500,0,43,43,43,,312.1379755620146,None,1500,314.171163883002,None,None,314.171163883002,None,1.62,44,315.7215879759751,None,1,1,315.7215879759751,None,You won $5.00!,10.0,1,34,0.3799999999999999,54.54545454545454,0.26081489753899706,[1],33.33333333333333,33,3,None,0.2849388199974783,0.2849388199974783,,,,020,Scanner,1,2019_Sep_02_1107,MID,3.1.5,60.02917405831147,
SmallReward,2000,0,44,44,44,,317.78817476599943,None,2000,319.82208721601637,None,None,319.82208721601637,None,1.62,45,321.87109888298437,None,1,1,321.87109888298437,None,You won $0.20!,10.2,2,35,0.3799999999999999,55.55555555555556,0.2625645364378579,"[1, 1]",33.33333333333333,33,3,None,0.30455587001051754,0.30455587001051754,,,,020,Scanner,1,2019_Sep_02_1107,MID,3.1.5,60.02917405831147,
LgPun,2000,0,45,45,45,,323.9051917549805,None,2000,325.9389671359677,None,None,325.9389671359677,None,1.62,46,327.97194844996557,None,1,1,327.97194844996557,None,You did not lose $5.00!,10.2,4,36,0.3599999999999999,56.52173913043478,0.2646034563054295,[],66.66666666666666,36,3,None,0.31557645299471915,0.31557645299471915,Adjusting RT...,,,020,Scanner,1,2019_Sep_02_1107,MID,3.1.5,60.02917405831147,
SmallReward,3500,0,46,46,46,,330.03891555796145,None,3500,332.0731759899645,None,1,332.0731759899645,None,1.6400000000000001,47,335.6222376889782,None,1,1,335.6222376889782,None,You won $0.20!,10.399999999999999,2,37,0.3599999999999999,57.446808510638306,0.2650772200367,[1],66.66666666666666,36,3,None,0.2773950770497322,0.2773950770497322,,,0.45946348103461787,020,Scanner,1,2019_Sep_02_1107,MID,3.1.5,60.02917405831147,
SmallPun,2000,0,47,47,47,,337.65584744600346,None,2000,339.6901650549844,None,None,339.6901650549844,None,1.6400000000000001,48,341.7230702509987,None,None,0,341.7230702509987,None,You lost $0.20!,10.2,5,38,0.3599999999999999,56.25,0.2650772200367,"[1, 0]",66.66666666666666,36,3,1,0.36185356399742874,,,0.0018535639974288642,,020,Scanner,1,2019_Sep_02_1107,MID,3.1.5,60.02917405831147,
LgReward,1500,0,48,48,48,,343.78942777897464,None,1500,345.8229413880035,None,None,345.8229413880035,None,1.6400000000000001,49,347.37363043799996,None,1,1,347.37363043799996,None,You won $5.00!,15.2,1,39,0.32999999999999985,57.14285714285714,0.26732023314148784,[],83.33333333333333,39,3,None,0.3278815869707614,0.3278815869707614,Adjusting RT...,,,020,Scanner,1,2019_Sep_02_1107,MID,3.1.5,60.02917405831147,
SmallPun,4000,0,49,49,49,,349.4064572019852,None,4000,351.44106207299046,None,None,351.44106207299046,None,1.6700000000000002,50,355.4738927229773,None,None,0,355.4738927229773,None,You lost $0.20!,15.0,5,40,0.32999999999999985,56.00000000000001,0.26732023314148784,[0],83.33333333333333,39,3,1,0.3717424860061145,,,0.04174248600611463,,020,Scanner,1,2019_Sep_02_1107,MID,3.1.5,60.02917405831147,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Scanner,1,2019_Sep_02_1107,MID,3.1.5,60.02917405831147,
