Condition,FixationDur,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,TrialOrder,cueImage.started,cueImage.stopped,FixationDur,fixation.started,fixation.stopped,fixationResp.keys,fixationResp.started,fixationResp.stopped,feedbackDur,Trial counter,Target.started,Target.stopped,probeResp.keys,probeResp.corr,probeResp.started,probeResp.stopped,msg,TrackEarnings,TrialType,NonNeutralTrialsNum,probeDur,percentacc_total,meanrt,UserAcc,Acc,AdjTrial,AdjTrialInc,probeResp.rt,AdjRTmsg,fixationResp.rt,participant,prac_or_scan,run,date,expName,psychopyVersion,frameRate,
SmallPun,1500,0,10,10,10,,88.87628178900923,None,1500,90.89039026098908,None,None,90.89039026098908,None,1.58,11,92.39543683998636,None,None,0,92.39543683998636,None,You lost $0.20!,-9.6,5,9,0.46,45.45454545454545,0.3056905673991423,[],33.33333333333333,9,3,,Adjusting RT...,,038,Scanner,1,2019_Aug_25_1125,MID,3.1.5,24.014113650472417,
LgReward,3500,0,11,11,11,,94.37696504799533,None,3500,96.38208798898268,None,1,96.38208798898268,None,1.54,12,99.91022027799045,None,None,0,99.91022027799045,None,You did not win $5.00!,-9.6,1,10,0.46,41.66666666666667,0.3056905673991423,[0],33.33333333333333,9,3,,,2.3771596580045298,038,Scanner,1,2019_Aug_25_1125,MID,3.1.5,24.014113650472417,
LgPun,1500,0,12,12,12,,101.87698410500889,None,1500,103.89204551099101,None,None,103.89204551099101,None,1.54,13,105.39394845400238,None,1,1,105.39394845400238,None,You did not lose $5.00!,-9.6,4,11,0.46,46.15384615384615,0.3088170433329651,"[0, 1]",33.33333333333333,9,3,0.32444942300207913,,,038,Scanner,1,2019_Aug_25_1125,MID,3.1.5,24.014113650472417,
SmallPun,2000,0,13,13,13,,107.37820440001087,None,2000,109.38336566399084,None,1,109.38336566399084,None,1.54,14,111.3952284489933,None,None,0,111.3952284489933,None,You lost $0.20!,-9.799999999999999,5,12,0.48000000000000004,42.857142857142854,0.3088170433329651,[],49.99999999999999,12,3,,Adjusting RT...,1.7260125970060471,038,Scanner,1,2019_Aug_25_1125,MID,3.1.5,24.014113650472417,
LgReward,1500,0,14,14,14,,113.37664302799385,None,1500,115.39400943298824,None,None,115.39400943298824,None,1.52,15,116.91178291098913,None,1,1,116.91178291098913,None,You won $5.00!,-4.799999999999999,1,13,0.48000000000000004,46.666666666666664,0.30877610357129015,[1],49.99999999999999,12,3,0.3085304650012404,,,038,Scanner,1,2019_Aug_25_1125,MID,3.1.5,24.014113650472417,
LgReward,1500,0,15,15,15,,118.8422327649896,None,1500,120.84469760398497,None,None,120.84469760398497,None,1.52,16,122.36686179001117,None,1,1,122.36686179001117,None,You won $5.00!,0.20000000000000107,1,14,0.48000000000000004,50.0,0.30711801387224114,"[1, 1]",49.99999999999999,12,3,0.29551138597889803,,,038,Scanner,1,2019_Aug_25_1125,MID,3.1.5,24.014113650472417,
SmallReward,2000,0,16,16,16,,124.29969510898809,None,2000,126.31175004199031,None,None,126.31175004199031,None,1.52,17,128.3384368600091,None,None,0,128.3384368600091,None,You did not win $0.20!,0.20000000000000107,2,15,0.5,47.05882352941176,0.30711801387224114,[],49.99999999999999,15,3,,Adjusting RT...,,038,Scanner,1,2019_Aug_25_1125,MID,3.1.5,24.014113650472417,
LgReward,2500,0,17,17,17,,130.25632047498948,None,2500,132.262729545997,None,None,132.262729545997,None,1.5,18,134.79528888198547,None,1,1,134.79528888198547,None,You won $5.00!,5.200000000000001,1,16,0.5,50.0,0.31166797543927616,[1],49.99999999999999,15,3,0.3480676679755561,,,038,Scanner,1,2019_Aug_25_1125,MID,3.1.5,24.014113650472417,
LgReward,2000,0,18,18,18,,136.75423025799682,None,2000,138.7589044829947,None,None,138.7589044829947,None,1.5,19,140.78614510700572,None,1,1,140.78614510700572,None,You won $5.00!,10.200000000000001,1,17,0.5,52.63157894736842,0.3099270799953956,"[1, 1]",49.99999999999999,15,3,0.29425902100047097,,,038,Scanner,1,2019_Aug_25_1125,MID,3.1.5,24.014113650472417,
SmallPun,1500,0,19,19,19,,142.755537739984,None,1500,144.76409797099768,None,None,144.76409797099768,None,1.5,20,146.27972213798785,None,None,0,146.27972213798785,None,You lost $0.20!,10.000000000000002,5,18,0.48,50.0,0.3099270799953956,[],66.66666666666666,18,3,,Adjusting RT...,,038,Scanner,1,2019_Aug_25_1125,MID,3.1.5,24.014113650472417,
SmallReward,3000,0,20,20,20,,148.2540275749925,None,3000,150.26445687300293,None,None,150.26445687300293,None,1.52,21,153.28296188800596,None,1,1,153.28296188800596,None,You won $0.20!,10.200000000000001,2,19,0.48,52.38095238095239,0.30824382245191373,[1],66.66666666666666,18,3,0.29141124701709487,,,038,Scanner,1,2019_Aug_25_1125,MID,3.1.5,24.014113650472417,
Triangle,4000,0,21,21,21,,155.21316391398432,None,4000,157.23209879299975,None,None,157.23209879299975,None,1.52,22,161.23690910000005,None,None,0,161.23690910000005,None,You did not win or lose anything!,10.200000000000001,3,19,0.48,50.0,0.30824382245191373,[1],66.66666666666666,18,3,,,,038,Scanner,1,2019_Aug_25_1125,MID,3.1.5,24.014113650472417,
LgPun,2500,0,22,22,22,,163.1732579600066,None,2500,165.18354425800499,None,None,165.18354425800499,None,1.52,23,167.69091341798776,None,1,1,167.69091341798776,None,You did not lose $5.00!,10.200000000000001,4,20,0.48,52.17391304347826,0.31026305116392905,"[1, 1]",66.66666666666666,18,3,0.33247456699609756,,,038,Scanner,1,2019_Aug_25_1125,MID,3.1.5,24.014113650472417,
LgPun,2000,0,23,23,23,,169.63019903798704,None,2000,171.65122822200647,None,None,171.65122822200647,None,1.52,24,173.65056088299025,None,None,0,173.65056088299025,None,You lost $5.00!,5.200000000000001,4,21,0.45999999999999996,50.0,0.31026305116392905,[],66.66666666666666,21,3,,Adjusting RT...,,038,Scanner,1,2019_Aug_25_1125,MID,3.1.5,24.014113650472417,
Triangle,1500,0,24,24,24,,175.58816779000335,None,1500,177.60071128499112,None,None,177.60071128499112,None,1.54,25,179.1072850569908,None,1,1,179.1072850569908,None,You did not win or lose anything!,5.200000000000001,3,21,0.45999999999999996,52.0,0.3120964501509801,[],66.66666666666666,21,3,0.3340972379955929,,,038,Scanner,1,2019_Aug_25_1125,MID,3.1.5,24.014113650472417,
LgPun,3000,0,25,25,25,,181.0888144900091,None,3000,183.1018337800051,None,None,183.1018337800051,None,1.54,26,186.10953804000746,None,1,1,186.10953804000746,None,You did not lose $5.00!,5.200000000000001,4,22,0.45999999999999996,53.84615384615385,0.3124311457816345,[1],66.66666666666666,21,3,0.31678218898014165,,,038,Scanner,1,2019_Aug_25_1125,MID,3.1.5,24.014113650472417,
SmallPun,4000,0,26,26,26,,188.08935689899954,None,4000,190.10276968899416,None,None,190.10276968899416,None,1.54,27,194.10809676599456,None,1,1,194.10809676599456,None,You did not lose $0.20!,5.200000000000001,5,23,0.45999999999999996,55.55555555555556,0.3136206785294538,"[1, 1]",66.66666666666666,21,3,0.3302741369989235,,,038,Scanner,1,2019_Aug_25_1125,MID,3.1.5,24.014113650472417,
Triangle,2000,0,27,27,27,,196.08942879698589,None,2000,198.10429790700437,None,None,198.10429790700437,None,1.54,28,200.10899245899054,None,1,1,200.10899245899054,None,You did not win or lose anything!,5.200000000000001,3,23,0.45999999999999996,57.14285714285714,0.31491485449623724,"[1, 1]",66.66666666666666,21,3,0.3343274939979892,,,038,Scanner,1,2019_Aug_25_1125,MID,3.1.5,24.014113650472417,
SmallPun,1500,0,28,28,28,,202.09014413299155,None,1500,204.10479213000508,None,None,204.10479213000508,None,1.54,29,205.61031150398776,None,None,0,205.61031150398776,None,You lost $0.20!,5.000000000000001,5,24,0.43999999999999995,55.172413793103445,0.31491485449623724,[],66.66666666666666,24,3,,Adjusting RT...,,038,Scanner,1,2019_Aug_25_1125,MID,3.1.5,24.014113650472417,
SmallPun,2000,0,29,29,29,,207.59021251398372,None,2000,209.60597698399215,None,None,209.60597698399215,None,1.56,30,211.61174273199867,None,None,0,211.61174273199867,None,You lost $0.20!,4.800000000000001,5,25,0.43999999999999995,53.333333333333336,0.31491485449623724,[0],66.66666666666666,24,3,,,,038,Scanner,1,2019_Aug_25_1125,MID,3.1.5,24.014113650472417,
LgReward,1500,0,30,30,30,,213.5488418599998,None,1500,215.55865394099965,None,None,215.55865394099965,None,1.56,31,217.077807063004,None,None,0,217.077807063004,None,You did not win $5.00!,4.800000000000001,1,26,0.43999999999999995,51.61290322580645,0.31491485449623724,"[0, 0]",66.66666666666666,24,3,,,,038,Scanner,1,2019_Aug_25_1125,MID,3.1.5,24.014113650472417,
SmallReward,2500,0,31,31,31,,219.00980274099857,None,2500,221.02358771298896,None,None,221.02358771298896,None,1.56,32,223.54038123000646,None,None,0,223.54038123000646,None,You did not win $0.20!,4.800000000000001,2,27,0.4799999999999999,50.0,0.31491485449623724,[],33.33333333333333,27,3,,Adjusting RT...,,038,Scanner,1,2019_Aug_25_1125,MID,3.1.5,24.014113650472417,
Triangle,1500,0,32,32,32,,225.46630985900993,None,1500,227.47575919798692,None,None,227.47575919798692,None,1.52,33,228.98414235500968,None,1,1,228.98414235500968,None,You did not win or lose anything!,4.800000000000001,3,27,0.4799999999999999,51.515151515151516,0.31498553858460476,[],33.33333333333333,27,3,0.3161164839984849,,,038,Scanner,1,2019_Aug_25_1125,MID,3.1.5,24.014113650472417,
SmallReward,1500,0,33,33,33,,230.92460848999326,None,1500,232.94237353900098,None,None,232.94237353900098,None,1.52,34,234.458638067008,None,1,1,234.458638067008,None,You won $0.20!,5.000000000000001,2,28,0.4799999999999999,52.94117647058824,0.3142454551076905,[1],33.33333333333333,27,3,0.30166403600014746,,,038,Scanner,1,2019_Aug_25_1125,MID,3.1.5,24.014113650472417,
LgReward,2000,0,34,34,34,,236.3833179769863,None,2000,238.39290167498984,None,1,238.39290167498984,None,1.52,35,240.415577140986,None,None,0,240.415577140986,None,You did not win $5.00!,5.000000000000001,1,29,0.4799999999999999,51.42857142857142,0.3142454551076905,"[1, 0]",33.33333333333333,27,3,,,0.7734732430253644,038,Scanner,1,2019_Aug_25_1125,MID,3.1.5,24.014113650472417,
Triangle,1500,0,35,35,35,,242.34200772698387,None,1500,244.36031499499222,None,None,244.36031499499222,None,1.52,36,245.859934609005,None,1,1,245.859934609005,None,You did not win or lose anything!,5.000000000000001,3,29,0.4799999999999999,52.77777777777778,0.31593962462839525,"[1, 0]",33.33333333333333,27,3,0.34643467600108124,,,038,Scanner,1,2019_Aug_25_1125,MID,3.1.5,24.014113650472417,
LgPun,4000,0,36,36,36,,247.79998918500496,None,4000,249.8114720839949,None,None,249.8114720839949,None,1.52,37,253.8275094460114,None,None,0,253.8275094460114,None,You lost $5.00!,8.881784197001252e-16,4,30,0.5,51.35135135135135,0.31593962462839525,[],16.666666666666664,30,3,,Adjusting RT...,,038,Scanner,1,2019_Aug_25_1125,MID,3.1.5,24.014113650472417,
Triangle,1500,0,37,37,37,,255.7591026930022,None,1500,257.7783230979985,None,None,257.7783230979985,None,1.5,38,259.2799909769965,None,1,1,259.2799909769965,None,You did not win or lose anything!,8.881784197001252e-16,3,30,0.5,52.63157894736842,0.31721163589681967,[],16.666666666666664,30,3,0.3413798499968834,,,038,Scanner,1,2019_Aug_25_1125,MID,3.1.5,24.014113650472417,
Triangle,3000,0,38,38,38,,261.25942289899103,None,3000,263.2793806850095,None,None,263.2793806850095,None,1.5,39,266.2813593930041,None,1,1,266.2813593930041,None,You did not win or lose anything!,8.881784197001252e-16,3,30,0.5,53.84615384615385,0.3198693774258053,[],16.666666666666664,30,3,0.3730242080055177,,,038,Scanner,1,2019_Aug_25_1125,MID,3.1.5,24.014113650472417,
SmallPun,1500,0,39,39,39,,268.25844823400257,None,1500,270.2663784369943,None,None,270.2663784369943,None,1.5,40,271.78036734700436,None,1,1,271.78036734700436,None,You did not lose $0.20!,8.881784197001252e-16,5,31,0.5,55.00000000000001,0.3218242304971103,[1],16.666666666666664,30,3,0.3628761449945159,,,038,Scanner,1,2019_Aug_25_1125,MID,3.1.5,24.014113650472417,
LgReward,3000,0,40,40,40,,273.75972186098807,None,3000,275.7663455919828,None,None,275.7663455919828,None,1.5,41,278.79694066400407,None,1,1,278.79694066400407,None,You won $5.00!,5.000000000000001,1,32,0.5,56.09756097560976,0.3207191876932958,"[1, 1]",16.666666666666664,30,3,0.29640824600937776,,,038,Scanner,1,2019_Aug_25_1125,MID,3.1.5,24.014113650472417,
LgPun,3500,0,41,41,41,,280.7598504899943,None,3500,282.7681023789919,None,None,282.7681023789919,None,1.5,42,286.2825128810073,None,1,1,286.2825128810073,None,You did not lose $5.00!,5.000000000000001,4,33,0.48,57.14285714285714,0.32001209449784557,[],66.66666666666666,33,3,0.3037489510024898,Adjusting RT...,,038,Scanner,1,2019_Aug_25_1125,MID,3.1.5,24.014113650472417,
Triangle,2500,0,42,42,42,,288.2601770290057,None,2500,290.26761169498786,None,None,290.26761169498786,None,1.52,43,292.7850520419888,None,1,1,292.7850520419888,None,You did not win or lose anything!,5.000000000000001,3,33,0.48,58.139534883720934,0.319739827318117,[],66.66666666666666,33,3,0.3132054150046315,,,038,Scanner,1,2019_Aug_25_1125,MID,3.1.5,24.014113650472417,
SmallReward,1500,0,43,43,43,,294.7374641849892,None,1500,296.7324185259931,None,None,296.7324185259931,None,1.52,44,298.2375469270046,None,None,0,298.2375469270046,None,You did not win $0.20!,5.000000000000001,2,34,0.48,56.81818181818182,0.319739827318117,[0],66.66666666666666,33,3,,,,038,Scanner,1,2019_Aug_25_1125,MID,3.1.5,24.014113650472417,
LgPun,1500,0,44,44,44,,300.17783904398675,None,1500,302.18755711300764,None,None,302.18755711300764,None,1.52,45,303.70157838601153,None,1,1,303.70157838601153,None,You did not lose $5.00!,5.000000000000001,4,35,0.48,57.77777777777777,0.32089433995917294,"[0, 1]",66.66666666666666,33,3,0.34975715598557144,,,038,Scanner,1,2019_Aug_25_1125,MID,3.1.5,24.014113650472417,
SmallReward,4000,0,45,45,45,,305.63647692400264,None,4000,307.65195386798587,None,None,307.65195386798587,None,1.52,46,311.6693571379874,None,1,1,311.6693571379874,None,You won $0.20!,5.200000000000001,2,36,0.44999999999999996,58.69565217391305,0.32067666281256135,[],83.33333333333333,36,3,0.3150170570006594,Adjusting RT...,,038,Scanner,1,2019_Aug_25_1125,MID,3.1.5,24.014113650472417,
SmallPun,3500,0,46,46,46,,313.5966214170039,None,3500,315.60266313000466,None,None,315.60266313000466,None,1.55,47,319.1195953259885,None,1,1,319.1195953259885,None,You did not lose $0.20!,5.200000000000001,5,37,0.44999999999999996,59.57446808510638,0.3203189093900229,[1],83.33333333333333,36,3,0.3106595669814851,,,038,Scanner,1,2019_Aug_25_1125,MID,3.1.5,24.014113650472417,
SmallPun,3000,0,47,47,47,,321.0953857600107,None,3000,323.1037339660106,None,None,323.1037339660106,None,1.55,48,326.12029114499455,None,1,1,326.12029114499455,None,You did not lose $0.20!,5.200000000000001,5,38,0.44999999999999996,60.416666666666664,0.3209624032385583,"[1, 1]",83.33333333333333,36,3,0.33898023099754937,,,038,Scanner,1,2019_Aug_25_1125,MID,3.1.5,24.014113650472417,
LgReward,1500,0,48,48,48,,328.0956845099863,None,1500,330.10473634299706,None,None,330.10473634299706,None,1.55,49,331.62811332699494,None,1,1,331.62811332699494,None,You won $5.00!,10.200000000000001,1,39,0.41999999999999993,61.224489795918366,0.3206054795300588,[],83.33333333333333,39,3,0.31025469198357314,Adjusting RT...,,038,Scanner,1,2019_Aug_25_1125,MID,3.1.5,24.014113650472417,
SmallReward,2000,0,49,49,49,,333.5959160680068,None,2000,335.6057751229964,None,None,335.6057751229964,None,1.58,50,337.6250761800038,None,None,0,337.6250761800038,None,You did not win $0.20!,10.200000000000001,2,40,0.41999999999999993,60.0,0.3206054795300588,[0],83.33333333333333,39,3,,,,038,Scanner,1,2019_Aug_25_1125,MID,3.1.5,24.014113650472417,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,038,Scanner,1,2019_Aug_25_1125,MID,3.1.5,24.014113650472417,
