Condition,FixationDur,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,TrialOrder,cueImage.started,cueImage.stopped,FixationDur,fixation.started,fixation.stopped,fixationResp.keys,fixationResp.started,fixationResp.stopped,feedbackDur,Trial counter,Target.started,Target.stopped,probeResp.keys,probeResp.corr,probeResp.started,probeResp.stopped,msg,TrackEarnings,TrialType,NonNeutralTrialsNum,probeDur,percentacc_total,meanrt,UserAcc,Acc,AdjTrial,AdjTrialInc,AdjRTmsg,probeResp.rt,fixationResp.rt,participant,prac_or_scan,run,date,expName,psychopyVersion,frameRate,
SmallPun,3000,0,10,10,10,,89.0399062790093,None,3000,91.0525683730084,None,None,91.0525683730084,None,1.53,11,94.05749663501047,None,1,1,94.05749663501047,None,You did not lose $0.20!,4.8,5,8,0.47,63.63636363636363,0.31064006743170985,"[1, 1]",50.0,6,3,,0.34433638499467634,,033,Scanner,2,2019_Aug_27_1254,MID,3.1.5,23.99693472778319,
SmallReward,2000,0,11,11,11,,96.05256902100518,None,2000,98.05240948600112,None,None,98.05240948600112,None,1.53,12,100.06980199800455,None,None,0,100.06980199800455,None,You did not win $0.20!,4.8,2,9,0.43999999999999995,58.333333333333336,0.31064006743170985,[],83.33333333333333,9,3,Adjusting RT...,,,033,Scanner,2,2019_Aug_27_1254,MID,3.1.5,23.99693472778319,
Triangle,4000,0,12,12,12,,101.99778976201196,None,4000,104.00669906102121,None,None,104.00669906102121,None,1.56,13,108.0207332370046,None,None,0,108.0207332370046,None,You did not win or lose anything!,4.8,3,9,0.43999999999999995,53.84615384615385,0.31064006743170985,[],83.33333333333333,9,3,,,,033,Scanner,2,2019_Aug_27_1254,MID,3.1.5,23.99693472778319,
LgReward,2000,0,13,13,13,,109.9574392530194,None,2000,111.97153023199644,None,None,111.97153023199644,None,1.56,14,113.98990377300652,None,None,0,113.98990377300652,None,You did not win $5.00!,4.8,1,10,0.43999999999999995,50.0,0.31064006743170985,[0],83.33333333333333,9,3,,,,033,Scanner,2,2019_Aug_27_1254,MID,3.1.5,23.99693472778319,
LgReward,3000,0,14,14,14,,115.91770875701332,None,3000,117.92370673501864,None,None,117.92370673501864,None,1.56,15,120.9561779969954,None,None,0,120.9561779969954,None,You did not win $5.00!,4.8,1,11,0.43999999999999995,46.666666666666664,0.31064006743170985,"[0, 0]",83.33333333333333,9,3,,,,033,Scanner,2,2019_Aug_27_1254,MID,3.1.5,23.99693472778319,
SmallPun,1500,0,15,15,15,,122.87472904700553,None,1500,124.88964921800653,None,None,124.88964921800653,None,1.56,16,126.39111491400399,None,None,0,126.39111491400399,None,You lost $0.20!,4.6,5,12,0.4799999999999999,43.75,0.31064006743170985,[],33.33333333333333,12,3,Adjusting RT...,,,033,Scanner,2,2019_Aug_27_1254,MID,3.1.5,23.99693472778319,
SmallReward,1500,0,16,16,16,,128.33364714001073,None,1500,130.34058167299372,None,None,130.34058167299372,None,1.52,17,131.8644370599941,None,1,1,131.8644370599941,None,You won $0.20!,4.8,2,13,0.4799999999999999,47.05882352941176,0.3132342150056502,[1],33.33333333333333,12,3,,0.33139324802323245,,033,Scanner,2,2019_Aug_27_1254,MID,3.1.5,23.99693472778319,
LgReward,1500,0,17,17,17,,133.7945553160098,None,1500,135.80783528101165,None,None,135.80783528101165,None,1.52,18,137.3096452690079,None,None,0,137.3096452690079,None,You did not win $5.00!,4.8,1,14,0.4799999999999999,44.44444444444444,0.3132342150056502,"[1, 0]",33.33333333333333,12,3,,,,033,Scanner,2,2019_Aug_27_1254,MID,3.1.5,23.99693472778319,
SmallPun,2000,0,18,18,18,,139.2505444129929,None,2000,141.25970857101493,None,None,141.25970857101493,None,1.52,19,143.27455558002112,None,None,0,143.27455558002112,None,You lost $0.20!,4.6,5,15,0.5,42.10526315789473,0.3132342150056502,[],16.666666666666664,15,3,Adjusting RT...,,,033,Scanner,2,2019_Aug_27_1254,MID,3.1.5,23.99693472778319,
SmallReward,1500,0,19,19,19,,145.20900842102128,None,1500,147.22599542801618,None,None,147.22599542801618,None,1.5,20,148.7422327999957,None,1,1,148.7422327999957,None,You won $0.20!,4.8,2,16,0.5,45.0,0.3163888592260062,[1],16.666666666666664,15,3,,0.3416260129888542,,033,Scanner,2,2019_Aug_27_1254,MID,3.1.5,23.99693472778319,
LgPun,1500,0,20,20,20,,150.7095845300064,None,1500,152.72640489399782,None,None,152.72640489399782,None,1.5,21,154.2268487639958,None,1,1,154.2268487639958,None,You did not lose $5.00!,4.8,4,17,0.5,47.61904761904761,0.32385195230308456,"[1, 1]",16.666666666666664,15,3,,0.39101978999678977,,033,Scanner,2,2019_Aug_27_1254,MID,3.1.5,23.99693472778319,
LgReward,3500,0,21,21,21,,156.2093422439939,None,3500,158.2271591850149,None,None,158.2271591850149,None,1.5,22,161.7446041610092,None,1,1,161.7446041610092,None,You won $5.00!,9.8,1,18,0.48,50.0,0.3286965533651793,[],66.66666666666666,18,3,Adjusting RT...,0.37714256398612633,,033,Scanner,2,2019_Aug_27_1254,MID,3.1.5,23.99693472778319,
LgPun,3500,0,22,22,22,,163.7102229729935,None,3500,165.7288535349944,None,None,165.7288535349944,None,1.52,23,169.2289704400173,None,None,0,169.2289704400173,None,You lost $5.00!,4.800000000000001,4,19,0.48,47.82608695652174,0.3286965533651793,[0],66.66666666666666,18,3,,,,033,Scanner,2,2019_Aug_27_1254,MID,3.1.5,23.99693472778319,
LgReward,1500,0,23,23,23,,171.16827409199323,None,1500,173.1808523290092,None,None,173.1808523290092,None,1.52,24,174.71216570900287,None,1,1,174.71216570900287,None,You won $5.00!,9.8,1,20,0.48,50.0,0.32852044842002215,"[0, 1]",66.66666666666666,18,3,,0.326583294023294,,033,Scanner,2,2019_Aug_27_1254,MID,3.1.5,23.99693472778319,
Triangle,2000,0,24,24,24,,176.6284553250007,None,2000,178.64754170400556,None,None,178.64754170400556,None,1.52,25,180.64789650801686,None,None,0,180.64789650801686,None,You did not win or lose anything!,9.8,3,20,0.48,48.0,0.32852044842002215,"[0, 1]",66.66666666666666,18,3,,,,033,Scanner,2,2019_Aug_27_1254,MID,3.1.5,23.99693472778319,
Triangle,2500,0,25,25,25,,182.5854777090135,None,2500,184.59776512699318,None,None,184.59776512699318,None,1.52,26,187.10549220701796,None,1,1,187.10549220701796,None,You did not win or lose anything!,9.8,3,20,0.48,50.0,0.3281979833890756,"[0, 1]",66.66666666666666,18,3,,0.3243284030177165,,033,Scanner,2,2019_Aug_27_1254,MID,3.1.5,23.99693472778319,
SmallPun,2500,0,26,26,26,,189.04442469301284,None,2500,191.06579291101662,None,None,191.06579291101662,None,1.52,27,193.56539997601067,None,1,1,193.56539997601067,None,You did not lose $0.20!,9.8,5,21,0.44999999999999996,51.85185185185185,0.32886008393169114,[],83.33333333333333,21,3,Adjusting RT...,0.3374673909856938,,033,Scanner,2,2019_Aug_27_1254,MID,3.1.5,23.99693472778319,
SmallReward,1500,0,27,27,27,,195.50370821700199,None,1500,197.51530112000182,None,None,197.51530112000182,None,1.55,28,199.0362473000132,None,None,0,199.0362473000132,None,You did not win $0.20!,9.8,2,22,0.44999999999999996,50.0,0.32886008393169114,[0],83.33333333333333,21,3,,,,033,Scanner,2,2019_Aug_27_1254,MID,3.1.5,23.99693472778319,
LgPun,3000,0,28,28,28,,201.0030518080166,None,3000,203.015931869013,None,None,203.015931869013,None,1.55,29,206.02246908799862,None,None,0,206.02246908799862,None,You lost $5.00!,4.800000000000001,4,23,0.44999999999999996,48.275862068965516,0.32886008393169114,"[0, 0]",83.33333333333333,21,3,,,,033,Scanner,2,2019_Aug_27_1254,MID,3.1.5,23.99693472778319,
LgReward,2000,0,29,29,29,,208.0027752330061,None,2000,210.0176669950015,None,None,210.0176669950015,None,1.55,30,212.03456663299585,None,1,1,212.03456663299585,None,You won $5.00!,9.8,1,24,0.47,50.0,0.3274222224698557,[],49.99999999999999,24,3,Adjusting RT...,0.30729216200415976,,033,Scanner,2,2019_Aug_27_1254,MID,3.1.5,23.99693472778319,
SmallReward,1500,0,30,30,30,,214.00865910199354,None,1500,216.01844442501897,None,None,216.01844442501897,None,1.53,31,217.53501818401855,None,None,0,217.53501818401855,None,You did not win $0.20!,9.8,2,25,0.47,48.38709677419355,0.3274222224698557,[0],49.99999999999999,24,3,,,,033,Scanner,2,2019_Aug_27_1254,MID,3.1.5,23.99693472778319,
LgReward,4000,0,31,31,31,,219.4625885580026,None,4000,221.46808106300887,None,None,221.46808106300887,None,1.53,32,225.5019649080059,None,None,0,225.5019649080059,None,You did not win $5.00!,9.8,1,26,0.47,46.875,0.3274222224698557,"[0, 0]",49.99999999999999,24,3,,,,033,Scanner,2,2019_Aug_27_1254,MID,3.1.5,23.99693472778319,
LgPun,1500,0,32,32,32,,227.46237646901864,None,1500,229.46751976400265,None,None,229.46751976400265,None,1.53,33,230.9849748639972,None,None,0,230.9849748639972,None,You lost $5.00!,4.800000000000001,4,27,0.5,45.45454545454545,0.3274222224698557,[],16.666666666666664,27,3,Adjusting RT...,,,033,Scanner,2,2019_Aug_27_1254,MID,3.1.5,23.99693472778319,
LgPun,4000,0,33,33,33,,232.92127434699796,None,4000,234.937813749013,None,None,234.937813749013,None,1.5,34,238.9412887840008,None,1,1,238.9412887840008,None,You did not lose $5.00!,4.800000000000001,4,28,0.5,47.05882352941176,0.3316225588787347,[1],16.666666666666664,27,3,,0.3946276050119195,,033,Scanner,2,2019_Aug_27_1254,MID,3.1.5,23.99693472778319,
SmallPun,1500,0,34,34,34,,240.92235873200116,None,1500,242.93861489699339,None,None,242.93861489699339,None,1.5,35,244.43876651200117,None,None,0,244.43876651200117,None,You lost $0.20!,4.6000000000000005,5,29,0.5,45.714285714285715,0.3316225588787347,"[1, 0]",16.666666666666664,27,3,,,,033,Scanner,2,2019_Aug_27_1254,MID,3.1.5,23.99693472778319,
LgPun,2000,0,35,35,35,,246.42367573801312,None,2000,248.43921018700348,None,None,248.43921018700348,None,1.5,36,250.4401348240208,None,None,0,250.4401348240208,None,You lost $5.00!,-0.39999999999999947,4,30,0.5,44.44444444444444,0.3316225588787347,[],16.666666666666664,30,3,Adjusting RT...,,,033,Scanner,2,2019_Aug_27_1254,MID,3.1.5,23.99693472778319,
Triangle,3000,0,36,36,36,,252.42228930600686,None,3000,254.4403466450167,None,None,254.4403466450167,None,1.5,37,257.44101598102134,None,None,0,257.44101598102134,None,You did not win or lose anything!,-0.39999999999999947,3,30,0.5,43.24324324324324,0.3316225588787347,[],16.666666666666664,30,3,,,,033,Scanner,2,2019_Aug_27_1254,MID,3.1.5,23.99693472778319,
Triangle,1500,0,37,37,37,,259.4224964470195,None,1500,261.4407061189995,None,None,261.4407061189995,None,1.5,38,262.9413570960169,None,None,0,262.9413570960169,None,You did not win or lose anything!,-0.39999999999999947,3,30,0.5,42.10526315789473,0.3316225588787347,[],16.666666666666664,30,3,,,,033,Scanner,2,2019_Aug_27_1254,MID,3.1.5,23.99693472778319,
SmallReward,2500,0,38,38,38,,264.9228795200179,None,2500,266.94174883299274,None,None,266.94174883299274,None,1.5,39,269.476498286007,None,1,1,269.476498286007,None,You won $0.20!,-0.19999999999999946,2,31,0.5,43.58974358974359,0.33137188082636226,[1],16.666666666666664,30,3,,0.32736103198840283,,033,Scanner,2,2019_Aug_27_1254,MID,3.1.5,23.99693472778319,
Triangle,1500,0,39,39,39,,271.4225301190163,None,1500,273.44288985899766,None,None,273.44288985899766,None,1.5,40,274.9433243590174,None,1,1,274.9433243590174,None,You did not win or lose anything!,-0.19999999999999946,3,31,0.5,45.0,0.33165886928165694,[1],16.666666666666664,30,3,,0.3365376730216667,,033,Scanner,2,2019_Aug_27_1254,MID,3.1.5,23.99693472778319,
Triangle,3500,0,40,40,40,,276.9233176440175,None,3500,278.929184291017,None,1,278.929184291017,None,1.5,41,282.4441150140192,None,None,0,282.4441150140192,None,You did not win or lose anything!,-0.19999999999999946,3,31,0.5,43.90243902439025,0.33165886928165694,[1],16.666666666666664,30,3,,,2.3476966680027544,033,Scanner,2,2019_Aug_27_1254,MID,3.1.5,23.99693472778319,
LgPun,1500,0,41,41,41,,284.42241173499497,None,1500,286.43120175099466,None,None,286.43120175099466,None,1.5,42,287.94402460200945,None,1,1,287.94402460200945,None,You did not lose $5.00!,-0.19999999999999946,4,32,0.5,45.23809523809524,0.33045187673997134,"[1, 1]",16.666666666666664,30,3,,0.3087260109896306,,033,Scanner,2,2019_Aug_27_1254,MID,3.1.5,23.99693472778319,
SmallPun,3500,0,42,42,42,,289.92404599199654,None,3500,291.93176273201243,None,None,291.93176273201243,None,1.5,43,295.4457311340084,None,1,1,295.4457311340084,None,You did not lose $0.20!,-0.19999999999999946,5,33,0.48,46.51162790697674,0.32973427475226347,[],66.66666666666666,33,3,Adjusting RT...,0.31609983698581345,,033,Scanner,2,2019_Aug_27_1254,MID,3.1.5,23.99693472778319,
LgReward,1500,0,43,43,43,,297.42422884202097,None,1500,299.43276664899895,None,None,299.43276664899895,None,1.52,44,300.9621251790086,None,1,1,300.9621251790086,None,You won $5.00!,4.800000000000001,1,34,0.48,47.72727272727273,0.32778258566811147,[1],66.66666666666666,33,3,,0.2887488039850723,,033,Scanner,2,2019_Aug_27_1254,MID,3.1.5,23.99693472778319,
SmallReward,2000,0,44,44,44,,302.8835077700205,None,2000,304.8969150240009,None,None,304.8969150240009,None,1.52,45,306.9159776410088,None,1,1,306.9159776410088,None,You won $0.20!,5.000000000000001,2,35,0.48,48.888888888888886,0.327514377728221,"[1, 1]",66.66666666666666,33,3,,0.32188201099052094,,033,Scanner,2,2019_Aug_27_1254,MID,3.1.5,23.99693472778319,
LgPun,2000,0,45,45,45,,308.84045178600354,None,2000,310.8510549820203,None,None,310.8510549820203,None,1.52,46,312.8649600070203,None,None,0,312.8649600070203,None,You lost $5.00!,8.881784197001252e-16,4,36,0.44999999999999996,47.82608695652174,0.327514377728221,[],83.33333333333333,36,3,Adjusting RT...,,,033,Scanner,2,2019_Aug_27_1254,MID,3.1.5,23.99693472778319,
SmallReward,3500,0,46,46,46,,314.79991140501807,None,3500,316.8151119300164,None,None,316.8151119300164,None,1.55,47,320.33147828502115,None,1,1,320.33147828502115,None,You won $0.20!,0.2000000000000009,2,37,0.44999999999999996,48.93617021276596,0.3276828664352449,[1],83.33333333333333,36,3,,0.33138961798977107,,033,Scanner,2,2019_Aug_27_1254,MID,3.1.5,23.99693472778319,
SmallPun,2000,0,47,47,47,,322.2999066670018,None,2000,324.31713142900844,None,None,324.31713142900844,None,1.55,48,326.31804512901,None,1,1,326.31804512901,None,You did not lose $0.20!,0.2000000000000009,5,38,0.44999999999999996,50.0,0.3288137821255077,"[1, 1]",83.33333333333333,36,3,,0.3548248430015519,,033,Scanner,2,2019_Aug_27_1254,MID,3.1.5,23.99693472778319,
LgReward,1500,0,48,48,48,,328.3001381579961,None,1500,330.3163373210118,None,None,330.3163373210118,None,1.55,49,331.8334526469989,None,1,1,331.8334526469989,None,You won $5.00!,5.200000000000001,1,39,0.41999999999999993,51.02040816326531,0.3278761871613096,[],83.33333333333333,39,3,Adjusting RT...,0.305373908020556,,033,Scanner,2,2019_Aug_27_1254,MID,3.1.5,23.99693472778319,
SmallPun,4000,0,49,49,49,,333.80087519899826,None,4000,335.81739079701947,None,None,335.81739079701947,None,1.58,50,339.81825041401316,None,None,0,339.81825041401316,None,You lost $0.20!,5.000000000000001,5,40,0.41999999999999993,50.0,0.3278761871613096,[0],83.33333333333333,39,3,,,,033,Scanner,2,2019_Aug_27_1254,MID,3.1.5,23.99693472778319,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,033,Scanner,2,2019_Aug_27_1254,MID,3.1.5,23.99693472778319,
