Condition,FixationDur,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,TrialOrder,cueImage.started,cueImage.stopped,FixationDur,fixation.started,fixation.stopped,fixationResp.keys,fixationResp.started,fixationResp.stopped,feedbackDur,Trial counter,Target.started,Target.stopped,probeResp.keys,probeResp.corr,probeResp.started,probeResp.stopped,msg,TrackEarnings,TrialType,NonNeutralTrialsNum,probeDur,percentacc_total,meanrt,UserAcc,Acc,AdjTrial,AdjTrialInc,AdjRTmsg,probeResp.rt,fixationResp.rt,participant,prac_or_scan,run,date,expName,psychopyVersion,frameRate,
Triangle,1500,0,18,18,18,,152.17669670199393,None,1500,154.1817581919895,None,None,154.1817581919895,None,1.52,19,155.69668158399872,None,None,0,155.69668158399872,None,You did not win or lose anything!,4.8,3,16,0.4799999999999999,52.63157894736842,0.3168872362017282,[1],33.33333333333333,15,3,,,,040,Scanner,2,2019_Aug_22_1141,MID,3.1.5,23.995254103173764,
SmallPun,2000,0,19,19,19,,157.6340470189898,None,2000,159.64711956799147,None,None,159.64711956799147,None,1.52,20,161.6507777379884,None,1,1,161.6507777379884,None,You did not lose $0.20!,4.8,5,17,0.4799999999999999,55.00000000000001,0.31839509482035117,"[1, 1]",33.33333333333333,15,3,,0.3334736810065806,,040,Scanner,2,2019_Aug_22_1141,MID,3.1.5,23.995254103173764,
Triangle,2000,0,20,20,20,,163.5924509579927,None,2000,165.59709690998716,None,None,165.59709690998716,None,1.52,21,167.61484336099238,None,None,0,167.61484336099238,None,You did not win or lose anything!,4.8,3,17,0.4799999999999999,52.38095238095239,0.31839509482035117,"[1, 1]",33.33333333333333,15,3,,,,040,Scanner,2,2019_Aug_22_1141,MID,3.1.5,23.995254103173764,
SmallReward,1500,0,21,21,21,,169.55134416399233,None,1500,171.56610025599366,None,1,171.56610025599366,None,1.52,22,173.08309111099516,None,None,0,173.08309111099516,None,You did not win $0.20!,4.8,2,18,0.5,50.0,0.31839509482035117,[],33.33333333333333,18,3,Adjusting RT...,,0.44208281899045687,040,Scanner,2,2019_Aug_22_1141,MID,3.1.5,23.995254103173764,
Triangle,1500,0,22,22,22,,175.01070781699673,None,1500,177.01687530799245,None,None,177.01687530799245,None,1.5,23,178.53313318399887,None,None,0,178.53313318399887,None,You did not win or lose anything!,4.8,3,18,0.5,47.82608695652174,0.31839509482035117,[],33.33333333333333,18,3,,,,040,Scanner,2,2019_Aug_22_1141,MID,3.1.5,23.995254103173764,
SmallReward,3000,0,23,23,23,,180.51007121099974,None,3000,182.51473712699953,None,None,182.51473712699953,None,1.5,24,185.53917053299665,None,1,1,185.53917053299665,None,You won $0.20!,5.0,2,19,0.5,50.0,0.3169577213351052,[1],33.33333333333333,18,3,,0.30114661299739964,,040,Scanner,2,2019_Aug_22_1141,MID,3.1.5,23.995254103173764,
LgReward,1500,0,24,24,24,,187.51159432998975,None,1500,189.5186752139998,None,None,189.5186752139998,None,1.5,25,191.04229354999552,None,1,1,191.04229354999552,None,You won $5.00!,10.0,1,20,0.5,52.0,0.3179575149249733,"[1, 1]",33.33333333333333,18,3,,0.32995503800339065,,040,Scanner,2,2019_Aug_22_1141,MID,3.1.5,23.995254103173764,
Triangle,2000,0,25,25,25,,193.01042427499488,None,2000,195.0197389049863,None,None,195.0197389049863,None,1.5,26,197.02666502899956,None,1,1,197.02666502899956,None,You did not win or lose anything!,10.0,3,20,0.5,53.84615384615385,0.3199308528585659,"[1, 1]",33.33333333333333,18,3,,0.34558424599526916,,040,Scanner,2,2019_Aug_22_1141,MID,3.1.5,23.995254103173764,
SmallReward,2000,0,26,26,26,,199.0124199379934,None,2000,201.0192573509994,None,None,201.0192573509994,None,1.5,27,203.04079213399382,None,1,1,203.04079213399382,None,You won $0.20!,10.2,2,21,0.47,55.55555555555556,0.3219000890676398,[],83.33333333333333,21,3,Adjusting RT...,0.3494693959946744,,040,Scanner,2,2019_Aug_22_1141,MID,3.1.5,23.995254103173764,
SmallPun,1500,0,27,27,27,,205.01026662699587,None,1500,207.02100241898734,None,None,207.02100241898734,None,1.53,28,208.52788620399951,None,None,0,208.52788620399951,None,You lost $0.20!,10.0,5,22,0.47,53.57142857142857,0.3219000890676398,[0],83.33333333333333,21,3,,,,040,Scanner,2,2019_Aug_22_1141,MID,3.1.5,23.995254103173764,
SmallPun,3000,0,28,28,28,,210.46984900499228,None,3000,212.48716162399796,None,None,212.48716162399796,None,1.53,29,215.48867346299812,None,1,1,215.48867346299812,None,You did not lose $0.20!,10.0,5,23,0.47,55.172413793103445,0.3231921800006603,"[0, 1]",83.33333333333333,21,3,,0.34257354399596807,,040,Scanner,2,2019_Aug_22_1141,MID,3.1.5,23.995254103173764,
Triangle,1500,0,29,29,29,,217.46953162399586,None,1500,219.48834415299643,None,None,219.48834415299643,None,1.53,30,220.9888790529949,None,None,0,220.9888790529949,None,You did not win or lose anything!,10.0,3,23,0.47,53.333333333333336,0.3231921800006603,"[0, 1]",83.33333333333333,21,3,,,,040,Scanner,2,2019_Aug_22_1141,MID,3.1.5,23.995254103173764,
SmallReward,1500,0,30,30,30,,222.96998214699852,None,1500,224.9896938509919,None,None,224.9896938509919,None,1.53,31,226.49737829699006,None,None,0,226.49737829699006,None,You did not win $0.20!,10.0,2,24,0.44999999999999996,51.61290322580645,0.3231921800006603,[],66.66666666666666,24,3,Adjusting RT...,,,040,Scanner,2,2019_Aug_22_1141,MID,3.1.5,23.995254103173764,
SmallReward,3500,0,31,31,31,,228.4292703319952,None,3500,230.43971355199756,None,None,230.43971355199756,None,1.55,32,233.9574092989933,None,1,1,233.9574092989933,None,You won $0.20!,10.2,2,25,0.44999999999999996,53.125,0.322816643412807,[1],66.66666666666666,24,3,,0.3168080580071546,,040,Scanner,2,2019_Aug_22_1141,MID,3.1.5,23.995254103173764,
LgReward,1500,0,32,32,32,,235.93150037899613,None,1500,237.941410385989,None,None,237.941410385989,None,1.55,33,239.45898187099374,None,None,0,239.45898187099374,None,You did not win $5.00!,10.2,1,26,0.44999999999999996,51.515151515151516,0.322816643412807,"[1, 0]",66.66666666666666,24,3,,,,040,Scanner,2,2019_Aug_22_1141,MID,3.1.5,23.995254103173764,
LgReward,2500,0,33,33,33,,241.42976356500003,None,2500,243.4327875279996,None,None,243.4327875279996,None,1.55,34,245.95909201299946,None,1,1,245.95909201299946,None,You won $5.00!,15.2,1,27,0.47,52.94117647058824,0.32205752522309516,[],49.99999999999999,27,3,Adjusting RT...,0.30915251599799376,,040,Scanner,2,2019_Aug_22_1141,MID,3.1.5,23.995254103173764,
SmallPun,2500,0,34,34,34,,247.93004289899545,None,2500,249.93359390398837,None,None,249.93359390398837,None,1.53,35,252.4472057489911,None,None,0,252.4472057489911,None,You lost $0.20!,15.0,5,28,0.47,51.42857142857142,0.32205752522309516,[0],49.99999999999999,27,3,,,,040,Scanner,2,2019_Aug_22_1141,MID,3.1.5,23.995254103173764,
SmallPun,4000,0,35,35,35,,254.43015004099288,None,4000,256.44307493499946,None,None,256.44307493499946,None,1.53,36,260.4477602709958,None,1,1,260.4477602709958,None,You did not lose $0.20!,15.0,5,29,0.47,52.77777777777778,0.32155368468451534,"[0, 1]",49.99999999999999,27,3,,0.3124845549900783,,040,Scanner,2,2019_Aug_22_1141,MID,3.1.5,23.995254103173764,
SmallReward,1500,0,36,36,36,,262.43058288499014,None,1500,264.4445340349921,None,None,264.4445340349921,None,1.53,37,265.9612939739891,None,None,0,265.9612939739891,None,You did not win $0.20!,15.0,2,30,0.49,51.35135135135135,0.32155368468451534,[],49.99999999999999,30,3,Adjusting RT...,,,040,Scanner,2,2019_Aug_22_1141,MID,3.1.5,23.995254103173764,
SmallPun,1500,0,37,37,37,,267.8894346609886,None,1500,269.89513596399047,None,None,269.89513596399047,None,1.51,38,271.41203194599075,None,1,1,271.41203194599075,None,You did not lose $0.20!,15.0,5,31,0.49,52.63157894736842,0.3218869524003821,[1],49.99999999999999,30,3,,0.32821903900185134,,040,Scanner,2,2019_Aug_22_1141,MID,3.1.5,23.995254103173764,
LgPun,1500,0,38,38,38,,273.3891760449915,None,1500,275.3979477549874,None,None,275.3979477549874,None,1.51,39,276.9124908649974,None,None,0,276.9124908649974,None,You lost $5.00!,10.0,4,32,0.49,51.28205128205128,0.3218869524003821,"[1, 0]",49.99999999999999,30,3,,,,040,Scanner,2,2019_Aug_22_1141,MID,3.1.5,23.995254103173764,
Triangle,1500,0,39,39,39,,278.8888224949915,None,1500,280.8968547639961,None,None,280.8968547639961,None,1.51,40,282.41369630199915,None,1,1,282.41369630199915,None,You did not win or lose anything!,10.0,3,32,0.49,52.5,0.32177561466717935,"[1, 0]",49.99999999999999,30,3,,0.319548860003124,,040,Scanner,2,2019_Aug_22_1141,MID,3.1.5,23.995254103173764,
Triangle,2500,0,40,40,40,,284.3894329859904,None,2500,286.3949712869944,None,None,286.3949712869944,None,1.51,41,288.91403529798845,None,1,1,288.91403529798845,None,You did not win or lose anything!,10.0,3,32,0.49,53.65853658536586,0.32002405645537446,"[1, 0]",49.99999999999999,30,3,,0.28324133400747087,,040,Scanner,2,2019_Aug_22_1141,MID,3.1.5,23.995254103173764,
LgPun,1500,0,41,41,41,,290.890542543988,None,1500,292.89841883599,None,None,292.89841883599,None,1.51,42,294.41428142698715,None,None,0,294.41428142698715,None,You lost $5.00!,5.0,4,33,0.5,52.38095238095239,0.32002405645537446,[],33.33333333333333,33,3,Adjusting RT...,,,040,Scanner,2,2019_Aug_22_1141,MID,3.1.5,23.995254103173764,
LgPun,4000,0,42,42,42,,296.38965192199976,None,4000,298.3961794489878,None,None,298.3961794489878,None,1.5,43,302.4077426829899,None,1,1,302.4077426829899,None,You did not lose $5.00!,5.0,4,34,0.5,53.48837209302325,0.3213048923049507,[1],33.33333333333333,33,3,,0.34948328099562787,,040,Scanner,2,2019_Aug_22_1141,MID,3.1.5,23.995254103173764,
Triangle,3500,0,43,43,43,,304.39024513399636,None,3500,306.4001254659961,None,1,306.4001254659961,None,1.5,44,309.9165943019907,None,None,0,309.9165943019907,None,You did not win or lose anything!,5.0,3,34,0.5,52.27272727272727,0.3213048923049507,[1],33.33333333333333,33,3,,,0.4321284409961663,040,Scanner,2,2019_Aug_22_1141,MID,3.1.5,23.995254103173764,
SmallReward,1500,0,44,44,44,,311.8912592049892,None,1500,313.90146140499564,None,None,313.90146140499564,None,1.5,45,315.419592634993,None,1,1,315.419592634993,None,You won $0.20!,5.2,2,35,0.5,53.333333333333336,0.32369348254178476,"[1, 1]",33.33333333333333,33,3,,0.3786310579889687,,040,Scanner,2,2019_Aug_22_1141,MID,3.1.5,23.995254103173764,
LgReward,2000,0,45,45,45,,317.3928251499892,None,2000,319.39708385999256,None,None,319.39708385999256,None,1.5,46,321.4209274679888,None,None,0,321.4209274679888,None,You did not win $5.00!,5.2,1,36,0.5,52.17391304347826,0.32369348254178476,[],49.99999999999999,36,3,Adjusting RT...,,,040,Scanner,2,2019_Aug_22_1141,MID,3.1.5,23.995254103173764,
LgReward,1500,0,46,46,46,,323.3916107579862,None,1500,325.40200140699744,None,None,325.40200140699744,None,1.5,47,326.9192544289981,None,None,0,326.9192544289981,None,You did not win $5.00!,5.2,1,37,0.5,51.06382978723404,0.32369348254178476,[0],49.99999999999999,36,3,,,,040,Scanner,2,2019_Aug_22_1141,MID,3.1.5,23.995254103173764,
LgPun,3000,0,47,47,47,,328.8925811339868,None,3000,330.90327271199203,None,None,330.90327271199203,None,1.5,48,333.90973421199305,None,None,0,333.90973421199305,None,You lost $5.00!,0.20000000000000018,4,38,0.5,50.0,0.32369348254178476,"[0, 0]",49.99999999999999,36,3,,,,040,Scanner,2,2019_Aug_22_1141,MID,3.1.5,23.995254103173764,
LgPun,3500,0,48,48,48,,335.89236732799327,None,3500,337.8979840339889,None,1,337.8979840339889,None,1.5,49,341.4105870489875,None,None,0,341.4105870489875,None,You lost $5.00!,-4.8,4,39,0.5,48.97959183673469,0.32369348254178476,[],33.33333333333333,39,3,Adjusting RT...,,0.4812666089856066,040,Scanner,2,2019_Aug_22_1141,MID,3.1.5,23.995254103173764,
LgPun,2500,0,49,49,49,,343.39249872199434,None,2500,345.4050050119986,None,None,345.4050050119986,None,1.5,50,347.9095078409882,None,1,1,347.9095078409882,None,You did not lose $5.00!,-4.8,4,40,0.5,50.0,0.3242954685998848,[1],33.33333333333333,39,3,,0.338743133994285,,040,Scanner,2,2019_Aug_22_1141,MID,3.1.5,23.995254103173764,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Scanner,2,2019_Aug_22_1141,MID,3.1.5,23.995254103173764,
