Condition,FixationDur,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,TrialOrder,cueImage.started,cueImage.stopped,FixationDur,fixation.started,fixation.stopped,fixationResp.keys,fixationResp.started,fixationResp.stopped,feedbackDur,Trial counter,Target.started,Target.stopped,probeResp.keys,probeResp.corr,probeResp.started,probeResp.stopped,msg,TrackEarnings,TrialType,NonNeutralTrialsNum,probeDur,percentacc_total,meanrt,UserAcc,Acc,AdjTrial,AdjTrialInc,probeResp.rt,AdjRTmsg,fixationResp.rt,participant,prac_or_scan,run,date,expName,psychopyVersion,frameRate,
Triangle,2500,0,12,12,12,,104.10029435201432,None,2500,106.1095983510022,None,None,106.1095983510022,None,1.5,13,108.62320422101766,None,1,1,108.62320422101766,None,You did not win or lose anything!,9.8,3,10,0.5,61.53846153846154,0.31766208786939387,[1],33.33333333333333,9,3,0.36262852797517553,,,038,Scanner,2,2019_Aug_25_1131,MID,3.1.5,23.99666932018516,
LgReward,1500,0,13,13,13,,110.60090410499834,None,1500,112.60982605599565,None,None,112.60982605599565,None,1.5,14,114.13095871699625,None,None,0,114.13095871699625,None,You did not win $5.00!,9.8,1,11,0.5,57.14285714285714,0.31766208786939387,"[1, 0]",33.33333333333333,9,3,,,,038,Scanner,2,2019_Aug_25_1131,MID,3.1.5,23.99666932018516,
LgPun,2500,0,14,14,14,,116.10000020699226,None,2500,118.11036548099946,None,None,118.11036548099946,None,1.5,15,120.62460932601243,None,1,1,120.62460932601243,None,You did not lose $5.00!,9.8,4,12,0.48,60.0,0.3180740238846435,[],66.66666666666666,12,3,0.32136951200664043,Adjusting RT...,,038,Scanner,2,2019_Aug_25_1131,MID,3.1.5,23.99666932018516,
SmallReward,1500,0,15,15,15,,122.6011039110017,None,1500,124.60942171601346,None,None,124.60942171601346,None,1.52,16,126.1418336959905,None,None,0,126.1418336959905,None,You did not win $0.20!,9.8,2,13,0.48,56.25,0.3180740238846435,[0],66.66666666666666,12,3,,,,038,Scanner,2,2019_Aug_25_1131,MID,3.1.5,23.99666932018516,
LgReward,1500,0,16,16,16,,128.05914563999977,None,1500,130.07600764499512,None,None,130.07600764499512,None,1.52,17,131.59242086301674,None,None,0,131.59242086301674,None,You did not win $5.00!,9.8,1,14,0.48,52.94117647058824,0.3180740238846435,"[0, 0]",66.66666666666666,12,3,,,,038,Scanner,2,2019_Aug_25_1131,MID,3.1.5,23.99666932018516,
SmallPun,3500,0,17,17,17,,133.52033316899906,None,3500,135.52660461500636,None,None,135.52660461500636,None,1.52,18,139.0432759860123,None,1,1,139.0432759860123,None,You did not lose $0.20!,9.8,5,15,0.5,55.55555555555556,0.320624017395312,[],49.99999999999999,15,3,0.34357395899132825,Adjusting RT...,,038,Scanner,2,2019_Aug_25_1131,MID,3.1.5,23.99666932018516,
LgPun,1500,0,18,18,18,,140.9770189030096,None,1500,142.99444333600695,None,None,142.99444333600695,None,1.5,19,144.49551154801156,None,None,0,144.49551154801156,None,You lost $5.00!,4.800000000000001,4,16,0.5,52.63157894736842,0.320624017395312,[0],49.99999999999999,15,3,,,,038,Scanner,2,2019_Aug_25_1131,MID,3.1.5,23.99666932018516,
LgPun,3500,0,19,19,19,,146.47745948200463,None,3500,148.49491817399394,None,None,148.49491817399394,None,1.5,20,151.9970788070059,None,1,1,151.9970788070059,None,You did not lose $5.00!,4.800000000000001,4,17,0.5,55.00000000000001,0.31919562445149163,"[0, 1]",49.99999999999999,15,3,0.3049116950132884,,,038,Scanner,2,2019_Aug_25_1131,MID,3.1.5,23.99666932018516,
SmallReward,2500,0,20,20,20,,153.97782265301794,None,2500,155.99633296599495,None,None,155.99633296599495,None,1.5,21,158.51251754901023,None,None,0,158.51251754901023,None,You did not win $0.20!,4.800000000000001,2,18,0.5,52.38095238095239,0.31919562445149163,[],33.33333333333333,18,3,,Adjusting RT...,,038,Scanner,2,2019_Aug_25_1131,MID,3.1.5,23.99666932018516,
LgPun,2000,0,21,21,21,,160.47805561200948,None,2000,162.49668416200439,None,None,162.49668416200439,None,1.5,22,164.49674424299155,None,None,0,164.49674424299155,None,You lost $5.00!,-0.1999999999999993,4,19,0.5,50.0,0.31919562445149163,[0],33.33333333333333,18,3,,,,038,Scanner,2,2019_Aug_25_1131,MID,3.1.5,23.99666932018516,
Triangle,2000,0,22,22,22,,166.4782781059912,None,2000,168.49809309400734,None,None,168.49809309400734,None,1.5,23,170.497177347017,None,1,1,170.497177347017,None,You did not win or lose anything!,-0.1999999999999993,3,19,0.5,52.17391304347826,0.3228271874128647,[0],33.33333333333333,18,3,0.36277437998796813,,,038,Scanner,2,2019_Aug_25_1131,MID,3.1.5,23.99666932018516,
LgPun,4000,0,23,23,23,,172.4774986540142,None,4000,174.4985718440148,None,None,174.4985718440148,None,1.5,24,178.49854332601535,None,1,1,178.49854332601535,None,You did not lose $5.00!,-0.1999999999999993,4,20,0.5,54.166666666666664,0.3219506304594688,"[0, 1]",33.33333333333333,18,3,0.31143194701871835,,,038,Scanner,2,2019_Aug_25_1131,MID,3.1.5,23.99666932018516,
LgPun,2000,0,24,24,24,,180.47868336600368,None,2000,182.4992268930073,None,None,182.4992268930073,None,1.5,25,184.49991450901143,None,1,1,184.49991450901143,None,You did not lose $5.00!,-0.1999999999999993,4,21,0.5,56.00000000000001,0.32174439821184414,[],49.99999999999999,21,3,0.3190633789927233,Adjusting RT...,,038,Scanner,2,2019_Aug_25_1131,MID,3.1.5,23.99666932018516,
SmallPun,1500,0,25,25,25,,186.47926007199567,None,1500,188.50009770001634,None,None,188.50009770001634,None,1.5,26,190.00051308999537,None,1,1,190.00051308999537,None,You did not lose $0.20!,-0.1999999999999993,5,22,0.5,57.692307692307686,0.3223833680637957,[1],49.99999999999999,21,3,0.3313289459911175,,,038,Scanner,2,2019_Aug_25_1131,MID,3.1.5,23.99666932018516,
LgPun,3000,0,26,26,26,,191.9784412299923,None,3000,193.98706986699835,None,None,193.98706986699835,None,1.5,27,197.00102768299985,None,1,1,197.00102768299985,None,You did not lose $5.00!,-0.1999999999999993,4,23,0.5,59.25925925925925,0.3232314908727858,"[1, 1]",49.99999999999999,21,3,0.3359533330076374,,,038,Scanner,2,2019_Aug_25_1131,MID,3.1.5,23.99666932018516,
LgReward,2000,0,27,27,27,,198.9798017180001,None,2000,201.00155942700803,None,None,201.00155942700803,None,1.5,28,203.01758962401072,None,None,0,203.01758962401072,None,You did not win $5.00!,-0.1999999999999993,1,24,0.48,57.14285714285714,0.3232314908727858,[],66.66666666666666,24,3,,Adjusting RT...,,038,Scanner,2,2019_Aug_25_1131,MID,3.1.5,23.99666932018516,
Triangle,1500,0,28,28,28,,204.97992446500575,None,1500,206.98971061201883,None,None,206.98971061201883,None,1.52,29,208.50278043100843,None,1,1,208.50278043100843,None,You did not win or lose anything!,-0.1999999999999993,3,24,0.48,58.620689655172406,0.3228764450571308,[],66.66666666666666,24,3,0.31719571200665087,,,038,Scanner,2,2019_Aug_25_1131,MID,3.1.5,23.99666932018516,
Triangle,2000,0,29,29,29,,210.4386021940154,None,2000,212.45353923199582,None,1,212.45353923199582,None,1.52,30,214.4574879000138,None,None,0,214.4574879000138,None,You did not win or lose anything!,-0.1999999999999993,3,24,0.48,56.666666666666664,0.3228764450571308,[],66.66666666666666,24,3,,,1.5474502840079367,038,Scanner,2,2019_Aug_25_1131,MID,3.1.5,23.99666932018516,
SmallReward,4000,0,30,30,30,,216.39720771601424,None,4000,218.4077104020107,None,None,218.4077104020107,None,1.52,31,222.42808894999325,None,1,1,222.42808894999325,None,You won $0.20!,7.216449660063518e-16,2,25,0.48,58.06451612903226,0.3237654681094379,[1],66.66666666666666,24,3,0.3388788599986583,,,038,Scanner,2,2019_Aug_25_1131,MID,3.1.5,23.99666932018516,
Triangle,4000,0,31,31,31,,224.35790750401793,None,4000,226.37170619299286,None,None,226.37170619299286,None,1.52,32,230.37449936801568,None,None,0,230.37449936801568,None,You did not win or lose anything!,7.216449660063518e-16,3,25,0.48,56.25,0.3237654681094379,[1],66.66666666666666,24,3,,,,038,Scanner,2,2019_Aug_25_1131,MID,3.1.5,23.99666932018516,
SmallReward,3500,0,32,32,32,,232.31434726901352,None,3500,234.32433020800818,None,None,234.32433020800818,None,1.52,33,237.847280720016,None,None,0,237.847280720016,None,You did not win $0.20!,7.216449660063518e-16,2,26,0.48,54.54545454545454,0.3237654681094379,"[1, 0]",66.66666666666666,24,3,,,,038,Scanner,2,2019_Aug_25_1131,MID,3.1.5,23.99666932018516,
Triangle,1500,0,33,33,33,,239.7736380569986,None,1500,241.7899012720154,None,None,241.7899012720154,None,1.52,34,243.28834950801684,None,1,1,243.28834950801684,None,You did not win or lose anything!,7.216449660063518e-16,3,26,0.48,55.88235294117647,0.3253905667883565,"[1, 0]",66.66666666666666,24,3,0.35464234300889075,,,038,Scanner,2,2019_Aug_25_1131,MID,3.1.5,23.99666932018516,
SmallReward,1500,0,34,34,34,,245.23805666601402,None,1500,247.24164680301328,None,None,247.24164680301328,None,1.52,35,248.77527625201037,None,None,0,248.77527625201037,None,You did not win $0.20!,7.216449660063518e-16,2,27,0.5,54.285714285714285,0.3253905667883565,[],49.99999999999999,27,3,,Adjusting RT...,,038,Scanner,2,2019_Aug_25_1131,MID,3.1.5,23.99666932018516,
SmallPun,4000,0,35,35,35,,250.6905202449998,None,4000,252.70857955000247,None,None,252.70857955000247,None,1.5,36,256.70913069101516,None,1,1,256.70913069101516,None,You did not lose $0.20!,7.216449660063518e-16,5,28,0.5,55.55555555555556,0.32670811994903487,[1],49.99999999999999,27,3,0.35174163000192493,,,038,Scanner,2,2019_Aug_25_1131,MID,3.1.5,23.99666932018516,
Triangle,1500,0,36,36,36,,258.69087205300457,None,1500,260.7100121130061,None,1,260.7100121130061,None,1.5,37,262.2097045129922,None,None,0,262.2097045129922,None,You did not win or lose anything!,7.216449660063518e-16,3,28,0.5,54.054054054054056,0.32670811994903487,[1],49.99999999999999,27,3,,,0.6978648779913783,038,Scanner,2,2019_Aug_25_1131,MID,3.1.5,23.99666932018516,
SmallPun,2000,0,37,37,37,,264.1905032020004,None,2000,266.21045813400997,None,None,266.21045813400997,None,1.5,38,268.2108126160165,None,1,1,268.2108126160165,None,You did not lose $0.20!,7.216449660063518e-16,5,29,0.5,55.26315789473685,0.32815329166589347,"[1, 1]",49.99999999999999,27,3,0.3570567260030657,,,038,Scanner,2,2019_Aug_25_1131,MID,3.1.5,23.99666932018516,
LgReward,2500,0,38,38,38,,270.19048085299437,None,2500,272.2108373090159,None,None,272.2108373090159,None,1.5,39,274.727407880011,None,1,1,274.727407880011,None,You won $5.00!,5.000000000000001,1,30,0.48,56.41025641025641,0.32703633604581805,[],66.66666666666666,30,3,0.3035802680242341,Adjusting RT...,,038,Scanner,2,2019_Aug_25_1131,MID,3.1.5,23.99666932018516,
LgReward,1500,0,39,39,39,,276.69168490101583,None,1500,278.71201912200195,None,None,278.71201912200195,None,1.52,40,280.2306211760151,None,None,0,280.2306211760151,None,You did not win $5.00!,5.000000000000001,1,31,0.48,55.00000000000001,0.32703633604581805,[0],66.66666666666666,30,3,,,,038,Scanner,2,2019_Aug_25_1131,MID,3.1.5,23.99666932018516,
LgPun,1500,0,40,40,40,,282.14993759899517,None,1500,284.1628107269935,None,None,284.1628107269935,None,1.52,41,285.66825014699134,None,None,0,285.66825014699134,None,You lost $5.00!,8.881784197001252e-16,4,32,0.48,53.65853658536586,0.32703633604581805,"[0, 0]",66.66666666666666,30,3,,,,038,Scanner,2,2019_Aug_25_1131,MID,3.1.5,23.99666932018516,
SmallPun,2000,0,41,41,41,,287.6088352139923,None,2000,289.6291058360075,None,None,289.6291058360075,None,1.52,42,291.6304895800131,None,1,1,291.6304895800131,None,You did not lose $0.20!,8.881784197001252e-16,5,33,0.45999999999999996,54.761904761904766,0.3273174913040787,[],66.66666666666666,33,3,0.33350290698581375,Adjusting RT...,,038,Scanner,2,2019_Aug_25_1131,MID,3.1.5,23.99666932018516,
LgReward,1500,0,42,42,42,,293.5672040079953,None,1500,295.5806205650151,None,None,295.5806205650151,None,1.54,43,297.09796703699976,None,1,1,297.09796703699976,None,You won $5.00!,5.000000000000001,1,34,0.45999999999999996,55.81395348837209,0.32717505870823516,[1],66.66666666666666,33,3,0.32389910900383256,,,038,Scanner,2,2019_Aug_25_1131,MID,3.1.5,23.99666932018516,
SmallPun,1500,0,43,43,43,,299.06795833300566,None,1500,301.08185700900503,None,1,301.08185700900503,None,1.54,44,302.58593823600677,None,None,0,302.58593823600677,None,You lost $0.20!,4.800000000000001,5,35,0.45999999999999996,54.54545454545454,0.32717505870823516,"[1, 0]",66.66666666666666,33,3,,,0.6511223129928112,038,Scanner,2,2019_Aug_25_1131,MID,3.1.5,23.99666932018516,
SmallReward,1500,0,44,44,44,,304.56788779899944,None,1500,306.58258833701257,None,None,306.58258833701257,None,1.54,45,308.09928686899366,None,None,0,308.09928686899366,None,You did not win $0.20!,4.800000000000001,2,36,0.49999999999999994,53.333333333333336,0.32717505870823516,[],33.33333333333333,36,3,,Adjusting RT...,,038,Scanner,2,2019_Aug_25_1131,MID,3.1.5,23.99666932018516,
LgReward,4000,0,45,45,45,,310.06717130501056,None,4000,312.0833893160161,None,None,312.0833893160161,None,1.5,46,316.1008414530079,None,1,1,316.1008414530079,None,You won $5.00!,9.8,1,37,0.49999999999999994,54.347826086956516,0.3277733521198388,[1],33.33333333333333,36,3,0.34213239399832673,,,038,Scanner,2,2019_Aug_25_1131,MID,3.1.5,23.99666932018516,
Triangle,3000,0,46,46,46,,318.0705427750072,None,3000,320.083777449996,None,None,320.083777449996,None,1.5,47,323.0888689169951,None,1,1,323.0888689169951,None,You did not win or lose anything!,9.8,3,37,0.49999999999999994,55.319148936170215,0.32890160161612303,[1],33.33333333333333,36,3,0.35710783902322873,,,038,Scanner,2,2019_Aug_25_1131,MID,3.1.5,23.99666932018516,
SmallPun,3000,0,47,47,47,,325.0690937710169,None,3000,327.0853202090075,None,None,327.0853202090075,None,1.5,48,330.0892373660172,None,None,0,330.0892373660172,None,You lost $0.20!,9.600000000000001,5,38,0.49999999999999994,54.166666666666664,0.32890160161612303,"[1, 0]",33.33333333333333,36,3,,,,038,Scanner,2,2019_Aug_25_1131,MID,3.1.5,23.99666932018516,
SmallPun,2500,0,48,48,48,,332.0694025339908,None,2500,334.08608270800323,None,None,334.08608270800323,None,1.5,49,336.5884182550071,None,1,1,336.5884182550071,None,You did not lose $0.20!,9.600000000000001,5,39,0.5,55.10204081632652,0.32903723685282144,[],49.99999999999999,39,3,0.3325637530069798,Adjusting RT...,,038,Scanner,2,2019_Aug_25_1131,MID,3.1.5,23.99666932018516,
SmallReward,2000,0,49,49,49,,338.5694896180066,None,2000,340.58673198500765,None,None,340.58673198500765,None,1.5,50,342.60353603499243,None,None,0,342.60353603499243,None,You did not win $0.20!,9.600000000000001,2,40,0.5,54.0,0.32903723685282144,[0],49.99999999999999,39,3,,,,038,Scanner,2,2019_Aug_25_1131,MID,3.1.5,23.99666932018516,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,038,Scanner,2,2019_Aug_25_1131,MID,3.1.5,23.99666932018516,
