Condition,FixationDur,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instructFig.started,instructFig.stopped,text_2.started,text_2.stopped,PrepFixation.started,PrepFixation.stopped,TrialOrder,cueImage.started,cueImage.stopped,FixationDur,fixation.started,fixation.stopped,fixationResp.keys,fixationResp.started,fixationResp.stopped,feedbackDur,rt_list,Trial counter,Target.started,Target.stopped,probeResp.keys,probeResp.corr,probeResp.started,probeResp.stopped,msg,TrackEarnings,TrialType,NonNeutralTrialsNum,probeDur,percentacc_total,meanrt,UserAcc,Acc,AdjTrial,AdjTrialInc,feedbackMsg.started,feedbackMsg.stopped,probeResp.rt,AdjRTmsg,fixationResp.rt,polygon.started,polygon.stopped,text.started,text.stopped,participant,prac_or_scan,practiceRT,date,expName,psychopyVersion,frameRate,
SmallPun,3000,1,0,1,0,0,9,9,9,,,,,,,,392.7635859680013,None,3000,394.7977286079986,None,None,394.7977286079986,None,1.5,"[0.2542431369947735, 0.2521261920046527, 0.2278964819997782, 0.028245911998965312, 0.24655221500142943, 0.2810867330044857, 0.24129695699957665, 0.24258045100577874, 0.13636809099989478, 0.2802276790025644, 0.24199843099631835, 0.2582734710013028, 0.23398807900230167, 0.23995493500115117, 0.3234939550020499, 0.28956394200213253, 0.24181299500196474, 0.30217760000232374, 0.2379019639993203, 0.2749131730015506, 0.22509866500331555, 0.22097308899537893, 0.2001992059958866, 0.2992942499986384, 0.25094765800167806, 0.2059631750016706, 0.23412706899398472, 0.2757518889993662, 0.27056383099989034, 0.23540899199724663]",60,397.81060702299874,None,1,1,397.81060702299874,None,You did not lose $0.20!,-4.800000000000001,5,49,0.5,50.0,0.2417676739336457,[1],33.33333333333333,48,3,398.2643705189985,None,0.23540899199724663,,,,,,,1,Scanner,0.35,2019_Aug_14_1139,MID,3.1.5,59.9010861757641,
LgReward,4000,1,0,1,0,0,10,10,10,,,,,,,,399.78137986399815,None,4000,401.7987211330037,None,None,401.7987211330037,None,1.5,"[0.2542431369947735, 0.2521261920046527, 0.2278964819997782, 0.028245911998965312, 0.24655221500142943, 0.2810867330044857, 0.24129695699957665, 0.24258045100577874, 0.13636809099989478, 0.2802276790025644, 0.24199843099631835, 0.2582734710013028, 0.23398807900230167, 0.23995493500115117, 0.3234939550020499, 0.28956394200213253, 0.24181299500196474, 0.30217760000232374, 0.2379019639993203, 0.2749131730015506, 0.22509866500331555, 0.22097308899537893, 0.2001992059958866, 0.2992942499986384, 0.25094765800167806, 0.2059631750016706, 0.23412706899398472, 0.2757518889993662, 0.27056383099989034, 0.23540899199724663, 0.30310029599786503]",61,405.8229884350003,None,1,1,405.8229884350003,None,You won $5.00!,0.1999999999999993,1,50,0.5,50.81967213114754,0.24374614561313665,"[1, 1]",33.33333333333333,48,3,406.2658529210021,None,0.30310029599786503,,,,,,,1,Scanner,0.35,2019_Aug_14_1139,MID,3.1.5,59.9010861757641,
LgReward,2500,1,0,1,0,0,11,11,11,,,,,,,,407.7824876509985,None,2500,409.799079477998,None,None,409.799079477998,None,1.5,"[0.2542431369947735, 0.2521261920046527, 0.2278964819997782, 0.028245911998965312, 0.24655221500142943, 0.2810867330044857, 0.24129695699957665, 0.24258045100577874, 0.13636809099989478, 0.2802276790025644, 0.24199843099631835, 0.2582734710013028, 0.23398807900230167, 0.23995493500115117, 0.3234939550020499, 0.28956394200213253, 0.24181299500196474, 0.30217760000232374, 0.2379019639993203, 0.2749131730015506, 0.22509866500331555, 0.22097308899537893, 0.2001992059958866, 0.2992942499986384, 0.25094765800167806, 0.2059631750016706, 0.23412706899398472, 0.2757518889993662, 0.27056383099989034, 0.23540899199724663, 0.30310029599786503, 0.25737640500301495]",62,412.3167016840016,None,1,1,412.3167016840016,None,You won $5.00!,5.199999999999999,1,51,0.48,51.61290322580645,0.24417209121907035,[],66.66666666666666,51,3,412.76663949200156,None,0.25737640500301495,Adjusting RT...,,,,,,1,Scanner,0.35,2019_Aug_14_1139,MID,3.1.5,59.9010861757641,
Triangle,1500,1,0,1,0,0,12,12,12,,,,,,,,414.26784368600056,None,1500,416.30027510700165,None,None,416.30027510700165,None,1.52,"[0.2542431369947735, 0.2521261920046527, 0.2278964819997782, 0.028245911998965312, 0.24655221500142943, 0.2810867330044857, 0.24129695699957665, 0.24258045100577874, 0.13636809099989478, 0.2802276790025644, 0.24199843099631835, 0.2582734710013028, 0.23398807900230167, 0.23995493500115117, 0.3234939550020499, 0.28956394200213253, 0.24181299500196474, 0.30217760000232374, 0.2379019639993203, 0.2749131730015506, 0.22509866500331555, 0.22097308899537893, 0.2001992059958866, 0.2992942499986384, 0.25094765800167806, 0.2059631750016706, 0.23412706899398472, 0.2757518889993662, 0.27056383099989034, 0.23540899199724663, 0.30310029599786503, 0.25737640500301495, 0.34433510700182524]",63,417.81374679500004,None,1,1,417.81374679500004,None,You did not win or lose anything!,5.199999999999999,3,51,0.48,52.38095238095239,0.24720733412157808,[],66.66666666666666,51,3,418.2503515130011,None,0.34433510700182524,,,,,,,1,Scanner,0.35,2019_Aug_14_1139,MID,3.1.5,59.9010861757641,
LgReward,1500,1,0,1,0,0,13,13,13,,,,,,,,419.7840095369975,None,1500,421.8003990139987,None,None,421.8003990139987,None,1.52,"[0.2542431369947735, 0.2521261920046527, 0.2278964819997782, 0.028245911998965312, 0.24655221500142943, 0.2810867330044857, 0.24129695699957665, 0.24258045100577874, 0.13636809099989478, 0.2802276790025644, 0.24199843099631835, 0.2582734710013028, 0.23398807900230167, 0.23995493500115117, 0.3234939550020499, 0.28956394200213253, 0.24181299500196474, 0.30217760000232374, 0.2379019639993203, 0.2749131730015506, 0.22509866500331555, 0.22097308899537893, 0.2001992059958866, 0.2992942499986384, 0.25094765800167806, 0.2059631750016706, 0.23412706899398472, 0.2757518889993662, 0.27056383099989034, 0.23540899199724663, 0.30310029599786503, 0.25737640500301495, 0.34433510700182524, 0.27984052499959944]",64,423.31823209999857,None,1,1,423.31823209999857,None,You won $5.00!,10.2,1,52,0.48,53.125,0.2481671338532846,[1],66.66666666666666,51,3,423.75069763800275,None,0.27984052499959944,,,,,,,1,Scanner,0.35,2019_Aug_14_1139,MID,3.1.5,59.9010861757641,
SmallReward,1500,1,0,1,0,0,14,14,14,,,,,,,,425.29147548699984,None,1500,427.3013283820037,None,None,427.3013283820037,None,1.52,"[0.2542431369947735, 0.2521261920046527, 0.2278964819997782, 0.028245911998965312, 0.24655221500142943, 0.2810867330044857, 0.24129695699957665, 0.24258045100577874, 0.13636809099989478, 0.2802276790025644, 0.24199843099631835, 0.2582734710013028, 0.23398807900230167, 0.23995493500115117, 0.3234939550020499, 0.28956394200213253, 0.24181299500196474, 0.30217760000232374, 0.2379019639993203, 0.2749131730015506, 0.22509866500331555, 0.22097308899537893, 0.2001992059958866, 0.2992942499986384, 0.25094765800167806, 0.2059631750016706, 0.23412706899398472, 0.2757518889993662, 0.27056383099989034, 0.23540899199724663, 0.30310029599786503, 0.25737640500301495, 0.34433510700182524, 0.27984052499959944]",65,428.8183681189985,None,None,0,428.8183681189985,None,You did not win $0.20!,10.2,2,53,0.48,52.307692307692314,0.2481671338532846,"[1, 0]",66.66666666666666,51,3,429.2690316790031,None,,,,,,,,1,Scanner,0.35,2019_Aug_14_1139,MID,3.1.5,59.9010861757641,
LgPun,1500,1,0,1,0,0,15,15,15,,,,,,,,430.7685666910038,None,1500,432.8023948760019,None,None,432.8023948760019,None,1.52,"[0.2542431369947735, 0.2521261920046527, 0.2278964819997782, 0.028245911998965312, 0.24655221500142943, 0.2810867330044857, 0.24129695699957665, 0.24258045100577874, 0.13636809099989478, 0.2802276790025644, 0.24199843099631835, 0.2582734710013028, 0.23398807900230167, 0.23995493500115117, 0.3234939550020499, 0.28956394200213253, 0.24181299500196474, 0.30217760000232374, 0.2379019639993203, 0.2749131730015506, 0.22509866500331555, 0.22097308899537893, 0.2001992059958866, 0.2992942499986384, 0.25094765800167806, 0.2059631750016706, 0.23412706899398472, 0.2757518889993662, 0.27056383099989034, 0.23540899199724663, 0.30310029599786503, 0.25737640500301495, 0.34433510700182524, 0.27984052499959944]",66,434.30295899700286,None,None,0,434.30295899700286,None,You lost $5.00!,5.199999999999999,4,54,0.45999999999999996,51.515151515151516,0.2481671338532846,[],66.66666666666666,54,3,434.76951197999733,None,,Adjusting RT...,,,,,,1,Scanner,0.35,2019_Aug_14_1139,MID,3.1.5,59.9010861757641,
SmallReward,2500,1,0,1,0,0,16,16,16,,,,,,,,436.2930519360016,None,2500,438.3037780290033,None,1,438.3037780290033,None,1.54,"[0.2542431369947735, 0.2521261920046527, 0.2278964819997782, 0.028245911998965312, 0.24655221500142943, 0.2810867330044857, 0.24129695699957665, 0.24258045100577874, 0.13636809099989478, 0.2802276790025644, 0.24199843099631835, 0.2582734710013028, 0.23398807900230167, 0.23995493500115117, 0.3234939550020499, 0.28956394200213253, 0.24181299500196474, 0.30217760000232374, 0.2379019639993203, 0.2749131730015506, 0.22509866500331555, 0.22097308899537893, 0.2001992059958866, 0.2992942499986384, 0.25094765800167806, 0.2059631750016706, 0.23412706899398472, 0.2757518889993662, 0.27056383099989034, 0.23540899199724663, 0.30310029599786503, 0.25737640500301495, 0.34433510700182524, 0.27984052499959944]",67,440.8304566880033,None,None,0,440.8304566880033,None,You did not win $0.20!,5.199999999999999,2,55,0.45999999999999996,50.74626865671642,0.2481671338532846,[0],66.66666666666666,54,3,441.2369086519975,None,,,0.4206736250052927,,,,,1,Scanner,0.35,2019_Aug_14_1139,MID,3.1.5,59.9010861757641,
SmallReward,3000,1,0,1,0,0,17,17,17,,,,,,,,442.7692981779983,None,3000,444.79391836500145,None,None,444.79391836500145,None,1.54,"[0.2542431369947735, 0.2521261920046527, 0.2278964819997782, 0.028245911998965312, 0.24655221500142943, 0.2810867330044857, 0.24129695699957665, 0.24258045100577874, 0.13636809099989478, 0.2802276790025644, 0.24199843099631835, 0.2582734710013028, 0.23398807900230167, 0.23995493500115117, 0.3234939550020499, 0.28956394200213253, 0.24181299500196474, 0.30217760000232374, 0.2379019639993203, 0.2749131730015506, 0.22509866500331555, 0.22097308899537893, 0.2001992059958866, 0.2992942499986384, 0.25094765800167806, 0.2059631750016706, 0.23412706899398472, 0.2757518889993662, 0.27056383099989034, 0.23540899199724663, 0.30310029599786503, 0.25737640500301495, 0.34433510700182524, 0.27984052499959944, 0.2526490759992157]",68,447.86385403299937,None,1,1,447.86385403299937,None,You won $0.20!,5.3999999999999995,2,56,0.45999999999999996,51.470588235294116,0.24829518934316833,"[0, 1]",66.66666666666666,54,3,448.2043472590012,None,0.2526490759992157,,,,,,,1,Scanner,0.35,2019_Aug_14_1139,MID,3.1.5,59.9010861757641,
Triangle,2000,1,0,1,0,0,18,18,18,,,,,,,,449.7377465940008,None,2000,451.7725798829997,None,None,451.7725798829997,None,1.54,"[0.2542431369947735, 0.2521261920046527, 0.2278964819997782, 0.028245911998965312, 0.24655221500142943, 0.2810867330044857, 0.24129695699957665, 0.24258045100577874, 0.13636809099989478, 0.2802276790025644, 0.24199843099631835, 0.2582734710013028, 0.23398807900230167, 0.23995493500115117, 0.3234939550020499, 0.28956394200213253, 0.24181299500196474, 0.30217760000232374, 0.2379019639993203, 0.2749131730015506, 0.22509866500331555, 0.22097308899537893, 0.2001992059958866, 0.2992942499986384, 0.25094765800167806, 0.2059631750016706, 0.23412706899398472, 0.2757518889993662, 0.27056383099989034, 0.23540899199724663, 0.30310029599786503, 0.25737640500301495, 0.34433510700182524, 0.27984052499959944, 0.2526490759992157]",69,453.7858213380023,None,None,0,453.7858213380023,None,You did not win or lose anything!,5.3999999999999995,3,56,0.45999999999999996,50.72463768115942,0.24829518934316833,"[0, 1]",66.66666666666666,54,3,454.20476758300356,None,,,,,,,,1,Scanner,0.35,2019_Aug_14_1139,MID,3.1.5,59.9010861757641,
SmallReward,3500,1,0,1,0,0,19,19,19,,,,,,,,455.738592255002,None,3500,457.75583246300084,None,None,457.75583246300084,None,1.54,"[0.2542431369947735, 0.2521261920046527, 0.2278964819997782, 0.028245911998965312, 0.24655221500142943, 0.2810867330044857, 0.24129695699957665, 0.24258045100577874, 0.13636809099989478, 0.2802276790025644, 0.24199843099631835, 0.2582734710013028, 0.23398807900230167, 0.23995493500115117, 0.3234939550020499, 0.28956394200213253, 0.24181299500196474, 0.30217760000232374, 0.2379019639993203, 0.2749131730015506, 0.22509866500331555, 0.22097308899537893, 0.2001992059958866, 0.2992942499986384, 0.25094765800167806, 0.2059631750016706, 0.23412706899398472, 0.2757518889993662, 0.27056383099989034, 0.23540899199724663, 0.30310029599786503, 0.25737640500301495, 0.34433510700182524, 0.27984052499959944, 0.2526490759992157, 0.30607192799652694]",70,461.285272891997,None,1,1,461.285272891997,None,You won $0.20!,5.6,2,57,0.48,51.42857142857142,0.24990009875020608,[],49.99999999999999,57,3,461.6724816200003,None,0.30607192799652694,Adjusting RT...,,,,,,1,Scanner,0.35,2019_Aug_14_1139,MID,3.1.5,59.9010861757641,
LgPun,2000,1,0,1,0,0,20,20,20,,,,,,,,463.2061990209986,None,2000,465.23998881399893,None,None,465.23998881399893,None,1.52,"[0.2542431369947735, 0.2521261920046527, 0.2278964819997782, 0.028245911998965312, 0.24655221500142943, 0.2810867330044857, 0.24129695699957665, 0.24258045100577874, 0.13636809099989478, 0.2802276790025644, 0.24199843099631835, 0.2582734710013028, 0.23398807900230167, 0.23995493500115117, 0.3234939550020499, 0.28956394200213253, 0.24181299500196474, 0.30217760000232374, 0.2379019639993203, 0.2749131730015506, 0.22509866500331555, 0.22097308899537893, 0.2001992059958866, 0.2992942499986384, 0.25094765800167806, 0.2059631750016706, 0.23412706899398472, 0.2757518889993662, 0.27056383099989034, 0.23540899199724663, 0.30310029599786503, 0.25737640500301495, 0.34433510700182524, 0.27984052499959944, 0.2526490759992157, 0.30607192799652694]",71,467.2404067030002,None,None,0,467.2404067030002,None,You lost $5.00!,0.5999999999999996,4,58,0.48,50.70422535211267,0.24990009875020608,[0],49.99999999999999,57,3,467.70830810700136,None,,,,,,,,1,Scanner,0.35,2019_Aug_14_1139,MID,3.1.5,59.9010861757641,
LgReward,3000,1,0,1,0,0,21,21,21,,,,,,,,469.23065734899865,None,3000,471.2409446149977,None,None,471.2409446149977,None,1.52,"[0.2542431369947735, 0.2521261920046527, 0.2278964819997782, 0.028245911998965312, 0.24655221500142943, 0.2810867330044857, 0.24129695699957665, 0.24258045100577874, 0.13636809099989478, 0.2802276790025644, 0.24199843099631835, 0.2582734710013028, 0.23398807900230167, 0.23995493500115117, 0.3234939550020499, 0.28956394200213253, 0.24181299500196474, 0.30217760000232374, 0.2379019639993203, 0.2749131730015506, 0.22509866500331555, 0.22097308899537893, 0.2001992059958866, 0.2992942499986384, 0.25094765800167806, 0.2059631750016706, 0.23412706899398472, 0.2757518889993662, 0.27056383099989034, 0.23540899199724663, 0.30310029599786503, 0.25737640500301495, 0.34433510700182524, 0.27984052499959944, 0.2526490759992157, 0.30607192799652694, 0.3482226210035151]",72,474.26643558799697,None,1,1,474.26643558799697,None,You won $5.00!,5.6,1,59,0.48,51.388888888888886,0.2525574642165117,"[0, 1]",49.99999999999999,57,3,474.70761142099946,None,0.3482226210035151,,,,,,,1,Scanner,0.35,2019_Aug_14_1139,MID,3.1.5,59.9010861757641,
LgReward,2000,1,0,1,0,0,22,22,22,,,,,,,,476.2317498170014,None,2000,478.2411866830007,None,None,478.2411866830007,None,1.52,"[0.2542431369947735, 0.2521261920046527, 0.2278964819997782, 0.028245911998965312, 0.24655221500142943, 0.2810867330044857, 0.24129695699957665, 0.24258045100577874, 0.13636809099989478, 0.2802276790025644, 0.24199843099631835, 0.2582734710013028, 0.23398807900230167, 0.23995493500115117, 0.3234939550020499, 0.28956394200213253, 0.24181299500196474, 0.30217760000232374, 0.2379019639993203, 0.2749131730015506, 0.22509866500331555, 0.22097308899537893, 0.2001992059958866, 0.2992942499986384, 0.25094765800167806, 0.2059631750016706, 0.23412706899398472, 0.2757518889993662, 0.27056383099989034, 0.23540899199724663, 0.30310029599786503, 0.25737640500301495, 0.34433510700182524, 0.27984052499959944, 0.2526490759992157, 0.30607192799652694, 0.3482226210035151]",73,480.2697408210006,None,None,0,480.2697408210006,None,You did not win $5.00!,5.6,1,60,0.5,50.68493150684932,0.2525574642165117,[],49.99999999999999,60,3,480.7092565269995,None,,Adjusting RT...,,,,,,1,Scanner,0.35,2019_Aug_14_1139,MID,3.1.5,59.9010861757641,
Triangle,3000,1,0,1,0,0,23,23,23,,,,,,,,482.210037017001,None,3000,484.24194601199997,None,None,484.24194601199997,None,1.5,"[0.2542431369947735, 0.2521261920046527, 0.2278964819997782, 0.028245911998965312, 0.24655221500142943, 0.2810867330044857, 0.24129695699957665, 0.24258045100577874, 0.13636809099989478, 0.2802276790025644, 0.24199843099631835, 0.2582734710013028, 0.23398807900230167, 0.23995493500115117, 0.3234939550020499, 0.28956394200213253, 0.24181299500196474, 0.30217760000232374, 0.2379019639993203, 0.2749131730015506, 0.22509866500331555, 0.22097308899537893, 0.2001992059958866, 0.2992942499986384, 0.25094765800167806, 0.2059631750016706, 0.23412706899398472, 0.2757518889993662, 0.27056383099989034, 0.23540899199724663, 0.30310029599786503, 0.25737640500301495, 0.34433510700182524, 0.27984052499959944, 0.2526490759992157, 0.30607192799652694, 0.3482226210035151, 0.2557618279970484]",74,487.2556798470032,None,1,1,487.2556798470032,None,You did not win or lose anything!,5.6,3,60,0.5,51.35135135135135,0.25264178957915745,[],49.99999999999999,60,3,487.70923147100257,None,0.2557618279970484,,,,,,,1,Scanner,0.35,2019_Aug_14_1139,MID,3.1.5,59.9010861757641,
LgPun,2500,1,0,1,0,0,24,24,24,,,,,,,,489.21142043500004,None,2500,491.24334512899804,None,None,491.24334512899804,None,1.5,"[0.2542431369947735, 0.2521261920046527, 0.2278964819997782, 0.028245911998965312, 0.24655221500142943, 0.2810867330044857, 0.24129695699957665, 0.24258045100577874, 0.13636809099989478, 0.2802276790025644, 0.24199843099631835, 0.2582734710013028, 0.23398807900230167, 0.23995493500115117, 0.3234939550020499, 0.28956394200213253, 0.24181299500196474, 0.30217760000232374, 0.2379019639993203, 0.2749131730015506, 0.22509866500331555, 0.22097308899537893, 0.2001992059958866, 0.2992942499986384, 0.25094765800167806, 0.2059631750016706, 0.23412706899398472, 0.2757518889993662, 0.27056383099989034, 0.23540899199724663, 0.30310029599786503, 0.25737640500301495, 0.34433510700182524, 0.27984052499959944, 0.2526490759992157, 0.30607192799652694, 0.3482226210035151, 0.2557618279970484, 0.301332087998162]",75,493.754229942002,None,1,1,493.754229942002,None,You did not lose $5.00!,5.6,4,61,0.5,52.0,0.2538902587693883,[1],49.99999999999999,60,3,494.22722126900044,None,0.301332087998162,,,,,,,1,Scanner,0.35,2019_Aug_14_1139,MID,3.1.5,59.9010861757641,
SmallReward,1500,1,0,1,0,0,25,25,25,,,,,,,,495.72690438300197,None,1500,497.7436064529975,None,None,497.7436064529975,None,1.5,"[0.2542431369947735, 0.2521261920046527, 0.2278964819997782, 0.028245911998965312, 0.24655221500142943, 0.2810867330044857, 0.24129695699957665, 0.24258045100577874, 0.13636809099989478, 0.2802276790025644, 0.24199843099631835, 0.2582734710013028, 0.23398807900230167, 0.23995493500115117, 0.3234939550020499, 0.28956394200213253, 0.24181299500196474, 0.30217760000232374, 0.2379019639993203, 0.2749131730015506, 0.22509866500331555, 0.22097308899537893, 0.2001992059958866, 0.2992942499986384, 0.25094765800167806, 0.2059631750016706, 0.23412706899398472, 0.2757518889993662, 0.27056383099989034, 0.23540899199724663, 0.30310029599786503, 0.25737640500301495, 0.34433510700182524, 0.27984052499959944, 0.2526490759992157, 0.30607192799652694, 0.3482226210035151, 0.2557618279970484, 0.301332087998162]",76,499.26092040500225,None,None,0,499.26092040500225,None,You did not win $0.20!,5.6,2,62,0.5,51.31578947368421,0.2538902587693883,"[1, 0]",49.99999999999999,60,3,499.71026402999996,None,,,,,,,,1,Scanner,0.35,2019_Aug_14_1139,MID,3.1.5,59.9010861757641,
Triangle,4000,1,0,1,0,0,26,26,26,,,,,,,,501.2129311989993,None,4000,503.2441720959978,None,None,503.2441720959978,None,1.5,"[0.2542431369947735, 0.2521261920046527, 0.2278964819997782, 0.028245911998965312, 0.24655221500142943, 0.2810867330044857, 0.24129695699957665, 0.24258045100577874, 0.13636809099989478, 0.2802276790025644, 0.24199843099631835, 0.2582734710013028, 0.23398807900230167, 0.23995493500115117, 0.3234939550020499, 0.28956394200213253, 0.24181299500196474, 0.30217760000232374, 0.2379019639993203, 0.2749131730015506, 0.22509866500331555, 0.22097308899537893, 0.2001992059958866, 0.2992942499986384, 0.25094765800167806, 0.2059631750016706, 0.23412706899398472, 0.2757518889993662, 0.27056383099989034, 0.23540899199724663, 0.30310029599786503, 0.25737640500301495, 0.34433510700182524, 0.27984052499959944, 0.2526490759992157, 0.30607192799652694, 0.3482226210035151, 0.2557618279970484, 0.301332087998162, 0.316861268998764]",77,507.2586752549978,None,1,1,507.2586752549978,None,You did not win or lose anything!,5.6,3,62,0.5,51.94805194805194,0.2554645340251227,"[1, 0]",49.99999999999999,60,3,507.7117619100027,None,0.316861268998764,,,,,,,1,Scanner,0.35,2019_Aug_14_1139,MID,3.1.5,59.9010861757641,
SmallPun,2000,1,0,1,0,0,27,27,27,,,,,,,,509.2120029470025,None,2000,511.24510150199785,None,None,511.24510150199785,None,1.5,"[0.2542431369947735, 0.2521261920046527, 0.2278964819997782, 0.028245911998965312, 0.24655221500142943, 0.2810867330044857, 0.24129695699957665, 0.24258045100577874, 0.13636809099989478, 0.2802276790025644, 0.24199843099631835, 0.2582734710013028, 0.23398807900230167, 0.23995493500115117, 0.3234939550020499, 0.28956394200213253, 0.24181299500196474, 0.30217760000232374, 0.2379019639993203, 0.2749131730015506, 0.22509866500331555, 0.22097308899537893, 0.2001992059958866, 0.2992942499986384, 0.25094765800167806, 0.2059631750016706, 0.23412706899398472, 0.2757518889993662, 0.27056383099989034, 0.23540899199724663, 0.30310029599786503, 0.25737640500301495, 0.34433510700182524, 0.27984052499959944, 0.2526490759992157, 0.30607192799652694, 0.3482226210035151, 0.2557618279970484, 0.301332087998162, 0.316861268998764, 0.3528837800040492]",78,513.2466879330022,None,1,1,513.2466879330022,None,You did not lose $0.20!,5.6,5,63,0.5,52.56410256410257,0.2578406131953404,[],49.99999999999999,63,3,513.7133302470029,None,0.3528837800040492,Adjusting RT...,,,,,,1,Scanner,0.35,2019_Aug_14_1139,MID,3.1.5,59.9010861757641,
Triangle,1500,1,0,1,0,0,28,28,28,,,,,,,,515.2139106969989,None,1500,517.2467238600002,None,None,517.2467238600002,None,1.5,"[0.2542431369947735, 0.2521261920046527, 0.2278964819997782, 0.028245911998965312, 0.24655221500142943, 0.2810867330044857, 0.24129695699957665, 0.24258045100577874, 0.13636809099989478, 0.2802276790025644, 0.24199843099631835, 0.2582734710013028, 0.23398807900230167, 0.23995493500115117, 0.3234939550020499, 0.28956394200213253, 0.24181299500196474, 0.30217760000232374, 0.2379019639993203, 0.2749131730015506, 0.22509866500331555, 0.22097308899537893, 0.2001992059958866, 0.2992942499986384, 0.25094765800167806, 0.2059631750016706, 0.23412706899398472, 0.2757518889993662, 0.27056383099989034, 0.23540899199724663, 0.30310029599786503, 0.25737640500301495, 0.34433510700182524, 0.27984052499959944, 0.2526490759992157, 0.30607192799652694, 0.3482226210035151, 0.2557618279970484, 0.301332087998162, 0.316861268998764, 0.3528837800040492, 0.26867042400408536]",79,518.7467708640033,None,1,1,518.7467708640033,None,You did not win or lose anything!,5.6,3,63,0.5,53.16455696202531,0.2580984658336439,[],49.99999999999999,63,3,519.2305098900033,None,0.26867042400408536,,,,,,,1,Scanner,0.35,2019_Aug_14_1139,MID,3.1.5,59.9010861757641,
SmallPun,3500,1,0,1,0,0,29,29,29,,,,,,,,520.7139629649973,None,3500,522.7478292220039,None,None,522.7478292220039,None,1.5,"[0.2542431369947735, 0.2521261920046527, 0.2278964819997782, 0.028245911998965312, 0.24655221500142943, 0.2810867330044857, 0.24129695699957665, 0.24258045100577874, 0.13636809099989478, 0.2802276790025644, 0.24199843099631835, 0.2582734710013028, 0.23398807900230167, 0.23995493500115117, 0.3234939550020499, 0.28956394200213253, 0.24181299500196474, 0.30217760000232374, 0.2379019639993203, 0.2749131730015506, 0.22509866500331555, 0.22097308899537893, 0.2001992059958866, 0.2992942499986384, 0.25094765800167806, 0.2059631750016706, 0.23412706899398472, 0.2757518889993662, 0.27056383099989034, 0.23540899199724663, 0.30310029599786503, 0.25737640500301495, 0.34433510700182524, 0.27984052499959944, 0.2526490759992157, 0.30607192799652694, 0.3482226210035151, 0.2557618279970484, 0.301332087998162, 0.316861268998764, 0.3528837800040492, 0.26867042400408536, 0.250936295997235]",80,526.2605734390017,None,1,1,526.2605734390017,None,You did not lose $0.20!,5.6,5,64,0.5,53.75,0.25793190374442504,[1],49.99999999999999,63,3,526.7147331090018,None,0.250936295997235,,,,,,,1,Scanner,0.35,2019_Aug_14_1139,MID,3.1.5,59.9010861757641,
Triangle,2000,1,0,1,0,0,30,30,30,,,,,,,,528.2142880320025,None,2000,530.2481767569989,None,None,530.2481767569989,None,1.5,"[0.2542431369947735, 0.2521261920046527, 0.2278964819997782, 0.028245911998965312, 0.24655221500142943, 0.2810867330044857, 0.24129695699957665, 0.24258045100577874, 0.13636809099989478, 0.2802276790025644, 0.24199843099631835, 0.2582734710013028, 0.23398807900230167, 0.23995493500115117, 0.3234939550020499, 0.28956394200213253, 0.24181299500196474, 0.30217760000232374, 0.2379019639993203, 0.2749131730015506, 0.22509866500331555, 0.22097308899537893, 0.2001992059958866, 0.2992942499986384, 0.25094765800167806, 0.2059631750016706, 0.23412706899398472, 0.2757518889993662, 0.27056383099989034, 0.23540899199724663, 0.30310029599786503, 0.25737640500301495, 0.34433510700182524, 0.27984052499959944, 0.2526490759992157, 0.30607192799652694, 0.3482226210035151, 0.2557618279970484, 0.301332087998162, 0.316861268998764, 0.3528837800040492, 0.26867042400408536, 0.250936295997235, 0.3264740540034836]",81,532.2492168800018,None,1,1,532.2492168800018,None,You did not win or lose anything!,5.6,3,64,0.5,54.32098765432099,0.25948967988667637,[1],49.99999999999999,63,3,532.7145896290021,None,0.3264740540034836,,,,,,,1,Scanner,0.35,2019_Aug_14_1139,MID,3.1.5,59.9010861757641,
SmallPun,1500,1,0,1,0,0,31,31,31,,,,,,,,534.2153418980015,None,1500,536.2559609669988,None,None,536.2559609669988,None,1.5,"[0.2542431369947735, 0.2521261920046527, 0.2278964819997782, 0.028245911998965312, 0.24655221500142943, 0.2810867330044857, 0.24129695699957665, 0.24258045100577874, 0.13636809099989478, 0.2802276790025644, 0.24199843099631835, 0.2582734710013028, 0.23398807900230167, 0.23995493500115117, 0.3234939550020499, 0.28956394200213253, 0.24181299500196474, 0.30217760000232374, 0.2379019639993203, 0.2749131730015506, 0.22509866500331555, 0.22097308899537893, 0.2001992059958866, 0.2992942499986384, 0.25094765800167806, 0.2059631750016706, 0.23412706899398472, 0.2757518889993662, 0.27056383099989034, 0.23540899199724663, 0.30310029599786503, 0.25737640500301495, 0.34433510700182524, 0.27984052499959944, 0.2526490759992157, 0.30607192799652694, 0.3482226210035151, 0.2557618279970484, 0.301332087998162, 0.316861268998764, 0.3528837800040492, 0.26867042400408536, 0.250936295997235, 0.3264740540034836, 0.30952099400019506]",82,537.7620700359985,None,1,1,537.7620700359985,None,You did not lose $0.20!,5.6,5,65,0.5,54.87804878048781,0.2606014868669768,"[1, 1]",49.99999999999999,63,3,538.2339929660011,None,0.30952099400019506,,,,,,,1,Scanner,0.35,2019_Aug_14_1139,MID,3.1.5,59.9010861757641,
