Condition,FixationDur,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,preinstruc_text.started,preinstruc_text.stopped,instructFig.started,instructFig.stopped,PrepFixation.started,PrepFixation.stopped,TrialOrder,cueImage.started,cueImage.stopped,FixationDur,fixation.started,fixation.stopped,fixationResp.keys,fixationResp.started,fixationResp.stopped,feedbackDur,rt_list,Trial counter,Target.started,Target.stopped,probeResp.keys,probeResp.corr,probeResp.started,probeResp.stopped,msg,TrackEarnings,TrialType,NonNeutralTrialsNum,probeDur,percentacc_total,meanrt,UserAcc,Acc,AdjTrial,AdjTrialInc,feedbackMsg.started,feedbackMsg.stopped,AdjRTmsg,probeResp.rt,polygon.started,polygon.stopped,text.started,text.stopped,participant,prac_or_scan,run,date,expName,psychopyVersion,frameRate,
LgPun,1500,0,10,10,10,,,,,,,,104.93229848600458,None,1500,106.95170761099871,None,None,106.95170761099871,None,1.5,"[0.2984565310034668, 0.33806888200342655]",11,108.45061082699976,None,None,0,108.45061082699976,None,You lost $5.00!,-15,4,9,0.5,18.181818181818183,0.3182627065034467,[],33.33333333333333,9,3,108.9322993800015,None,Adjusting RT...,,,,,,0006,Scanner,1,2019_Aug_20_1449,MID,3.1.5,23.98257430025033,
SmallReward,1500,0,11,11,11,,,,,,,,110.43416547300149,None,1500,112.45270084000367,None,None,112.45270084000367,None,1.5,"[0.2984565310034668, 0.33806888200342655, 0.36150622500281315]",12,113.96804569099913,None,1,1,113.96804569099913,None,You won $0.20!,-14.8,2,10,0.5,25.0,0.3326772126699022,[1],33.33333333333333,9,3,114.43253445400478,None,,0.36150622500281315,,,,,0006,Scanner,1,2019_Aug_20_1449,MID,3.1.5,23.98257430025033,
LgReward,4000,0,12,12,12,,,,,,,,115.9347656960017,None,4000,117.93934635700134,None,None,117.93934635700134,None,1.5,"[0.2984565310034668, 0.33806888200342655, 0.36150622500281315, 0.34018089099845383]",13,121.97037513900432,None,1,1,121.97037513900432,None,You won $5.00!,-9.8,1,11,0.5,30.76923076923077,0.3345531322520401,"[1, 1]",33.33333333333333,9,3,122.43263889299851,None,,0.34018089099845383,,,,,0006,Scanner,1,2019_Aug_20_1449,MID,3.1.5,23.98257430025033,
Triangle,1500,0,13,13,13,,,,,,,,123.93305566300114,None,1500,125.93599868300225,None,None,125.93599868300225,None,1.5,"[0.2984565310034668, 0.33806888200342655, 0.36150622500281315, 0.34018089099845383]",14,127.45301332099916,None,None,0,127.45301332099916,None,You did not win or lose anything!,-9.8,3,11,0.5,28.57142857142857,0.3345531322520401,"[1, 1]",33.33333333333333,9,3,127.9320082070044,None,,,,,,,0006,Scanner,1,2019_Aug_20_1449,MID,3.1.5,23.98257430025033,
LgPun,2000,0,14,14,14,,,,,,,,129.43337852300465,None,2000,131.44164633299806,None,None,131.44164633299806,None,1.5,"[0.2984565310034668, 0.33806888200342655, 0.36150622500281315, 0.34018089099845383, 0.31011464900075225]",15,133.45540455199807,None,1,1,133.45540455199807,None,You did not lose $5.00!,-9.8,4,12,0.47,33.33333333333333,0.3296654356017825,[],83.33333333333333,12,3,133.9332442560044,None,Adjusting RT...,0.31011464900075225,,,,,0006,Scanner,1,2019_Aug_20_1449,MID,3.1.5,23.98257430025033,
Triangle,3000,0,15,15,15,,,,,,,,135.4335069259978,None,3000,137.44062797199877,None,None,137.44062797199877,None,1.53,"[0.2984565310034668, 0.33806888200342655, 0.36150622500281315, 0.34018089099845383, 0.31011464900075225]",16,140.45657332100382,None,None,0,140.45657332100382,None,You did not win or lose anything!,-9.8,3,12,0.47,31.25,0.3296654356017825,[],83.33333333333333,12,3,140.89200187600363,None,,,,,,,0006,Scanner,1,2019_Aug_20_1449,MID,3.1.5,23.98257430025033,
SmallPun,1500,0,16,16,16,,,,,,,,142.43376862999867,None,1500,144.4420438110028,None,None,144.4420438110028,None,1.53,"[0.2984565310034668, 0.33806888200342655, 0.36150622500281315, 0.34018089099845383, 0.31011464900075225]",17,145.95676245700452,None,None,0,145.95676245700452,None,You lost $0.20!,-10.0,5,13,0.47,29.411764705882355,0.3296654356017825,[0],83.33333333333333,12,3,146.39241115600453,None,,,,,,,0006,Scanner,1,2019_Aug_20_1449,MID,3.1.5,23.98257430025033,
Triangle,3500,0,17,17,17,,,,,,,,147.8921885430027,None,3500,149.90770187100134,None,None,149.90770187100134,None,1.53,"[0.2984565310034668, 0.33806888200342655, 0.36150622500281315, 0.34018089099845383, 0.31011464900075225, 0.3085473510000156]",18,153.41000694499962,None,1,1,153.41000694499962,None,You did not win or lose anything!,-10.0,3,13,0.47,33.33333333333333,0.3261457548348214,[0],83.33333333333333,12,3,153.85047694900277,None,,0.3085473510000156,,,,,0006,Scanner,1,2019_Aug_20_1449,MID,3.1.5,23.98257430025033,
LgPun,3000,0,18,18,18,,,,,,,,155.39267324699904,None,3000,157.40853293100372,None,None,157.40853293100372,None,1.53,"[0.2984565310034668, 0.33806888200342655, 0.36150622500281315, 0.34018089099845383, 0.31011464900075225, 0.3085473510000156, 0.29084915300336434]",19,160.41070198200032,None,1,1,160.41070198200032,None,You did not lose $5.00!,-10.0,4,14,0.47,36.84210526315789,0.32110338314461323,"[0, 1]",83.33333333333333,12,3,160.85078342899942,None,,0.29084915300336434,,,,,0006,Scanner,1,2019_Aug_20_1449,MID,3.1.5,23.98257430025033,
LgReward,1500,0,19,19,19,,,,,,,,162.3922102659999,None,1500,164.40868660200067,None,None,164.40868660200067,None,1.53,"[0.2984565310034668, 0.33806888200342655, 0.36150622500281315, 0.34018089099845383, 0.31011464900075225, 0.3085473510000156, 0.29084915300336434]",20,165.9311759609991,None,None,0,165.9311759609991,None,You did not win $5.00!,-10.0,1,15,0.44999999999999996,35.0,0.32110338314461323,[],66.66666666666666,15,3,166.35519465400284,None,Adjusting RT...,,,,,,0006,Scanner,1,2019_Aug_20_1449,MID,3.1.5,23.98257430025033,
LgPun,1500,0,20,20,20,,,,,,,,167.8933614760026,None,1500,169.91010247499798,None,None,169.91010247499798,None,1.55,"[0.2984565310034668, 0.33806888200342655, 0.36150622500281315, 0.34018089099845383, 0.31011464900075225, 0.3085473510000156, 0.29084915300336434]",21,171.41129904300033,None,None,0,171.41129904300033,None,You lost $5.00!,-15.0,4,16,0.44999999999999996,33.33333333333333,0.32110338314461323,[0],66.66666666666666,15,3,171.85193778300163,None,,,,,,,0006,Scanner,1,2019_Aug_20_1449,MID,3.1.5,23.98257430025033,
LgReward,1500,0,21,21,21,,,,,,,,173.39354434300185,None,1500,175.41052426199894,None,None,175.41052426199894,None,1.55,"[0.2984565310034668, 0.33806888200342655, 0.36150622500281315, 0.34018089099845383, 0.31011464900075225, 0.3085473510000156, 0.29084915300336434]",22,176.92629860200395,None,None,0,176.92629860200395,None,You did not win $5.00!,-15.0,1,17,0.44999999999999996,31.818181818181817,0.32110338314461323,"[0, 0]",66.66666666666666,15,3,177.351333917999,None,,,,,,,0006,Scanner,1,2019_Aug_20_1449,MID,3.1.5,23.98257430025033,
LgReward,1500,0,22,22,22,,,,,,,,178.89373356699798,None,1500,180.91164311700413,None,None,180.91164311700413,None,1.55,"[0.2984565310034668, 0.33806888200342655, 0.36150622500281315, 0.34018089099845383, 0.31011464900075225, 0.3085473510000156, 0.29084915300336434]",23,182.42858687900298,None,None,0,182.42858687900298,None,You did not win $5.00!,-15.0,1,18,0.49999999999999994,30.434782608695656,0.32110338314461323,[],16.666666666666664,18,3,182.8524007140004,None,Adjusting RT...,,,,,,0006,Scanner,1,2019_Aug_20_1449,MID,3.1.5,23.98257430025033,
Triangle,1500,0,23,23,23,,,,,,,,184.39375475900306,None,1500,186.41136970499792,None,None,186.41136970499792,None,1.5,"[0.2984565310034668, 0.33806888200342655, 0.36150622500281315, 0.34018089099845383, 0.31011464900075225, 0.3085473510000156, 0.29084915300336434, 0.3621542179971584]",24,187.9123937760014,None,1,1,187.9123937760014,None,You did not win or lose anything!,-15.0,3,18,0.49999999999999994,33.33333333333333,0.32623473750118137,[],16.666666666666664,18,3,188.39403846400091,None,,0.3621542179971584,,,,,0006,Scanner,1,2019_Aug_20_1449,MID,3.1.5,23.98257430025033,
SmallReward,3500,0,24,24,24,,,,,,,,189.8940088849995,None,3500,191.91190245599864,None,None,191.91190245599864,None,1.5,"[0.2984565310034668, 0.33806888200342655, 0.36150622500281315, 0.34018089099845383, 0.31011464900075225, 0.3085473510000156, 0.29084915300336434, 0.3621542179971584, 0.3075071869970998]",25,195.43005385300057,None,1,1,195.43005385300057,None,You won $0.20!,-14.8,2,19,0.49999999999999994,36.0,0.3241538985562834,[1],16.666666666666664,18,3,195.89808864500083,None,,0.3075071869970998,,,,,0006,Scanner,1,2019_Aug_20_1449,MID,3.1.5,23.98257430025033,
SmallPun,2000,0,25,25,25,,,,,,,,197.3945481530027,None,2000,199.41345145800005,None,None,199.41345145800005,None,1.5,"[0.2984565310034668, 0.33806888200342655, 0.36150622500281315, 0.34018089099845383, 0.31011464900075225, 0.3085473510000156, 0.29084915300336434, 0.3621542179971584, 0.3075071869970998]",26,201.41379276599764,None,None,0,201.41379276599764,None,You lost $0.20!,-15.0,5,20,0.49999999999999994,34.61538461538461,0.3241538985562834,"[1, 0]",16.666666666666664,18,3,201.89416418899782,None,,,,,,,0006,Scanner,1,2019_Aug_20_1449,MID,3.1.5,23.98257430025033,
SmallReward,2500,0,26,26,26,,,,,,,,203.39447272800317,None,2500,205.41507360999822,None,None,205.41507360999822,None,1.5,"[0.2984565310034668, 0.33806888200342655, 0.36150622500281315, 0.34018089099845383, 0.31011464900075225, 0.3085473510000156, 0.29084915300336434, 0.3621542179971584, 0.3075071869970998, 0.31869953999557765]",27,207.93085139000323,None,1,1,207.93085139000323,None,You won $0.20!,-14.8,2,21,0.5,37.03703703703704,0.3236084627002128,[],33.33333333333333,21,3,208.39473299599922,None,Adjusting RT...,0.31869953999557765,,,,,0006,Scanner,1,2019_Aug_20_1449,MID,3.1.5,23.98257430025033,
SmallPun,2500,0,27,27,27,,,,,,,,209.89518526400207,None,2500,211.91546412499883,None,None,211.91546412499883,None,1.5,"[0.2984565310034668, 0.33806888200342655, 0.36150622500281315, 0.34018089099845383, 0.31011464900075225, 0.3085473510000156, 0.29084915300336434, 0.3621542179971584, 0.3075071869970998, 0.31869953999557765, 0.38322759599395795]",28,214.4163372510011,None,1,1,214.4163372510011,None,You did not lose $0.20!,-14.8,5,22,0.5,39.285714285714285,0.3290283839087351,[1],33.33333333333333,21,3,214.8950222450003,None,,0.38322759599395795,,,,,0006,Scanner,1,2019_Aug_20_1449,MID,3.1.5,23.98257430025033,
Triangle,4000,0,28,28,28,,,,,,,,216.3950685890013,None,4000,218.40129200799856,None,None,218.40129200799856,None,1.5,"[0.2984565310034668, 0.33806888200342655, 0.36150622500281315, 0.34018089099845383, 0.31011464900075225, 0.3085473510000156, 0.29084915300336434, 0.3621542179971584, 0.3075071869970998, 0.31869953999557765, 0.38322759599395795, 0.3488840810023248]",29,222.41655303900188,None,1,1,222.41655303900188,None,You did not win or lose anything!,-14.8,3,22,0.5,41.37931034482759,0.33068302533320093,[1],33.33333333333333,21,3,222.89565733200288,None,,0.3488840810023248,,,,,0006,Scanner,1,2019_Aug_20_1449,MID,3.1.5,23.98257430025033,
LgPun,3500,0,29,29,29,,,,,,,,224.39567250599794,None,3500,226.4026809260031,None,None,226.4026809260031,None,1.5,"[0.2984565310034668, 0.33806888200342655, 0.36150622500281315, 0.34018089099845383, 0.31011464900075225, 0.3085473510000156, 0.29084915300336434, 0.3621542179971584, 0.3075071869970998, 0.31869953999557765, 0.38322759599395795, 0.3488840810023248, 0.33767071300098905]",30,229.91784905100212,None,1,1,229.91784905100212,None,You did not lose $5.00!,-14.8,4,23,0.5,43.333333333333336,0.33122053976918464,"[1, 1]",33.33333333333333,21,3,230.39507943200442,None,,0.33767071300098905,,,,,0006,Scanner,1,2019_Aug_20_1449,MID,3.1.5,23.98257430025033,
Triangle,1500,0,30,30,30,,,,,,,,231.89615835699806,None,1500,233.90322377600387,None,None,233.90322377600387,None,1.5,"[0.2984565310034668, 0.33806888200342655, 0.36150622500281315, 0.34018089099845383, 0.31011464900075225, 0.3085473510000156, 0.29084915300336434, 0.3621542179971584, 0.3075071869970998, 0.31869953999557765, 0.38322759599395795, 0.3488840810023248, 0.33767071300098905, 0.3900571749982191]",31,235.41838490599912,None,1,1,235.41838490599912,None,You did not win or lose anything!,-14.8,3,23,0.5,45.16129032258064,0.33542315657125854,"[1, 1]",33.33333333333333,21,3,235.89608813900122,None,,0.3900571749982191,,,,,0006,Scanner,1,2019_Aug_20_1449,MID,3.1.5,23.98257430025033,
LgReward,3000,0,31,31,31,,,,,,,,237.3964298389983,None,3000,239.4045305289983,None,None,239.4045305289983,None,1.5,"[0.2984565310034668, 0.33806888200342655, 0.36150622500281315, 0.34018089099845383, 0.31011464900075225, 0.3085473510000156, 0.29084915300336434, 0.3621542179971584, 0.3075071869970998, 0.31869953999557765, 0.38322759599395795, 0.3488840810023248, 0.33767071300098905, 0.3900571749982191, 0.3608518399996683]",32,242.425593052998,None,1,1,242.425593052998,None,You won $5.00!,-9.8,1,24,0.47,46.875,0.33711840213315253,[],83.33333333333333,24,3,242.8985897800012,None,Adjusting RT...,0.3608518399996683,,,,,0006,Scanner,1,2019_Aug_20_1449,MID,3.1.5,23.98257430025033,
Triangle,2500,0,32,32,32,,,,,,,,244.3967642610005,None,2500,246.40081101300166,None,None,246.40081101300166,None,1.53,"[0.2984565310034668, 0.33806888200342655, 0.36150622500281315, 0.34018089099845383, 0.31011464900075225, 0.3085473510000156, 0.29084915300336434, 0.3621542179971584, 0.3075071869970998, 0.31869953999557765, 0.38322759599395795, 0.3488840810023248, 0.33767071300098905, 0.3900571749982191, 0.3608518399996683]",33,248.92044182099926,None,None,0,248.92044182099926,None,You did not win or lose anything!,-9.8,3,24,0.47,45.45454545454545,0.33711840213315253,[],83.33333333333333,24,3,249.3548087300005,None,,,,,,,0006,Scanner,1,2019_Aug_20_1449,MID,3.1.5,23.98257430025033,
Triangle,2000,0,33,33,33,,,,,,,,250.89671255899884,None,2000,252.90067390100012,None,None,252.90067390100012,None,1.53,"[0.2984565310034668, 0.33806888200342655, 0.36150622500281315, 0.34018089099845383, 0.31011464900075225, 0.3085473510000156, 0.29084915300336434, 0.3621542179971584, 0.3075071869970998, 0.31869953999557765, 0.38322759599395795, 0.3488840810023248, 0.33767071300098905, 0.3900571749982191, 0.3608518399996683]",34,254.92098568299843,None,None,0,254.92098568299843,None,You did not win or lose anything!,-9.8,3,24,0.47,44.11764705882353,0.33711840213315253,[],83.33333333333333,24,3,255.35433600100077,None,,,,,,,0006,Scanner,1,2019_Aug_20_1449,MID,3.1.5,23.98257430025033,
SmallReward,1500,0,34,34,34,,,,,,,,256.8557135630035,None,1500,258.8717974040046,None,None,258.8717974040046,None,1.53,"[0.2984565310034668, 0.33806888200342655, 0.36150622500281315, 0.34018089099845383, 0.31011464900075225, 0.3085473510000156, 0.29084915300336434, 0.3621542179971584, 0.3075071869970998, 0.31869953999557765, 0.38322759599395795, 0.3488840810023248, 0.33767071300098905, 0.3900571749982191, 0.3608518399996683]",35,260.3886320840029,None,None,0,260.3886320840029,None,You did not win $0.20!,-9.8,2,25,0.47,42.857142857142854,0.33711840213315253,[0],83.33333333333333,24,3,260.8135596619977,None,,,,,,,0006,Scanner,1,2019_Aug_20_1449,MID,3.1.5,23.98257430025033,
LgPun,2000,0,35,35,35,,,,,,,,262.3143733180041,None,2000,264.32232549699984,None,None,264.32232549699984,None,1.53,"[0.2984565310034668, 0.33806888200342655, 0.36150622500281315, 0.34018089099845383, 0.31011464900075225, 0.3085473510000156, 0.29084915300336434, 0.3621542179971584, 0.3075071869970998, 0.31869953999557765, 0.38322759599395795, 0.3488840810023248, 0.33767071300098905, 0.3900571749982191, 0.3608518399996683, 0.347096245001012]",36,266.3393674320032,None,1,1,266.3393674320032,None,You did not lose $5.00!,-9.8,4,26,0.47,44.44444444444444,0.3377420173123937,"[0, 1]",83.33333333333333,24,3,266.7729503860028,None,,0.347096245001012,,,,,0006,Scanner,1,2019_Aug_20_1449,MID,3.1.5,23.98257430025033,
SmallReward,3000,0,36,36,36,,,,,,,,268.3144241789996,None,3000,270.324343854998,None,None,270.324343854998,None,1.53,"[0.2984565310034668, 0.33806888200342655, 0.36150622500281315, 0.34018089099845383, 0.31011464900075225, 0.3085473510000156, 0.29084915300336434, 0.3621542179971584, 0.3075071869970998, 0.31869953999557765, 0.38322759599395795, 0.3488840810023248, 0.33767071300098905, 0.3900571749982191, 0.3608518399996683, 0.347096245001012, 0.33495696500176564]",37,273.3405041590013,None,1,1,273.3405041590013,None,You won $0.20!,-9.600000000000001,2,27,0.43999999999999995,45.94594594594595,0.3375781907058862,[],83.33333333333333,27,3,273.7764216249998,None,Adjusting RT...,0.33495696500176564,,,,,0006,Scanner,1,2019_Aug_20_1449,MID,3.1.5,23.98257430025033,
LgReward,3500,0,37,37,37,,,,,,,,275.27329087300313,None,3500,277.2907849990006,None,None,277.2907849990006,None,1.56,"[0.2984565310034668, 0.33806888200342655, 0.36150622500281315, 0.34018089099845383, 0.31011464900075225, 0.3085473510000156, 0.29084915300336434, 0.3621542179971584, 0.3075071869970998, 0.31869953999557765, 0.38322759599395795, 0.3488840810023248, 0.33767071300098905, 0.3900571749982191, 0.3608518399996683, 0.347096245001012, 0.33495696500176564]",38,280.80751976899774,None,None,0,280.80751976899774,None,You did not win $5.00!,-9.600000000000001,1,28,0.43999999999999995,44.73684210526316,0.3375781907058862,[0],83.33333333333333,27,3,281.19198036900343,None,,,,,,,0006,Scanner,1,2019_Aug_20_1449,MID,3.1.5,23.98257430025033,
SmallPun,2000,0,38,38,38,,,,,,,,282.7313754700008,None,2000,284.7401279390033,None,None,284.7401279390033,None,1.56,"[0.2984565310034668, 0.33806888200342655, 0.36150622500281315, 0.34018089099845383, 0.31011464900075225, 0.3085473510000156, 0.29084915300336434, 0.3621542179971584, 0.3075071869970998, 0.31869953999557765, 0.38322759599395795, 0.3488840810023248, 0.33767071300098905, 0.3900571749982191, 0.3608518399996683, 0.347096245001012, 0.33495696500176564]",39,286.7493596620043,None,None,0,286.7493596620043,None,You lost $0.20!,-9.8,5,29,0.43999999999999995,43.58974358974359,0.3375781907058862,"[0, 0]",83.33333333333333,27,3,287.14872037900204,None,,,,,,,0006,Scanner,1,2019_Aug_20_1449,MID,3.1.5,23.98257430025033,
SmallReward,4000,0,39,39,39,,,,,,,,288.69042566999997,None,4000,290.7091786450037,None,None,290.7091786450037,None,1.56,"[0.2984565310034668, 0.33806888200342655, 0.36150622500281315, 0.34018089099845383, 0.31011464900075225, 0.3085473510000156, 0.29084915300336434, 0.3621542179971584, 0.3075071869970998, 0.31869953999557765, 0.38322759599395795, 0.3488840810023248, 0.33767071300098905, 0.3900571749982191, 0.3608518399996683, 0.347096245001012, 0.33495696500176564]",40,294.72623721299897,None,None,0,294.72623721299897,None,You did not win $0.20!,-9.8,2,30,0.4799999999999999,42.5,0.3375781907058862,[],33.33333333333333,30,3,295.1066897350029,None,Adjusting RT...,,,,,,0006,Scanner,1,2019_Aug_20_1449,MID,3.1.5,23.98257430025033,
SmallPun,1500,0,40,40,40,,,,,,,,296.6477025159984,None,1500,298.67626947900135,None,None,298.67626947900135,None,1.52,"[0.2984565310034668, 0.33806888200342655, 0.36150622500281315, 0.34018089099845383, 0.31011464900075225, 0.3085473510000156, 0.29084915300336434, 0.3621542179971584, 0.3075071869970998, 0.31869953999557765, 0.38322759599395795, 0.3488840810023248, 0.33767071300098905, 0.3900571749982191, 0.3608518399996683, 0.347096245001012, 0.33495696500176564]",41,300.1664917140006,None,None,0,300.1664917140006,None,You lost $0.20!,-10.0,5,31,0.4799999999999999,41.46341463414634,0.3375781907058862,[0],33.33333333333333,30,3,300.6067011499981,None,,,,,,,0006,Scanner,1,2019_Aug_20_1449,MID,3.1.5,23.98257430025033,
SmallReward,2000,0,41,41,41,,,,,,,,302.1093628239978,None,2000,304.1273489380037,None,None,304.1273489380037,None,1.52,"[0.2984565310034668, 0.33806888200342655, 0.36150622500281315, 0.34018089099845383, 0.31011464900075225, 0.3085473510000156, 0.29084915300336434, 0.3621542179971584, 0.3075071869970998, 0.31869953999557765, 0.38322759599395795, 0.3488840810023248, 0.33767071300098905, 0.3900571749982191, 0.3608518399996683, 0.347096245001012, 0.33495696500176564]",42,306.14788385900465,None,None,0,306.14788385900465,None,You did not win $0.20!,-10.0,2,32,0.4799999999999999,40.476190476190474,0.3375781907058862,"[0, 0]",33.33333333333333,30,3,306.56782940099947,None,,,,,,,0006,Scanner,1,2019_Aug_20_1449,MID,3.1.5,23.98257430025033,
SmallReward,1500,0,42,42,42,,,,,,,,308.07071853600064,None,1500,310.078261622999,None,None,310.078261622999,None,1.52,"[0.2984565310034668, 0.33806888200342655, 0.36150622500281315, 0.34018089099845383, 0.31011464900075225, 0.3085473510000156, 0.29084915300336434, 0.3621542179971584, 0.3075071869970998, 0.31869953999557765, 0.38322759599395795, 0.3488840810023248, 0.33767071300098905, 0.3900571749982191, 0.3608518399996683, 0.347096245001012, 0.33495696500176564, 0.33355943499918794]",43,311.5960012670039,None,1,1,311.5960012670039,None,You won $0.20!,-9.8,2,33,0.5,41.86046511627907,0.3373549264999585,[],16.666666666666664,33,3,312.02843470700464,None,Adjusting RT...,0.33355943499918794,,,,,0006,Scanner,1,2019_Aug_20_1449,MID,3.1.5,23.98257430025033,
SmallPun,1500,0,43,43,43,,,,,,,,313.52502319100313,None,1500,315.54616908100434,None,None,315.54616908100434,None,1.5,"[0.2984565310034668, 0.33806888200342655, 0.36150622500281315, 0.34018089099845383, 0.31011464900075225, 0.3085473510000156, 0.29084915300336434, 0.3621542179971584, 0.3075071869970998, 0.31869953999557765, 0.38322759599395795, 0.3488840810023248, 0.33767071300098905, 0.3900571749982191, 0.3608518399996683, 0.347096245001012, 0.33495696500176564, 0.33355943499918794, 0.3776165180024691]",44,317.0459453479998,None,1,1,317.0459453479998,None,You did not lose $0.20!,-9.8,5,34,0.5,43.18181818181818,0.3394739576316696,[1],16.666666666666664,33,3,317.52511533600045,None,,0.3776165180024691,,,,,0006,Scanner,1,2019_Aug_20_1449,MID,3.1.5,23.98257430025033,
